Year,World_mean,Argentina,Australia,Austria,Bahrain,Belgium,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Cambodia,Canada,Chad,Chile,China,Côte d'Ivoire,Croatia,Cyprus,Denmark,Ecuador,Egypt,Estonia,Finland,France,Georgia,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Lebanon,Luxembourg,Macedonia,Malaysia,Malta,Mauritius,Mexico,Montenegro,Morocco,Namibia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Palestinian Territories,Panama,Peru,Philippines,Portugal,Qatar,Romania,Russia,Saudi Arabia,Serbia,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Trinidad and Tobago,Tunisia,Turkey,Uganda,UK,Ukraine,United Arab Emirates,US,Venezuela,Vietnam,Zambia
2009,58.329002553917,30.01750938968064,30.811867369234413,19.423864201244832,97.94121383530572,22.065435282122202,NA,62.93256138662562,25.126959533988437,59.08213862419169,84.82565300890357,21.730406079456234,79.30656452176824,46.0373802416564,81.02461015358628,69.13376003890454,39.86863625810475,58.56935695151911,31.63628296240908,100,73.12972214088944,62.966252505715104,19.227561261758265,4.156873026910879,88.71987066189327,7.309245507668938,100,44.54380031487651,35.65278065439188,42.30890977396421,72.74106172245315,57.51255072470962,39.355458782062684,NA,33.37398865955015,53.71495683977023,8.831427044562034,95.05871293147197,65.15732298904871,96.90029062633727,96.21051659726861,94.77074898139729,100,62.919662880724026,78.00970024353535,40.82935023637323,68.54291750686733,98.19359851754034,26.587353358031162,93.94193382801345,77.87799678916781,35.84848994724727,7.889084186797146,30.99782957170627,99.72945476529004,20.15149572312237,90.46185262825976,98.78169043195629,NA,100,48.2540242591736,65.50209167507545,17.896159011425617,84.05570457825273,52.06343623796117,44.04655775189828,65.97613478637602,70.0985272097808,27.507853214901413,96.82808976448129,50.64146366796527,29.755044431925427,44.19285414088531,9.587967216296068,97.9746251908992,16.802116142019543,18.42142858117667,44.84416738807708,54.77072839246326,97.51001326599322,63.674885364040456,38.403389332251116,97.66130470879003,16.339160177872436,90.22125333378224,76.99518009902162,33.743381603392855,100,82.65110736513364,97.93690854551654
2010,55.43763996987227,43.74499110335923,22.37950446770325,11.125699185502146,91.87455716727094,7.62143548793679,NA,75.4443110165541,29.425297582168565,62.68951696273276,NA,25.65242212178598,83.86443990019514,48.78720488882481,81.89604642973501,63.50577189324128,54.28835894538653,55.62741976283267,23.841463431109723,100,66.17863944556093,60.15244422123107,10.81850854859594,2.3220510209153167,88.08561710975648,6.804629808318163,100,48.35308682133219,40.53105709184508,26.944917209675168,67.7139298795658,43.77599065169366,47.763688349959764,NA,18.746549422517976,46.833701610003544,5.4984901661036645,96.27551387963952,68.42541627905663,98.95791391589458,94.61611790928531,98.44239495485725,98.07232391929276,68.82858284533812,69.35160781862886,42.42804142921166,69.61370987964924,91.9618291194756,18.866570997724196,71.12808372106726,67.3308487311689,27.80930276250325,4.09901265589907,37.903059450699715,94.0480553389639,12.165686599332693,83.08222858176512,99.08083809220854,NA,100,45.6957953204006,57.04857322336089,15.973045406175002,73.65167967179515,42.936390461190484,25.84147636962546,73.5251179840132,60.30243244920174,27.873158937714294,86.54976147719935,51.554562481879806,28.12334726267094,30.4579033199063,12.458685880792375,100,10.70128952145961,21.010187749813582,32.631119121987105,72.00701285063842,95.31731941582578,76.80314796298863,35.7428065272112,98.62268315962483,12.305530120110319,61.041574641569504,77.7939855021018,30.998617126297244,99.49947728579045,93.0482016178479,87.90563400487554
2011,55.509975010363405,32.499091398867705,19.01126655376377,13.46400491139017,99.48544464020948,8.720350645748065,84.31004291425485,58.19731366313394,30.284781616285116,60.627873355644,NA,19.06066352623137,85.77657988101201,39.46384390900932,84.78730828025756,78.13012602767375,38.33229701378664,72.2892543441139,22.644477527911654,100,95.62379493465464,38.06794765235776,9.080010106515978,2.35648528559681,NA,6.12413933914282,100,57.39174809172428,27.75640858256554,30.367499616081307,69.73611386842202,55.853986535198544,37.02652065102341,NA,11.530039621029998,47.22088027546971,5.830923083652095,100,64.62220396513187,100,96.03619888771098,94.54706672155639,98.40688007911065,39.00220923571345,72.35567802610589,41.3560701408771,61.62681442946205,84.60222420886366,21.161662832585847,84.04083804398759,73.33247839678634,35.33762907264815,3.1718837451673587,32.596627302694614,93.33562481169376,11.73498541874045,97.5198764927783,91.01471959748507,NA,99.32766973788226,72.35796983643381,51.61264546223212,16.768149084913198,93.18438922391601,37.072148167958986,32.748957051591546,99.82660605602382,64.0608805248657,21.683743211079765,74.20572906954165,NA,28.275443137506308,32.607775465489986,8.00156101441849,97.47421216864029,9.254181315614819,22.56492385182708,28.745667846219735,50.9209244149048,100,91.59542249442805,55.16432098662625,99.3152277485637,12.132073932962594,35.757799940154946,80.11406041802428,23.21851273614257,95.96894509854769,95.97549492218572,96.04957669000193
2012,61.58233383475146,72.77110292808447,27.015873423854252,12.52638625348611,92.43043547224096,16.682104075465844,79.1951191876507,38.44331017912743,47.079511022094266,67.36029058625877,NA,27.19897927124062,90.27565309649476,38.83129563334361,84.51995890383253,76.35241447718425,49.353798799695056,89.65013019188828,39.911832032713555,99.52702936819641,98.61425470134037,51.40731570605651,11.755621991197563,4.620512008959244,84.944761477518,6.776868262003122,100,76.7088484243321,40.40081731667917,33.751467370883546,75.30401937779688,63.71941731813951,45.0918629102547,100,25.298287157373277,61.69249455946081,8.763226308374561,100,63.52369064088236,96.67516988361403,99.3784092911294,98.14906349615406,100,44.28331600670371,92.5371707260798,51.716452644152234,71.84694484148496,97.11136306812517,38.64777315508046,78.90018072028909,80.9705460628754,32.44499958864382,5.667362680211651,47.38316065000531,95.5591068025417,19.59816204575844,96.9349449178858,96.06895877274923,NA,98.34634222385358,50.51563905206752,59.59917878752916,48.011164110281634,95.08778396181093,46.8192066190315,34.84363709328198,91.47619091247357,74.32422001096413,37.080038020256765,89.11107548973018,NA,38.27097679116046,33.79648832303622,19.071577302504362,100,17.18881294392277,11.244190705791478,46.66806932476841,58.07657332958581,100,74.73820225736226,52.65900866500311,100,13.899091649966822,41.95653998309204,83.14191507002958,36.97253524423218,100,97.81047612930116,100
2013,70.690736110257,89.02394011648505,52.39470727923682,28.05494399591809,100,32.63670942076371,91.65222343436467,72.61841805277429,67.00565035452203,76.254791843389,NA,47.69773520521379,92.12724040909926,60.94298888216504,81.27908301689422,89.71609917742146,74.71245056855318,95.69710620263372,54.87497297852513,NA,94.42391842321439,72.36636688911705,24.19636377692823,7.524364920631821,96.1616982247912,14.40524424275209,100,82.48409805304931,56.388094339609715,65.28073098069514,89.18090964436502,72.45208458592617,64.24341402005953,98.32287624839711,48.87070735340704,71.67403429414959,20.855373286324586,99.99929816279266,84.65231275146982,100,99.7214450518915,NA,100,69.659037647474,91.69875709234243,76.15269243939743,72.47506773637792,98.01041749550872,52.17627596645199,86.31417274810427,89.71850209739746,53.544605164776925,10.942889210344308,73.36944565470286,94.6705107273393,33.96050852848597,95.32050982990813,98.73048272128156,88.01856419157716,96.1451089401567,70.98562362609042,65.76671048927439,38.112496819355734,95.58108747900432,64.40997545037878,50.0063790859533,93.93947816378396,82.77279201834043,46.883694115466255,86.18522101438401,NA,56.8164011390488,54.82750532499905,18.359909851095058,93.83121416893871,19.428112914722206,27.48293352565848,48.75494981184183,66.00670760886503,100,84.93776145617183,64.57801323043756,100,22.78365602924245,63.63851540199717,90.3821710705156,59.19185446226134,99.83130623509562,92.9333067514985,99.48484774826632
2014,74.86118356149095,88.97266586885098,59.55770260786548,35.55842928713688,99.09027055663128,25.500521318176105,97.85613541656815,80.09344411986628,76.8388714818867,99.88100614884438,NA,61.113394031994105,85.8809362636159,52.69317730502527,95.81186762711073,98.94353634243744,94.41616473501338,96.29655483519885,52.86284661298536,NA,92.98553681795192,81.69122971275833,23.14419328151931,10.053856874759093,83.18760018651703,18.258887523482436,100,80.47195467557145,60.5200027187487,76.42798346598009,97.81143020629558,75.75870783599335,68.86446780636297,97.96487665914931,51.543178742117824,78.93743128758722,21.56705830914476,97.51446141786388,79.66767192329321,100,100,NA,100,75.54956867746816,100,58.078012250295195,97.56421909831367,98.2617486900749,50.96985691203288,98.56313565932362,100,60.26797321851871,17.98298801761542,75.70544586548912,91.28475111516491,53.1341105975195,79.3949624682826,100,100,100,88.37346753543875,74.67183980433884,36.18531334530402,83.2183139616855,69.44392495448584,70.16424946207673,74.56071471344158,95.0975305764616,55.59602593145111,99.37526320206035,NA,48.79871326030225,64.66707167635172,18.57711806835447,100,32.926602770108836,29.477550737262813,68.25401987697164,85.22761750811915,100,94.27823815826534,68.76688401456042,100,25.620268128147305,80.5576965832894,78.04222695241636,66.82512493143395,100,100,100
2015,67.92323208079401,74.02517345959095,48.905134883037945,29.54616071181253,100,20.59823716603846,95.88256765084893,62.36464915237124,59.29909795411291,85.6066765355616,NA,47.80168599373188,77.84484040562688,41.47582727496152,82.42677279086251,88.29288826112301,80.60496241833071,90.28956054626977,41.663117794703886,NA,92.95010804218458,77.52057119399552,19.846630915078446,5.656301234963035,88.20709508632812,14.555315755956077,100,83.28233312321561,63.71942446162271,69.59456549854491,89.38432451332677,66.91896636636557,58.73296718783572,90.86272977491868,42.050844010180995,68.32874362008651,12.557370608892171,100,71.27193221175266,98.12267627500698,100,NA,97.63219751860697,42.740497322372796,85.8730499728044,59.933078019503995,78.08997123135791,95.56277455135901,38.074576941726,86.5086358929582,93.30884564841637,52.73920261182135,10.381049320077661,77.05528218604177,97.66432235647285,42.2134528882676,77.9742615754475,87.41283148930619,97.7354314158575,96.93962806406917,65.70964978714542,59.06434071886119,26.74006915438013,80.85477552266734,72.22231260694446,49.91044787622078,77.99042586191824,87.39859538594119,41.132712205143605,88.35938733582189,NA,53.52397927158534,56.48071836540266,16.792510163188624,96.88169534107949,27.596524748290673,33.70548796630932,45.38593306118739,61.17841315408431,99.5386295819177,83.98960795456401,74.72282635185852,89.63394991572447,22.127609000983018,80.6652825327928,77.00609470036312,60.4770562822946,100,88.04905165926493,98.30729847584894
2016,61.06333912459031,51.10257474782978,40.251000735454426,19.158837289634146,NA,25.769535709964675,98.90017587352298,41.0968509615985,52.07593909093152,79.26653200178137,87.90995975459084,26.008794504397514,75.36966227527951,38.2580015124964,82.39634467595087,91.9796614744487,69.31153488920344,74.27699971382468,45.628747149179794,NA,100,77.54501057153747,24.455395917587673,4.310737715603851,50.03283433120269,11.365185782556342,100,52.41490750042207,42.7915612856326,43.73416940992778,71.66600141145288,57.334721529489755,65.95711445432144,NA,31.728735064634627,48.31077525928671,15.099693846673256,98.80677774708876,60.48189032174241,95.27093488606873,98.83262832580905,NA,100,43.17339361395967,87.658456187067,46.32656862765378,75.85190177128733,93.84694249731959,37.8645016707826,NA,88.97784089284896,25.459812820672177,7.221690563442051,47.92156801057974,100,28.114023887806262,89.87368581717196,94.39494017824312,100,99.09649234007463,64.75415185582757,65.31248717177547,18.113619028665752,76.67657935488386,54.89794568750431,30.80034523089309,76.8922633557617,81.48556517553126,36.12587581035377,91.69164004768619,NA,25.332522944181378,33.78048449619053,13.46944681459561,98.85408824233083,20.844398518749486,20.41630591161131,45.169379731653024,68.13299148458393,100,78.2995385273917,64.55059531409574,100,13.489858985759295,68.68160438177094,67.40863882539236,42.19825352940292,100,96.19652031436745,100
2017,75.12404174684866,79.98900485515999,66.20635836170872,37.72698544423535,NA,35.4476500247721,89.5529796778067,39.947498673077355,81.00569461142645,82.39650070321466,90.30462703545597,67.81623490718493,97.18006246032637,72.74559290777745,93.21854234939147,95.42758961293254,84.78889646324888,81.47529774856605,59.146227584376255,NA,95.14422532705348,78.72090981970891,33.71429705795548,11.508775903684288,84.22255139396279,25.172577379431594,100,79.9558749069168,67.39302505039134,69.56664121058368,91.05486534270693,78.57803280556689,84.3264287073344,NA,51.89848667914146,66.46198490579145,23.967147219879003,100,77.85641975633827,100,100,NA,99.43071958005748,78.38660973002663,87.24555756195782,74.50822974494524,77.10245509184543,100,66.82174687157779,NA,97.39630376990922,30.318745077282106,16.475875408750106,75.21570894234021,100,56.60454581695929,98.25699551280789,100,99.77452521522446,98.51990152528971,73.66767788797922,88.47909960242126,42.63329610077056,97.15420420403379,79.29684166627645,64.15332802528286,91.64074805407603,83.54906447783284,63.80299642648492,91.42142096469047,NA,61.96214043391747,66.72410190974671,29.338899378959617,100,32.0055968170317,39.00268265618618,57.61545934016121,81.89527996105936,98.19057409807768,96.58100861610251,81.55089254194908,100,38.77859725858048,76.56729475882489,97.46006790820059,73.50618140772012,100,99.10102052272849,99.2410832332629
2018,68.43437434639034,73.55506315024837,49.03113959902375,30.766951543948927,NA,34.273745493581984,100,65.77930007644115,77.97298109494959,67.70539932194261,76.31441439456967,49.956532956926104,87.31557067940437,48.777715023710975,58.994685578390346,95.68179539722288,69.83473431031506,92.40773403513192,48.39287158337802,NA,99.075130196635385,72.59705043141544,29.939590973430185,11.053937961127168,71.30438534370155,16.395323310766095,98.84861607192919,67.64145134952545,44.37477222897552,58.04607870911715,99.47278074366065,66.77982703993906,72.16905002622835,NA,50.041376578556594,59.04260795390345,24.105377015998,100,54.09422833885051,99.99242767798852,100,NA,97.46007269577358,69.4800641619632,93.29644772080076,62.998361960111716,89.80550376492542,86.10755518614523,66.19032582375611,NA,88.48527695442662,36.47671666037648,12.421078579249222,61.79654276600528,96.86823506769076,41.23566001353134,97.86138569105736,100,98.2419610508902,96.18073362205995,53.06687344440546,80.05738356007657,33.82252603431118,91.03318094959775,86.30939343613005,66.51790962906713,90.74369409452959,87.46262896964565,35.955611053791756,93.9562574121832,NA,40.77517172313194,39.734468107848755,17.125794225826642,98.78188069086379,22.440693746068664,25.732467264150504,37.20769524554323,67.7835408887792,100,89.81495629662494,84.0927029496875,100,21.169539251473324,70.30389799328817,88.63004352812503,56.40085844325272,98.76072168720555,85.73261221509291,100
