Year,Country,Div,TED,VIX,SENT,FEDFUNDS,GLOBAL SUPPLY CHAIN,INTERNET,GDP PER CAPITA,1992 - ERM,2009-10 - EUROZONE
1986,Div_world_mean,80.87730831,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Div_world_mean,59.3209325,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Div_world_mean,73.39732886,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Div_world_mean,66.88942259,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Div_world_mean,71.69823446,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Div_world_mean,62.89508723,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Div_world_mean,75.89044394,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Div_world_mean,81.09583049,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Div_world_mean,78.37674465,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Div_world_mean,76.95647015,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Div_world_mean,83.60149449,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Div_world_mean,73.80757956,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Div_world_mean,71.70910797,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Div_world_mean,81.18674073,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Div_world_mean,76.50770726,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Div_world_mean,73.31208731,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Div_world_mean,75.02741189,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Div_world_mean,77.61008405,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Div_world_mean,69.19562829,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Div_world_mean,74.14542502,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Div_world_mean,66.70543653,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Div_world_mean,63.45476784,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Div_world_mean,53.57945841,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Div_world_mean,58.32900255,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Div_world_mean,55.43763997,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Div_world_mean,55.50997501,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Div_world_mean,61.58233383,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Div_world_mean,70.69073611,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Div_world_mean,74.86118356,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Div_world_mean,67.92323208,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Div_world_mean,61.06333912,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Div_world_mean,75.12404175,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Div_world_mean,68.43437435,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Argentina,NA,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Argentina,NA,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Argentina,NA,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Argentina,NA,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Argentina,98.97734406,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Argentina,97.58760464,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Argentina,95.45612376,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Argentina,97.31348722,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Argentina,77.47465393,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Argentina,57.46146265,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Argentina,68.33406276,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Argentina,39.78543312,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Argentina,33.50505321,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Argentina,61.53594457,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Argentina,56.80456483,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Argentina,80.59968421,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Argentina,99.93886993,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Argentina,95.68077485,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Argentina,77.85766799,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Argentina,78.12289041,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Argentina,47.75965239,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Argentina,39.26537838,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Argentina,39.82449179,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Argentina,30.01750939,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Argentina,43.7449911,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Argentina,32.4990914,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Argentina,72.77110293,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Argentina,89.02394012,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Argentina,88.97266587,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Argentina,74.02517346,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Argentina,51.10257475,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Argentina,79.98900486,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Argentina,73.55506315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Australia,100,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Australia,36.34397705,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Australia,69.88663911,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Australia,69.75323384,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Australia,80.1205114,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Australia,69.29332125,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Australia,67.08944379,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Australia,81.35824941,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Australia,71.74526371,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Australia,86.23164104,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Australia,67.22202042,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Australia,49.71633363,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Australia,53.21978434,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Australia,76.49387465,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Australia,62.97319761,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Australia,64.38151591,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Australia,58.26157752,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Australia,67.87171778,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Australia,40.73336084,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Australia,53.56372812,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Australia,41.31155738,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Australia,25.6068686,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Australia,23.36177057,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Australia,30.81186737,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Australia,22.37950447,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Australia,19.01126655,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Australia,27.01587342,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Australia,52.39470728,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Australia,59.55770261,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Australia,48.90513488,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Australia,40.25100074,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Australia,66.20635836,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Australia,49.0311396,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Austria,74.16773734,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Austria,73.3525403,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Austria,62.13357086,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Austria,65.5801,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Austria,58.70937402,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Austria,27.89243586,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Austria,46.69287803,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Austria,46.33410249,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Austria,53.77617994,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Austria,41.06581676,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Austria,62.4698932,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Austria,43.45631894,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Austria,45.45010857,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Austria,70.83100268,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Austria,55.2074396,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Austria,52.79089741,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Austria,70.18598984,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Austria,71.78105331,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Austria,39.65918744,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Austria,48.83966969,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Austria,28.31413212,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Austria,20.51412254,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Austria,18.61496024,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Austria,19.4238642,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Austria,11.12569919,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Austria,13.46400491,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Austria,12.52638625,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Austria,28.054944,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Austria,35.55842929,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Austria,29.54616071,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Austria,19.15883729,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Austria,37.72698544,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Austria,30.76695154,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Bahrain,NA,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Bahrain,NA,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Bahrain,NA,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Bahrain,NA,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Bahrain,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Bahrain,NA,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Bahrain,NA,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Bahrain,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Bahrain,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Bahrain,NA,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Bahrain,NA,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Bahrain,NA,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Bahrain,NA,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Bahrain,NA,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Bahrain,97.54440975,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Bahrain,99.55612461,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Bahrain,99.6766661,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Bahrain,100,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Bahrain,99.6145023,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Bahrain,99.05759459,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Bahrain,100,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Bahrain,96.8720518,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Bahrain,78.89627739,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Bahrain,97.94121384,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Bahrain,91.87455717,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Bahrain,99.48544464,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Bahrain,92.43043547,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Bahrain,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Bahrain,99.09027056,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Bahrain,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Bahrain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Bahrain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Bahrain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Belgium,68.26940742,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Belgium,56.43270732,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Belgium,62.00204454,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Belgium,55.48025898,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Belgium,37.00260217,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Belgium,18.00920554,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Belgium,44.71012081,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Belgium,58.98080464,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Belgium,39.43054782,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Belgium,33.88422043,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Belgium,54.88279962,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Belgium,46.63015742,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Belgium,39.07528459,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Belgium,52.46753679,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Belgium,65.43204839,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Belgium,32.17353459,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Belgium,21.35070629,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Belgium,30.22193518,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Belgium,18.04352767,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Belgium,23.73962258,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Belgium,11.38492171,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Belgium,15.88144463,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Belgium,18.16912673,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Belgium,22.06543528,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Belgium,7.621435488,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Belgium,8.720350646,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Belgium,16.68210408,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Belgium,32.63670942,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Belgium,25.50052132,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Belgium,20.59823717,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Belgium,25.76953571,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Belgium,35.44765002,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Belgium,34.27374549,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Bosnia and Herzegovina,NA,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Bosnia and Herzegovina,NA,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Bosnia and Herzegovina,NA,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Bosnia and Herzegovina,NA,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Bosnia and Herzegovina,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Bosnia and Herzegovina,NA,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Bosnia and Herzegovina,NA,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Bosnia and Herzegovina,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Bosnia and Herzegovina,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Bosnia and Herzegovina,NA,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Bosnia and Herzegovina,NA,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Bosnia and Herzegovina,NA,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Bosnia and Herzegovina,NA,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Bosnia and Herzegovina,NA,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Bosnia and Herzegovina,NA,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Bosnia and Herzegovina,NA,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Bosnia and Herzegovina,NA,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Bosnia and Herzegovina,NA,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Bosnia and Herzegovina,NA,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Bosnia and Herzegovina,NA,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Bosnia and Herzegovina,NA,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Bosnia and Herzegovina,NA,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Bosnia and Herzegovina,NA,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Bosnia and Herzegovina,NA,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Bosnia and Herzegovina,NA,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Bosnia and Herzegovina,84.31004291,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Bosnia and Herzegovina,79.19511919,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Bosnia and Herzegovina,91.65222343,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Bosnia and Herzegovina,97.85613542,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Bosnia and Herzegovina,95.88256765,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Bosnia and Herzegovina,98.90017587,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Bosnia and Herzegovina,89.55297968,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Bosnia and Herzegovina,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Botswana,NA,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Botswana,NA,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Botswana,NA,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Botswana,NA,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Botswana,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Botswana,NA,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Botswana,NA,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Botswana,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Botswana,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Botswana,NA,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Botswana,87.74567263,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Botswana,100,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Botswana,87.68611871,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Botswana,93.33814798,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Botswana,94.01894143,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Botswana,100,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Botswana,80.65954007,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Botswana,84.70371261,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Botswana,89.74529009,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Botswana,93.46256961,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Botswana,85.20660422,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Botswana,92.96000608,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Botswana,75.3076154,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Botswana,62.93256139,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Botswana,75.44431102,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Botswana,58.19731366,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Botswana,38.44331018,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Botswana,72.61841805,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Botswana,80.09344412,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Botswana,62.36464915,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Botswana,41.09685096,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Botswana,39.94749867,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Botswana,65.77930008,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Brazil,100,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Brazil,96.8735943,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Brazil,100,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Brazil,100,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Brazil,96.32395257,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Brazil,95.04206243,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Brazil,99.28426173,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Brazil,100,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Brazil,95.89773541,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Brazil,90.71866736,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Brazil,91.23116903,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Brazil,66.94331363,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Brazil,68.89698116,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Brazil,77.13262464,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Brazil,62.3564626,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Brazil,76.86974076,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Brazil,88.45914839,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Brazil,79.28034319,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Brazil,58.84537289,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Brazil,75.57971954,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Brazil,52.80197987,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Brazil,30.69865341,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
