Year,Country,Div,TED,VIX,SENT,FEDFUNDS,GLOBAL SUPPLY CHAIN,INTERNET,GDP PER CAPITA,1992 - ERM,2009-10 - EUROZONE
2006,Estonia,76.3261296,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Estonia,74.29428511,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Estonia,47.75976099,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Estonia,62.96625251,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Estonia,60.15244422,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Estonia,38.06794765,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Estonia,51.40731571,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Estonia,72.36636689,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Estonia,81.69122971,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Estonia,77.52057119,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Estonia,77.54501057,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Estonia,78.72090982,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Estonia,72.59705043,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Finland,NA,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Finland,55.08210542,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Finland,69.54357824,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Finland,60.96983753,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Finland,85.17308649,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Finland,55.07409611,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Finland,78.02226044,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Finland,70.11468529,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Finland,54.6804371,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Finland,62.28958735,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Finland,59.83741969,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Finland,31.06944783,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Finland,29.39956558,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Finland,60.44099638,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Finland,49.78268888,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Finland,50.57537102,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Finland,34.58552512,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Finland,51.87461231,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Finland,54.54575141,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Finland,41.07052244,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Finland,21.10366016,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Finland,21.48760593,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Finland,13.58562481,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Finland,19.22756126,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Finland,10.81850855,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Finland,9.080010107,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Finland,11.75562199,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Finland,24.19636378,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Finland,23.14419328,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Finland,19.84663092,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Finland,24.45539592,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Finland,33.71429706,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Finland,29.93959097,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,France,74.25014181,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,France,42.92579313,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,France,74.26754324,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,France,34.64512306,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,France,32.37150986,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,France,16.70069652,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,France,39.77336027,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,France,49.3818808,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,France,46.30356911,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,France,55.94298781,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,France,50.03332031,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,France,42.1133892,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,France,21.27526041,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,France,24.78112997,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,France,20.1692773,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,France,12.48974282,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,France,6.643717565,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,France,10.78812348,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,France,5.694951086,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,France,8.316999788,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,France,4.813477346,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,France,5.575349521,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,France,3.545967918,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,France,4.156873027,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,France,2.322051021,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,France,2.356485286,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,France,4.620512009,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,France,7.524364921,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,France,10.05385687,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,France,5.656301235,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,France,4.310737716,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,France,11.5087759,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,France,11.05393796,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Georgia,NA,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Georgia,NA,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Georgia,NA,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Georgia,NA,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Georgia,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Georgia,NA,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Georgia,NA,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Georgia,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Georgia,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Georgia,NA,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Georgia,NA,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Georgia,NA,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Georgia,NA,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Georgia,NA,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Georgia,NA,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Georgia,NA,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Georgia,NA,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Georgia,NA,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Georgia,NA,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Georgia,NA,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Georgia,NA,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Georgia,NA,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Georgia,NA,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Georgia,88.71987066,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Georgia,88.08561711,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Georgia,NA,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Georgia,84.94476148,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Georgia,96.16169822,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Georgia,83.18760019,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Georgia,88.20709509,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Georgia,50.03283433,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Georgia,84.22255139,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Georgia,71.30438534,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Germany,78.81966481,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Germany,42.50717119,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Germany,58.93044999,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Germany,34.07213552,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Germany,37.43443924,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Germany,16.90154949,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Germany,30.83964785,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Germany,40.06945152,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Germany,51.82740816,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Germany,37.45991416,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Germany,43.02037262,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Germany,35.72844721,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Germany,27.3976788,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Germany,37.07052068,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Germany,25.38613709,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Germany,19.71256782,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Germany,23.01318804,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Germany,27.65701519,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Germany,9.753557768,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Germany,17.2778762,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Germany,8.898542039,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Germany,14.72039495,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Germany,13.55759644,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Germany,7.309245508,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Germany,6.804629808,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Germany,6.124139339,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Germany,6.776868262,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Germany,14.40524424,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Germany,18.25888752,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Germany,14.55531576,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Germany,11.36518578,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Germany,25.17257738,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Germany,16.39532331,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Ghana,NA,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Ghana,NA,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Ghana,NA,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Ghana,NA,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Ghana,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Ghana,NA,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Ghana,NA,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Ghana,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Ghana,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Ghana,NA,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Ghana,98.73393831,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Ghana,99.94407061,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Ghana,99.84254191,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Ghana,100,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Ghana,100,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Ghana,92.96042728,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Ghana,100,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Ghana,99.43975802,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Ghana,100,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Ghana,100,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Ghana,100,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Ghana,96.24152854,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Ghana,100,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Ghana,100,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Ghana,100,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Ghana,100,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Ghana,100,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Ghana,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Ghana,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Ghana,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Ghana,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Ghana,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Ghana,98.84861607,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Greece,NA,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Greece,NA,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Greece,88.26249801,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Greece,79.20680053,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Greece,90.54926205,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Greece,58.59039623,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Greece,79.95910162,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Greece,95.50934578,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Greece,83.29258416,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Greece,74.7714881,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Greece,95.07659771,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Greece,95.19812313,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Greece,70.30047936,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Greece,85.88737278,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Greece,85.47493158,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Greece,71.66819955,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Greece,63.74459285,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Greece,73.77268951,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Greece,55.4612109,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Greece,65.71990379,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Greece,40.76636738,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Greece,34.01795285,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Greece,27.08771058,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Greece,44.54380031,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Greece,48.35308682,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Greece,57.39174809,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Greece,76.70884842,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Greece,82.48409805,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Greece,80.47195468,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Greece,83.28233312,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Greece,52.4149075,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Greece,79.95587491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Greece,67.64145135,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Hong Kong,91.14972472,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Hong Kong,64.92259023,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Hong Kong,53.51540823,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Hong Kong,76.33178881,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Hong Kong,49.70380814,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Hong Kong,58.01813916,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Hong Kong,79.21815584,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Hong Kong,83.26591979,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Hong Kong,50.72814844,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Hong Kong,62.65145023,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Hong Kong,64.06476024,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Hong Kong,46.97909951,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Hong Kong,46.6361072,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Hong Kong,65.58773629,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Hong Kong,47.5217315,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Hong Kong,50.53637748,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Hong Kong,55.3668921,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Hong Kong,48.9087614,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Hong Kong,49.44117418,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Hong Kong,62.95996021,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Hong Kong,43.31736061,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Hong Kong,33.10330864,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Hong Kong,36.97236749,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Hong Kong,35.65278065,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Hong Kong,40.53105709,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Hong Kong,27.75640858,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Hong Kong,40.40081732,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Hong Kong,56.38809434,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Hong Kong,60.52000272,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Hong Kong,63.71942446,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Hong Kong,42.79156129,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Hong Kong,67.39302505,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Hong Kong,44.37477223,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Hungary,NA,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Hungary,NA,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Hungary,NA,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Hungary,NA,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Hungary,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Hungary,86.73555625,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Hungary,84.75744034,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Hungary,87.29089635,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Hungary,88.32173409,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Hungary,88.0101802,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Hungary,92.82348814,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Hungary,61.96412973,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Hungary,56.91531446,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Hungary,74.64227361,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Hungary,59.9316137,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Hungary,59.69291719,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Hungary,72.74180899,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Hungary,90.0029085,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Hungary,67.49600955,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
2005,Hungary,68.31564377,0.41,12.81,-0.02,3.21,53.71,15.62915896,7230.56293,0,0
2006,Hungary,47.35611038,0.47,12.81,0.11,4.96,56.35,17.41146247,7433.818453,0,0
2007,Hungary,41.91592262,0.94,17.54,0.03,5.02,57.2,20.35812142,7633.01341,0,0
2008,Hungary,32.43048616,1.55,32.69,-0.21,1.93,59.25,23.05145671,7649.622632,0,0
2009,Hungary,42.30890977,0.54,31.48,-0.02,0.16,51,25.59586039,7401.237975,0,1
2010,Hungary,26.94491721,0.21,22.55,-0.12,0.18,55.88,29.09413276,7611.107336,0,1
2011,Hungary,30.36749962,0.28,24.2,NA,0.1,59.5,31.74885013,7734.902124,0,0
2012,Hungary,33.75146737,0.34,17.8,NA,0.14,59.74,35.28269858,7818.166301,0,0
2013,Hungary,65.28073098,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Hungary,76.42798347,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Hungary,69.5945655,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Hungary,43.73416941,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Hungary,69.56664121,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Hungary,58.04607871,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Iceland,NA,0.86,NA,0.44,6.81,35.67,0,5411.270272,0,0
1987,Iceland,NA,1.41,NA,0.06,6.66,36.14,0,5508.598184,0,0
1988,Iceland,NA,1.31,NA,0.06,7.57,37.06,0,5667.18882,0,0
1989,Iceland,NA,1.18,NA,-0.3,9.22,38.31,0,5782.291552,0,0
1990,Iceland,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852,5853.991405,0,0
1991,Iceland,NA,0.61,18.37,-0.25,5.69,38.46,0.331622974,5839.985559,0,0
1992,Iceland,NA,0.4,15.45,0.01,3.52,39.68,0.277904982,5861.151442,1,0
1993,Iceland,81.25720792,0.31,12.69,-0.12,3.02,38.61,0.253387458,5866.55448,0,0
1994,Iceland,95.08037482,0.5,13.93,-0.06,4.2,40.4,0.449635166,5959.448826,0,0
1995,Iceland,90.85837364,0.55,12.39,-0.01,5.84,42.76,0.782955693,6049.133469,0,0
1996,Iceland,98.45451576,0.51,16.44,0.45,5.3,43.04,1.331586128,6159.460678,0,0
1997,Iceland,100,0.68,22.36,0.2,5.46,44.8,2.036134602,6297.332539,0,0
1998,Iceland,88.78578632,0.79,25.6,-0.04,5.35,45.13,3.120735155,6369.292571,0,0
1999,Iceland,89.7397274,0.77,24.37,0.38,4.97,45.56,4.595001294,6494.784759,0,0
2000,Iceland,90.48741469,0.71,23.32,1.79,6.24,49.81,6.690907334,6682.763442,0,0
2001,Iceland,94.60230867,0.38,25.75,0.85,3.89,48.6,8.010814002,6717.797727,0,0
2002,Iceland,89.23476265,0.19,27.29,-0.58,1.67,47.95,10.45894342,6771.221639,0,0
2003,Iceland,86.83131477,0.21,21.98,-0.56,1.13,48.61,12.13996835,6871.235949,0,0
2004,Iceland,85.7253786,0.25,15.48,0.02,1.35,51.59,14.03273183,7067.254282,0,0
