Year,Country,Div,TED,VIX,SENT,FEDFUNDS,GLOBAL SUPPLY CHAIN,INTERNET,GDP PER CAPITA,1992 - ERM,2009-10 - EUROZONE
2009,Lithuania,64.65826299732163,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Lithuania,45.14573524235289,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Lithuania,51.732767993549324,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Lithuania,41.86477400109867,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Luxembourg,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Luxembourg,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Luxembourg,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Luxembourg,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Luxembourg,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Luxembourg,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Luxembourg,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Luxembourg,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Luxembourg,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Luxembourg,NA,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Luxembourg,NA,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Luxembourg,NA,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Luxembourg,NA,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Luxembourg,83.18457818150392,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Luxembourg,76.51688596906428,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Luxembourg,70.45297203731951,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Luxembourg,70.96125183715988,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Luxembourg,71.601798019089685,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Luxembourg,78.01097837154494,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Luxembourg,80.59327263914398,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Luxembourg,86.5187076883306,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Luxembourg,95.80678183298824,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Luxembourg,52.17318118189284,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Luxembourg,63.690548108096955,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Luxembourg,73.36952759387358,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Luxembourg,26.865683896840352,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Luxembourg,40.02245245472786,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Macedonia,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Macedonia,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Macedonia,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Macedonia,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Macedonia,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Macedonia,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Macedonia,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Macedonia,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Macedonia,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Macedonia,NA,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Macedonia,NA,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Macedonia,NA,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Macedonia,NA,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Macedonia,NA,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Macedonia,NA,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Macedonia,NA,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Macedonia,NA,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Macedonia,NA,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Macedonia,NA,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Macedonia,99.13642986994992,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Macedonia,96.04483865117051,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Macedonia,98.70552098244151,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Macedonia,81.21389741514238,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Macedonia,76.36326969989665,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Macedonia,69.84518784651218,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Macedonia,72.02987622596736,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Macedonia,90.75943549625964,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Malaysia,60.7509738033254,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Malaysia,29.95720435388016,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Malaysia,33.46540275771164,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Malaysia,34.316597217319014,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Malaysia,44.01784170982046,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Malaysia,45.52824782747755,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Malaysia,66.53667603439169,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Malaysia,85.07822454287593,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Malaysia,59.04604811263159,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Malaysia,56.264838301821904,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Malaysia,60.12609091815367,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Malaysia,76.47997179598104,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Malaysia,83.35878594591166,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Malaysia,96.93893662558744,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Malaysia,89.9843802495611,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Malaysia,82.44531088726232,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Malaysia,83.924725218389,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Malaysia,81.99411570954797,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Malaysia,75.82088194292243,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Malaysia,93.4162078107881,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Malaysia,69.10574890856583,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Malaysia,34.4578865465742,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Malaysia,55.46148769514585,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Malaysia,41.68484904676576,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Malaysia,43.33611498488719,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Malaysia,40.70560059792703,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Malaysia,51.25365800631988,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Malta,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Malta,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Malta,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Malta,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Malta,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Malta,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Malta,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Malta,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Malta,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Malta,NA,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Malta,69.21370977489444,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Malta,71.74372499702231,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Malta,100,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Malta,96.13928079740013,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Malta,78.45851301216051,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Malta,80.51171499750919,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Malta,83.70549991049647,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Malta,71.04831042447123,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Malta,69.49964823793748,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Malta,85.44123205723231,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Malta,93.66055887751607,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Malta,83.55234698444985,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Malta,66.77953397221846,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Malta,65.36064584760972,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Malta,69.37332945297865,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Malta,63.76570106131045,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Malta,71.83212556766223,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Mauritius,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Mauritius,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Mauritius,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Mauritius,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Mauritius,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Mauritius,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Mauritius,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Mauritius,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Mauritius,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Mauritius,NA,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Mauritius,84.41120740478857,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Mauritius,98.12101863924507,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Mauritius,80.84331892479491,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Mauritius,67.84541303514013,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Mauritius,79.08474157817224,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Mauritius,100,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Mauritius,97.0322276636885,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Mauritius,97.21516516000702,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Mauritius,89.83435945923321,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Mauritius,100,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Mauritius,NA,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Mauritius,91.97004450857575,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Mauritius,73.6676354571212,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Mauritius,96.86847847556018,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Mauritius,91.38690122084562,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Mauritius,85.49904742520252,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Mauritius,97.45871435697421,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Mexico,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Mexico,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Mexico,100,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Mexico,87.82432035299523,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Mexico,74.39959511720453,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Mexico,68.88490753207293,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Mexico,86.23722772783454,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Mexico,82.92820045571365,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Mexico,91.70317662458136,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Mexico,77.27091981303698,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Mexico,86.74917606851356,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Mexico,39.64062184665487,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Mexico,36.17913080613814,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Mexico,51.70041994997317,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Mexico,50.14023998186787,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Mexico,63.601415289200716,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Mexico,52.88845369681686,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Mexico,64.17494336596316,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Mexico,52.77829636431349,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Mexico,60.41058928426693,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Mexico,36.29006343997846,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Mexico,28.54684100903071,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Mexico,20.943099850154546,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Mexico,26.600046639160336,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Mexico,19.416048739314164,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Mexico,21.370202583028796,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Mexico,39.029007596716326,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Montenegro,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Montenegro,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Montenegro,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Montenegro,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Montenegro,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Montenegro,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Montenegro,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Montenegro,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Montenegro,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Montenegro,NA,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Montenegro,NA,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Montenegro,NA,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Montenegro,NA,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Montenegro,NA,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Montenegro,NA,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Montenegro,NA,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Montenegro,NA,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Montenegro,100,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Montenegro,100,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Montenegro,100,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Montenegro,100,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Montenegro,99.14828622081411,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Montenegro,92.50571135515423,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Montenegro,100,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Montenegro,100,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Montenegro,100,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Montenegro,100,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Morocco,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Morocco,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Morocco,65.38407308109784,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Morocco,67.3395383075179,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Morocco,91.03218383897502,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Morocco,96.29752297013093,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Morocco,94.12428805311171,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Morocco,90.88235804759579,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Morocco,98.35733891029585,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Morocco,78.2483556998337,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Morocco,87.97815920246845,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Morocco,89.13533781509435,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Morocco,94.89161235361324,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Morocco,87.05010564524169,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Morocco,85.44529672387515,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Morocco,94.41396606024493,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Morocco,90.15631010991015,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Morocco,85.68872233641895,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Morocco,77.32442947435447,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Morocco,69.61189111998685,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Morocco,89.0667278236078,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Morocco,98.86630871832064,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Morocco,56.89434449489151,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Morocco,78.4648528950203,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Morocco,66.68811517125354,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Morocco,74.01336390325898,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Morocco,82.88889404675572,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Namibia,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Namibia,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Namibia,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Namibia,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Namibia,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Namibia,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Namibia,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Namibia,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Namibia,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Namibia,NA,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Namibia,NA,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Namibia,NA,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Namibia,NA,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Namibia,NA,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Namibia,NA,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Namibia,NA,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Namibia,NA,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Namibia,NA,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Namibia,NA,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Namibia,NA,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Namibia,NA,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Namibia,NA,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Namibia,24.680130554651626,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Namibia,35.14661694173697,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Namibia,27.999491771384434,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Namibia,37.71202757317171,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Namibia,35.81336001890685,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Netherlands,46.71692430488235,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Netherlands,22.81098170275222,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Netherlands,48.74050527703089,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Netherlands,33.407603510451814,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Netherlands,33.21380250336159,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Netherlands,14.049478948906568,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Netherlands,29.131397553090686,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Netherlands,27.084237471995475,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Netherlands,30.97342574420385,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Netherlands,24.530974333159694,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Netherlands,44.62525693835049,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Netherlands,32.22936118805193,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
