Year,Country,Div,TED,VIX,SENT,FEDFUNDS,GLOBAL SUPPLY CHAIN,INTERNET,GDP PER CAPITA,1992 - ERM,2009-10 - EUROZONE
2010,Ecuador,100,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Ecuador,99.44742775903651,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Ecuador,98.08486459935145,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Egypt,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Egypt,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Egypt,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Egypt,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Egypt,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Egypt,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Egypt,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Egypt,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Egypt,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Egypt,100,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Egypt,100,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Egypt,98.00466800925862,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Egypt,100,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Egypt,99.0965300533922,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Egypt,100,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Egypt,97.02878777821587,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Egypt,100,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Egypt,99.8276133728567,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Egypt,100,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Egypt,99.43306772415174,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Egypt,94.87967190313884,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Egypt,84.262291793401,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Egypt,69.66427377538308,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Egypt,72.39496019383462,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Egypt,66.44136229246081,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Egypt,97.21015032803007,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Egypt,98.22562759398771,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Estonia,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Estonia,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Estonia,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Estonia,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Estonia,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Estonia,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Estonia,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Estonia,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Estonia,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Estonia,NA,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Estonia,94.72207591167773,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Estonia,91.31666745256763,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Estonia,98.83602026794439,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Estonia,87.51739352115689,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Estonia,83.53509466216072,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Estonia,60.96559088589828,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Estonia,85.21336386689701,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Estonia,84.1837942090222,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Estonia,64.67731526336988,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Estonia,79.88664682245738,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Estonia,76.25737521124219,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Estonia,74.83285856730856,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Estonia,46.276710230712666,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Estonia,59.537317002283494,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Estonia,61.4495817756718,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Estonia,39.250663293334775,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Estonia,52.31007592296052,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Finland,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Finland,50.20547972306883,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Finland,69.85312824867964,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Finland,61.03343840765682,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Finland,86.70279377800743,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Finland,54.476221379399604,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Finland,78.70905958212828,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Finland,70.25456494161517,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Finland,56.05944402914752,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Finland,63.32871316611758,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Finland,60.61009835527934,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Finland,30.855511289985138,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Finland,30.11787490172313,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Finland,61.83778993470176,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Finland,49.91999949985279,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Finland,50.731618883732665,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Finland,34.259033050239026,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Finland,52.424730698869645,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Finland,54.69582467275082,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Finland,41.06895441157232,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Finland,21.189105045856294,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Finland,21.21234655805765,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Finland,13.631034467078361,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Finland,18.837494253686614,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Finland,11.00813723890315,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Finland,8.84323167352341,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Finland,11.42591426311964,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,France,74.33663383509203,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,France,41.99036415746077,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,France,74.11035808290896,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,France,35.00880653874434,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,France,31.068900501430807,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,France,16.13010638965483,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,France,39.24360540498865,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,France,48.91364136102343,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,France,43.528991495747114,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,France,54.164570998639526,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,France,50.46261992197996,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,France,41.2858473553011,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,France,21.128900619458022,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,France,27.637832867961,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,France,19.778747910168825,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,France,12.19555357773432,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,France,6.738022369732288,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,France,10.6955076740199,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,France,5.696088350696716,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,France,8.31321022443171,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,France,4.791068874797421,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,France,5.322529445500679,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,France,3.407489305907463,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,France,3.985211264054589,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,France,2.3179975650065243,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,France,2.4116420461644417,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,France,4.4628772387874776,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Germany,78.83948644499749,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Germany,39.110099188705426,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Germany,58.78943723164443,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Germany,33.92125017562515,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Germany,36.16028746051988,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Germany,16.709512530000346,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Germany,32.23392924771971,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Germany,40.1762772646785,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Germany,53.45072334821936,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Germany,38.06281629455588,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Germany,43.650311699957655,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Germany,37.16861888121619,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Germany,27.25232282845309,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Germany,39.82488786431135,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Germany,25.09006230234494,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Germany,20.433800110128676,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Germany,23.049264901397525,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Germany,27.76738121402873,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Germany,9.744781885059838,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Germany,17.305447278382857,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Germany,8.61767824164782,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Germany,14.7613127905461,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Germany,13.699325121082584,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Germany,6.315738142159821,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Germany,6.674957714097429,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Germany,6.201511165929219,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Germany,6.70703017150962,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Ghana,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Ghana,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Ghana,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Ghana,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Ghana,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Ghana,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Ghana,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Ghana,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Ghana,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Ghana,NA,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Ghana,98.44271485609966,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Ghana,81.92759491183027,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Ghana,91.92199721461382,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Ghana,100,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Ghana,99.49697102124043,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Ghana,93.7837554064578,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Ghana,100,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Ghana,99.92394419747183,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Ghana,100,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Ghana,100,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Ghana,100,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Ghana,95.70016348257549,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Ghana,100,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Ghana,100,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Ghana,100,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Ghana,100,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Ghana,100,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Greece,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Greece,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Greece,89.73535899525419,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Greece,80.10027277041986,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Greece,89.72270330031661,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Greece,59.5431557102831,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Greece,77.13828853632477,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Greece,95.1118464854407,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Greece,86.83847117937604,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Greece,74.7612182068718,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Greece,92.89905630194497,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Greece,94.57227214858385,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Greece,70.40989257702525,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Greece,88.05242942836324,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Greece,84.32791092178265,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Greece,72.57354101191503,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Greece,62.89067041938434,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Greece,73.49573708578895,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Greece,55.34240710286822,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Greece,66.08255664200794,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Greece,40.206204116966894,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Greece,33.85697003030332,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Greece,26.41162942960966,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Greece,44.57761339425055,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Greece,48.11942538255198,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Greece,57.710148786924684,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Greece,76.928672420288,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Hong Kong,91.91385075547353,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Hong Kong,63.01978611556582,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Hong Kong,56.2901521965928,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Hong Kong,78.63613502592672,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Hong Kong,50.12860861286425,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Hong Kong,58.03252726656923,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Hong Kong,79.30701094996746,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Hong Kong,81.56266675094808,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Hong Kong,50.01314986454495,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Hong Kong,63.20533385281794,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Hong Kong,63.50725596973517,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Hong Kong,47.61200275761046,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Hong Kong,47.29810246463407,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Hong Kong,65.81930300341085,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Hong Kong,48.9717727384197,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Hong Kong,53.537641164880036,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Hong Kong,56.78944741756404,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Hong Kong,51.57933474927343,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Hong Kong,52.61808058282188,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Hong Kong,66.74575904830348,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Hong Kong,43.20403556386807,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Hong Kong,32.9169161499312,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Hong Kong,35.207974933575706,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Hong Kong,33.7558237907932,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Hong Kong,38.54615425834833,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Hong Kong,29.21968248564637,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Hong Kong,44.95522562356379,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Hungary,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Hungary,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Hungary,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Hungary,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Hungary,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Hungary,81.65717873022132,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Hungary,83.98926229409925,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Hungary,86.65765644480885,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Hungary,85.58134292505711,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Hungary,88.50286697584563,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Hungary,91.03360784664055,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Hungary,61.65384205033977,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Hungary,56.803982462598576,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Hungary,75.02415154710737,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Hungary,59.037358423930584,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Hungary,60.95761667112575,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Hungary,72.76488566559706,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Hungary,92.30160797561582,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Hungary,68.09898535251622,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Hungary,69.14160787522368,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Hungary,47.18433208376873,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Hungary,42.24892079505285,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Hungary,30.960535144637745,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Hungary,42.75833546431957,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Hungary,26.544662467578473,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Hungary,30.890897361055536,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Hungary,33.98470996781793,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Iceland,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Iceland,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Iceland,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Iceland,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Iceland,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Iceland,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Iceland,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Iceland,86.88402277102549,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Iceland,92.90282820119185,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Iceland,93.02061870050963,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Iceland,98.4753395096677,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Iceland,100,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Iceland,92.02285501184065,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
