Date,Australia,Belgium,Bulgaria,Canada,France,Germany,Greece,Hong Kong,Ireland,Italy,Japan,Malaysia,Mexico,Netherlands,New Zealand,Portugal,Singapore,South Africa,Spain,Turkey,UK,US
05/10/2012,969.45,171.7,87.23,375.56,1523.6,779.89,49.48,34.42,NA,162.74,1.42,52.43,11.45,180.54,83.05,NA,101.28,47.03,NA,74,4948.02,1609.05
08/10/2012,955.58,171.16,87.37,375.37,1512.59,776.42,49.53,34.27,NA,159.25,1.43,52.76,11.43,179.36,82.74,NA,100.95,45.25,NA,73.98,4872.55,1605.08
09/10/2012,968.32,169.76,86.77,372.65,1502.81,765.04,49.15,34.1,NA,160.35,1.42,53.21,11.58,178.47,82.96,NA,101.3,45.55,NA,73.95,4839.07,1597.27
10/10/2012,970.62,169.85,86.6,370.66,1504.56,762.06,49.47,34.25,NA,160.66,1.43,53.29,11.77,178.8,82.89,NA,101.02,46.05,NA,74.04,4851.31,1601.21
11/10/2012,972.42,170.12,87.95,371.34,1523.08,764.64,50.52,34.06,NA,161.52,1.43,53.29,11.96,180.95,82.65,NA,100.94,45.84,NA,75.45,4915.34,1598.75
12/10/2012,968.27,170.41,88.08,371.67,1526.47,764.16,52.6,33.94,NA,164.88,1.43,53.85,12.03,181.17,82.89,NA,102.22,46.88,NA,74.39,4923.75,1592.92
15/10/2012,973.82,170.38,87.9,372.39,1537.37,764.38,51.49,33.88,NA,166.63,1.43,53.53,12.19,182.59,82.71,NA,102.84,46.38,NA,73.96,4971.47,1605.81
16/10/2012,976.87,172.64,88.39,373.63,1570.62,778.47,50.34,34.31,NA,172.8,1.43,53.54,12.44,185.31,82.66,NA,104.05,47.23,NA,74.69,5028.26,1613.85
17/10/2012,986.7,174.44,89.67,373,1593.25,792.5,51.22,34.38,NA,179.73,1.45,54.09,12.52,188.11,84.44,NA,104.39,48.7,NA,75.28,5056.77,1613.62
18/10/2012,985.78,173.69,89.75,371.66,1593.7,786.21,48.7,34.11,NA,177.77,1.44,53.82,12.45,187.82,84.75,NA,104.47,48.23,NA,74.55,5032.94,1630
19/10/2012,984.83,172.7,89.13,366.45,1595.35,787.08,49.77,34.22,NA,170.34,1.43,53.35,12.67,186.59,84.16,NA,103.85,48.87,NA,74.93,5025.67,1616.53
22/10/2012,982.82,172.88,89.49,363.82,1590.93,790.12,49.82,34.35,NA,175.85,1.43,53.09,12.5,185.51,84.15,NA,103.88,49.04,NA,75.53,5016.08,1608.22
23/10/2012,984.69,170.24,88.85,362.87,1551.8,771.64,49.61,34.35,NA,168.55,1.44,53.06,12.36,181.66,83.85,NA,103.15,47.57,NA,74.59,4934.17,1593.05
24/10/2012,982.5,171.63,88.59,364.93,1553.94,772.83,49.63,34.58,NA,168.68,1.44,53.92,12.68,181.94,83.94,NA,103.35,46.84,NA,74.52,4985.35,1594.28
25/10/2012,1000.17,171.54,88.12,365.75,1566.59,773.16,49.6,34.56,NA,168.87,1.44,53.87,13.28,183.45,84.76,NA,104.62,47.1,NA,74.7,5024.81,1588.33
26/10/2012,990.66,171.25,88.01,364.55,1563.82,762.42,49.49,35.06,NA,168.12,1.46,53.87,13.22,183.01,85.17,NA,104.56,46.92,NA,74.66,5019.99,1577.92
29/10/2012,995.56,171.18,87.25,363.17,1566.35,759.77,48.7,35.57,NA,163.38,1.46,52.92,13.02,181.64,85.05,NA,104.63,46.21,NA,74.57,5034.5,1577.92
30/10/2012,997.69,172.55,88.24,364.09,1583.18,763.6,48.57,35.49,NA,167.11,1.45,53.42,13.01,183.58,85.09,NA,102.71,46.55,NA,75.73,5053.99,1577.92
31/10/2012,998.04,171.91,88.92,366.18,1585.88,763.89,47.71,35.55,NA,164.98,1.45,53.08,13.12,183.33,85.05,NA,102.52,45.26,NA,77.26,5031.17,1597.95
01/11/2012,994.92,171.54,88.63,368.46,1580.97,759.95,46.74,35.92,NA,164.08,1.45,53.42,13.58,183.41,85.81,NA,102.23,45.37,NA,77.49,5088.33,1599.5
02/11/2012,988.61,171.59,89.12,367.27,1579.57,754.16,48.86,35.92,NA,163.02,1.46,53.32,13.63,181.7,85.65,NA,102.1,44.69,NA,77.43,5071.88,1606.9
05/11/2012,993.57,169.58,90.27,364.82,1556.51,741.62,45.98,35.86,NA,156.01,1.45,52.64,13.63,179.51,85.79,NA,101.39,44.86,NA,82.25,5031.55,1596.17
06/11/2012,1002.18,169.57,90.19,364.31,1562.2,748.07,46.64,35.83,NA,154.5,1.44,52.47,13.57,180.25,86,NA,101.5,45.23,NA,81.01,5067.91,1597.59
07/11/2012,1002.43,169,89.2,362.93,1541.97,747.84,45.59,36.5,NA,157.84,1.45,53,13.23,178.19,85.92,NA,102.58,45.14,NA,81.18,4999.32,1590.07
08/11/2012,994.29,168.56,89.74,359.74,1538.92,737.23,44.32,36.42,NA,154.77,1.44,52.87,13.05,173.4,84.91,NA,101.59,44.25,NA,82.92,4946.5,1572.93
09/11/2012,984.97,166.98,88.39,358.26,1527.6,737.96,42.8,36.38,NA,156.8,1.44,52.85,12.85,169.43,84.54,NA,100.57,44.31,NA,80.63,4890.67,1569.32
12/11/2012,987.47,167.74,88.38,359.03,1528.92,742.14,42.12,37.26,NA,157.96,1.42,52.65,13.03,170.76,85.14,NA,100.94,44.1,NA,79.34,4897.4,1566.33
13/11/2012,974.27,167.38,88.82,356.73,1537.07,736.69,40.47,36.81,NA,154.91,1.42,52.65,12.86,173.06,84.94,NA,101.01,44.26,NA,80.73,4910.86,1560.36
14/11/2012,980.57,167.65,88.53,353.14,1534.36,741.95,43.16,37.06,NA,156.31,1.43,53.4,12.68,171.27,82.68,NA,101,44.68,NA,80.49,4862.75,1527.18
15/11/2012,969.1,167.53,88.98,351.29,1527.02,742.04,44.75,37.35,NA,153.06,1.43,53.4,12.24,171.18,82.09,NA,100.18,44.96,NA,79.96,4818.22,1522.87
16/11/2012,966.89,166.64,87.77,352.18,1496.93,727.29,43.28,37.05,NA,150.32,1.43,52.73,12.05,166.71,82.26,NA,100.41,46.08,NA,79.5,4758.96,1539.29
19/11/2012,981.98,168.41,88.52,359.57,1526.58,741.12,43.45,38.06,NA,154.49,1.43,53.03,12.21,169.44,83.68,NA,101.15,46.54,NA,79.05,4844.56,1555.48
20/11/2012,978.62,168.26,88.27,357.6,1524.6,738.27,45.07,36.93,NA,153.06,1.43,52.73,12.55,169.85,83.62,NA,101.76,46.93,NA,80.03,4841.89,1561.88
21/11/2012,972.39,169.18,88.86,357.3,1531.93,735.99,45.13,37.32,NA,155.93,1.42,52.32,12.62,171.36,83.14,NA,102.16,46.08,NA,80.32,4884.41,1560.38
22/11/2012,986.97,170.4,91.33,357.94,1547,743.46,45.36,38.12,NA,154.1,1.42,52.14,12.71,172.93,83.45,NA,101.72,46.77,NA,80.61,4931.6,1560.38
23/11/2012,994.34,172.67,91.56,362.23,1560.43,744.79,45.92,39.17,NA,154.34,1.43,51.94,12.87,175.18,84.28,NA,102.26,47.09,NA,81.3,4968.94,1574.78
26/11/2012,993.46,172.15,92.01,360.02,1554.55,738.93,46.34,38.83,NA,153.49,1.43,51.91,12.84,174.46,84.25,NA,102.87,47.06,NA,82.26,4972.54,1575.37
27/11/2012,993.62,171.43,91.1,359.96,1564.4,744.46,48,38.72,NA,154.2,1.42,52.25,12.72,176.05,83.22,NA,102.1,47.27,NA,80.26,5000.48,1566.65
28/11/2012,990.82,169.46,91.01,357.69,1568.12,742.51,47.92,38.68,NA,153.31,1.42,52.45,12.68,175.38,83.73,NA,102.17,47.22,NA,80.29,4957.29,1564.29
29/11/2012,992.02,171.91,91.18,358.52,1609.59,752.46,48.97,38.77,NA,160.78,1.41,52.48,12.87,180.68,83.85,NA,102.82,49.01,NA,79.88,5030.95,1571.73
30/11/2012,990.9,173.98,90.8,361.23,1613.13,781.4,49.77,38.64,NA,165.07,1.42,52.35,13.08,183.11,84,NA,103.21,48.77,NA,81.41,5062.64,1578.37
03/12/2012,997.02,174.03,91.44,360.75,1613.5,787.81,49.93,38.94,NA,162.69,1.43,51.88,13.04,184.08,84.18,NA,103.04,48.57,NA,82.6,5119.16,1583.13
04/12/2012,996.37,173.76,92.25,358.8,1614.36,793.33,50.08,38.96,NA,161.64,1.43,51.75,13.11,183.41,84.71,NA,102.75,48.91,NA,86.35,5127.61,1583.42
05/12/2012,996.62,173.56,91.72,367.81,1598.84,788.8,49.91,38.53,NA,161.46,1.42,51.78,13.06,183.05,84.58,NA,102.51,49.02,NA,87.38,5116.7,1577.17
06/12/2012,993.29,172.63,91.88,370.2,1589.08,781.8,49.7,37.99,NA,161.92,1.42,51.39,13.09,181.5,85.49,NA,101.93,49.57,NA,85.56,5112.92,1591.77
07/12/2012,1009.97,172.07,91.01,370.78,1602.48,777.65,49.08,38.1,NA,164.69,1.42,51.47,13.08,182.43,85.57,NA,103.19,49.04,NA,86.17,5127.18,1598.37
10/12/2012,1021.72,172.57,91.47,371.79,1603.81,773.61,49.67,37.97,NA,157.74,1.41,51.39,13,182.45,85.6,NA,103.06,48.62,NA,85.89,5151.87,1599.04
11/12/2012,1020.39,174.28,91.7,371.46,1613.49,777.37,50.74,38.1,NA,159.63,1.4,51.81,13.04,184,85.96,NA,103.32,49.16,NA,86.81,5167.42,1600.15
12/12/2012,1012.82,174.7,92.61,377.07,1617.87,776.04,50.3,37.34,NA,161.75,1.39,51.56,13.04,184.21,86.22,NA,103.47,50.11,NA,86.06,5153.88,1597.47
13/12/2012,1012.98,175.78,92.89,377.08,1621.74,779.22,49.88,36.76,NA,163.93,1.38,51.79,13.35,185.09,85.62,NA,103.74,49.6,NA,84.26,5179.4,1583.39
14/12/2012,1016.78,177.76,92.91,374.16,1626.23,781.31,49.06,37.13,NA,164.25,1.4,51.87,13.44,185.27,85.03,NA,103.85,49.32,NA,84.56,5188.12,1582.3
17/12/2012,1022.3,178.56,92.96,374.98,1632.48,787.45,49.26,36.76,NA,165.4,1.41,51.51,13.71,185.75,85.21,NA,103.47,49.74,NA,86.16,5201.54,1591.55
18/12/2012,1015.4,180.14,93.09,377.8,1640.84,791.89,47.93,36.29,NA,166.48,1.41,51.69,14.1,187.03,84.38,NA,103.41,50.53,NA,86.62,5247.17,1605.19
19/12/2012,1009.22,181.39,93.78,374.13,1658.04,797.75,49.73,35.66,NA,172.05,1.42,51.35,14.14,187.95,84,NA,103.78,50.76,NA,88.05,5290.94,1601.83
20/12/2012,1023.73,181.73,93.08,374.06,1657.44,799.16,50.05,36.4,NA,174.72,1.42,52.71,14.27,188.58,83.47,NA,104.06,50.66,NA,86.93,5311.34,1623.17
21/12/2012,1002.49,181.48,91.96,368.04,1643.66,792.61,49.61,35.98,NA,169.85,1.45,52.32,14.28,186.37,82.56,NA,104.2,47.8,NA,87.9,5255.42,1616.09
24/12/2012,1002.49,181.19,92.1,371.1,1641.61,793.81,49.69,36.36,NA,170.11,1.44,52.1,14.13,186.99,82.76,NA,104.41,48.1,NA,90.4,5245.29,1618.1
25/12/2012,1002.49,181.19,92.1,371.1,1641.61,793.81,49.69,36.36,NA,170.11,1.45,52.1,14.13,186.99,82.76,NA,104.41,48.1,NA,90.11,5245.29,1618.1
26/12/2012,1000.75,181.55,92.3,370.33,1644.92,795.41,49.79,36.37,NA,170.45,1.43,52.26,14.11,187.37,82.19,NA,104.83,48.25,NA,91.73,5245.94,1606.54
27/12/2012,998.85,183.02,93.06,371.67,1666.7,795.7,49.49,36.04,NA,174.82,1.42,52.9,14.32,188.42,82.72,NA,104.74,49.04,NA,90.46,5286.71,1609.11
28/12/2012,1002.5,182.61,93.57,371.5,1651.97,793.3,50.09,35.78,NA,173.15,1.43,53.67,14.61,187.45,83.11,NA,105.32,49.87,NA,91.22,5266.65,1596.44
31/12/2012,1000.11,181.48,93.31,373.34,1635.22,791.07,49.45,35.78,NA,172.66,1.42,53.26,14.95,185.43,83.33,NA,105.17,49.75,NA,90.78,5238.07,1613.27
01/01/2013,1000.11,181.48,93.31,373.34,1635.22,791.07,49.45,35.78,NA,172.66,1.42,53.26,14.95,185.43,83.33,NA,105.17,49.75,NA,90.78,5238.07,1613.27
02/01/2013,1024.36,183.88,93.14,378.54,1671.3,802.75,50.06,35.91,NA,179.76,1.41,54.04,14.93,190.84,84.19,NA,105.97,48.81,NA,87.95,5355.37,1637.47
03/01/2013,1016.9,182.11,92.34,370.68,1640.06,788.28,50.12,35.69,NA,178,1.41,54.71,14.37,188.09,84.08,NA,105.53,49.05,NA,85.71,5299.09,1635.49
04/01/2013,1004.53,181.97,92.88,374.15,1646.89,797.04,49.92,36.27,NA,181.8,1.43,54.37,14.74,190.85,83.77,NA,105.13,49.51,NA,85.83,5273.29,1643.88
07/01/2013,1003.49,181.68,94.16,374.16,1636.07,803.27,49.83,36.08,NA,178.68,1.44,54.79,14.62,193.22,84.5,NA,105.49,50.43,NA,87.21,5301.63,1646.29
08/01/2013,996.91,180.29,93.4,373.38,1627.33,807.3,50.8,35.87,NA,182.1,1.42,55,14.45,192.96,84.04,NA,105.15,50.46,NA,87.85,5279.83,1644.31
09/01/2013,1013.54,179.89,93.79,374.35,1612.74,807.5,49.41,36.36,NA,186.18,1.41,55.42,14.61,193.47,84.32,NA,105.61,50.44,NA,88.56,5259.79,1651.18
10/01/2013,1028.05,180.95,94.91,375.11,1617.93,814.75,52.59,36.43,NA,190.36,1.42,55.73,14.74,196.68,84.27,NA,106.8,49.07,NA,88.49,5279.85,1654.87
11/01/2013,1029.43,181.98,95.4,376.14,1630.51,825.56,53.73,36.49,NA,192.09,1.41,55.79,14.71,198.64,84.65,NA,106.59,48.43,NA,87.84,5280.92,1655.36
14/01/2013,1038.2,182.55,96.32,376.15,1646.81,825.96,53.71,36.67,NA,192.83,1.41,55.94,14.37,199,84.5,NA,106.31,49.81,NA,88.26,5254.81,1657.2
15/01/2013,1038.89,183.13,95.87,378.28,1649.64,821.13,53.12,37.79,NA,193.55,1.42,56.21,14.36,198.52,85.42,NA,106.6,49.48,NA,88.99,5266.05,1665.8
16/01/2013,1046.78,182.24,95.69,379.13,1644.72,817.92,53.02,37.47,NA,194.04,1.41,56.76,14.49,196.67,85.44,NA,106.76,49.42,NA,91.1,5207.85,1662.78
17/01/2013,1038.58,183.7,96.82,378.47,1648.11,822.91,53.17,37.39,NA,200.46,1.39,56.36,15.12,198.1,85.24,NA,107.49,49.65,NA,92.35,5209.91,1667.31
18/01/2013,1036.48,183.62,95.78,374.76,1644.26,823.73,52.8,37.47,NA,196.75,1.4,56.26,15.06,197.36,83.47,NA,107.62,50.54,NA,91.35,5188.49,1674.74
21/01/2013,1033.59,183.8,95.97,376.05,1648.92,832.51,52.99,37.36,NA,197.54,1.4,54.77,15.07,197.72,83.96,NA,107.94,50.11,NA,92.71,5167.61,1674.74
22/01/2013,1037.7,183.89,95.85,376.13,1635.7,824.39,54.4,37.45,NA,195.45,1.42,54.44,15.31,196.7,84.63,NA,107.66,50.03,NA,91.51,5150.15,1683.85
23/01/2013,1033.45,183.98,97,374.63,1634.87,817.36,53.97,37.3,NA,194.09,1.42,55.09,15.32,196.02,84.83,NA,108.11,49.36,NA,94.95,5144.94,1683.41
24/01/2013,1030.18,185.57,97.5,374.7,1643.06,820.08,53.13,37.09,NA,197.24,1.41,55.09,15.12,197.74,84.53,NA,107.51,48.85,NA,100.28,5157.22,1686.52
25/01/2013,1039.83,186.19,98.76,372.09,1651.04,822.48,54.76,37.11,NA,195.25,1.41,54.81,15.13,198.36,84.68,NA,107.02,49.67,NA,99.13,5157.45,1693.71
28/01/2013,1036.74,186.74,99.05,370.7,1638.43,821.55,55.22,36.92,NA,202.45,1.43,54.81,14.89,196.95,84.28,NA,106.64,49.15,NA,94.2,5096.09,1692.39
29/01/2013,1042.93,187.03,98.94,370.92,1640.56,809.18,55.19,36.94,NA,201.12,1.46,54.36,15.01,197.11,84.35,NA,106.41,48.3,NA,96.04,5092.01,1697.03
30/01/2013,1042.57,188.36,100.05,372.05,1659.01,813.01,56.19,37.36,NA,200.5,1.47,54.13,15.58,198.94,84.45,NA,107.14,47.53,NA,92.77,5101.29,1682.67
31/01/2013,1047.51,188.24,100.61,374.1,1642.48,799.43,56.2,37.49,NA,197.87,1.5,53.92,15.6,196.64,85.46,NA,107.25,46.45,NA,91.8,5122.03,1670.66
01/02/2013,1054.12,190.55,101.31,375.25,1655.68,813.13,61.64,37.76,NA,201,1.48,53.92,15.76,198.51,85.67,NA,107.25,46.96,NA,94.98,5106.98,1678.92
04/02/2013,1053.7,187.69,100.14,373.58,1623.04,798.41,62.27,37.67,NA,195.95,1.47,54.18,15.68,193.2,85.83,NA,107.4,47.36,NA,94.57,5072.03,1676.56
05/02/2013,1046.7,187.68,100.28,375.5,1638.48,800.65,63.37,37.72,NA,192.74,1.44,53.93,15.66,193.8,85.62,NA,106.94,47.66,NA,94.92,5082.19,1674.99
06/02/2013,1046.73,189.1,100.38,375.4,1623.28,800.56,63.2,38.6,NA,187.52,1.47,53.21,15.77,195.27,85.57,NA,107.97,47.19,NA,94.39,5066.19,1678.84
07/02/2013,1045.6,185.08,100.43,375.75,1599.75,789.38,62.41,38.63,NA,184.09,1.47,53.54,15.41,192.26,84.59,NA,107.72,47.18,NA,88.8,5037.5,1669.8
08/02/2013,1044.09,185.29,100.93,372.84,1611.9,792.03,63.18,38.52,NA,187.82,1.48,53.22,15.54,192.74,85.55,NA,107.83,47.29,NA,81.61,5123.31,1684.97
11/02/2013,1034.53,185.62,101.54,371,1607.28,791.63,63.79,38.52,NA,183.58,1.47,53.22,15.3,192.98,85.76,NA,107.53,47.11,NA,79.26,5071.59,1687.41
12/02/2013,1038.06,187.79,102.32,374.49,1638.68,805.14,65.23,38.52,NA,192.77,1.48,53.22,15.25,196.38,86.57,NA,107.61,47.5,NA,81.15,5149.98,1696.76
13/02/2013,1042.62,188.01,101.1,374.42,1649.05,822.9,63.55,38.52,NA,194.32,1.46,53.91,15.5,197.45,86.61,NA,108.43,48.46,NA,82.31,5133.22,1693.28
14/02/2013,1038.79,186.75,100.93,374.22,1631.75,809.91,62.18,38.99,NA,190.59,1.46,54.01,15.68,193.34,87.74,NA,109.08,49,NA,82.53,5111.42,1686.63
15/02/2013,1028.63,187.54,100,372.31,1632.6,810.49,59.88,39.62,NA,194.25,1.45,53.38,16.05,193.49,87.1,NA,110.2,49.48,NA,81.36,5135.23,1689.71
18/02/2013,1024.05,187.19,99.77,370.84,1647.78,815.07,58.55,39.72,NA,192.33,1.46,53.81,16.29,193.33,87,NA,109.69,47.52,NA,83.47,5156.02,1689.71
19/02/2013,1040.46,188.51,98.7,371.24,1660.6,815.75,59.8,39.47,NA,195.36,1.48,53.56,16.61,194.55,87.26,NA,110.28,47.76,NA,83.69,5160.24,1699.78
20/02/2013,1048.15,188.7,98.46,369.62,1654.73,806.77,60.37,39.75,NA,196.46,1.49,53.51,16.28,192.97,85.93,NA,110.6,47.5,NA,85.47,5115.12,1688.25
21/02/2013,1036.91,186.71,97.83,368.16,1613.94,793.68,58.19,39.04,NA,186.73,1.51,53.4,15.7,188.25,85.48,NA,109.11,47.29,NA,82.19,5049.44,1673.32
22/02/2013,1042.77,185.4,97.38,367,1616.09,787.23,59.03,39.19,NA,184.28,1.51,54.04,15.98,187.45,86.15,NA,108.4,47.12,NA,81.08,5069.76,1689.46
25/02/2013,1048.17,187.27,97.65,364.47,1629.72,787.77,59.16,38.37,NA,186.71,1.51,53.81,15.81,189.86,86.08,NA,108.41,47.55,NA,81.22,4958.62,1660.69
26/02/2013,1034.39,184.26,95.78,362.17,1599.74,776.03,58.23,37.63,NA,180.08,1.55,54.24,15.27,185.66,85.39,NA,108.2,47.5,NA,81.97,4917.67,1673.08
27/02/2013,1043.85,185.12,96.45,362.14,1616.2,783.57,58.29,38.12,NA,181.55,1.58,54.73,15.4,186.52,85.69,NA,108.58,47.01,NA,82.78,4887.43,1686.66
28/02/2013,1054.59,185.87,97.73,365.48,1631.56,786.3,58.03,38.28,NA,183.19,1.58,54.89,15.43,187.86,86.35,NA,109.02,47.3,NA,84.3,4966.53,1682.92
01/03/2013,1034.83,183.8,97.59,363.75,1619,775.41,57.84,38.48,NA,177.16,1.61,55.2,15.24,186.8,86.38,NA,108.67,47.4,NA,83.93,4956.49,1689.75
04/03/2013,1033.33,184.03,97.85,362.69,1622.98,780.12,58.94,38.16,NA,178.4,1.64,55.27,15.5,188.04,84.58,NA,106.98,47.48,NA,83.66,4991.12,1702.68
05/03/2013,1051.4,185.11,98.2,363.19,1644.47,795.45,58.82,38.31,NA,178.74,1.61,55.34,15.63,191.43,85.42,NA,107.44,48.35,NA,85.12,5065.06,1716.05
06/03/2013,1059.45,183.77,97.9,361.27,1640.28,793.99,58.21,38.57,NA,178.86,1.64,55.49,15.63,189.71,85.9,NA,108.06,47.72,NA,85.91,4997.49,1709.31
07/03/2013,1059.2,185.22,99,359.56,1659.96,787.4,59.57,38.63,NA,182.46,1.62,55.16,15.35,191.16,85.48,NA,108.47,47.4,NA,84.06,5046.39,1700.38
08/03/2013,1047.96,184.86,98.17,361.1,1654.9,776.14,59.41,38.75,NA,181.61,1.57,54.92,15.34,190.25,85.24,NA,107.89,47.85,NA,84.62,4995.01,1700.97
11/03/2013,1057.54,185.21,99.92,362.62,1643.84,774.67,58.27,38.92,NA,180.38,1.62,55.02,15.34,189.15,85.53,NA,107.71,47.58,NA,83.92,4950.42,1704.51
12/03/2013,1063.29,184.24,99.7,363.32,1631.06,776.99,57.2,39.24,NA,178.66,1.63,55.11,15.84,188.75,85.98,NA,108.16,47.14,NA,83.8,4859.99,1698.53
13/03/2013,1057.56,183.19,99.24,361.46,1625.66,770.15,58.18,38.92,NA,179.22,1.65,54.89,15.98,189.31,85.57,NA,107.76,46.74,NA,82.54,4884.27,1699.21
14/03/2013,1057.65,183.6,99.19,362.5,1648.37,777.2,59.51,39.32,NA,181.74,1.71,54.79,16.13,190.37,85.96,NA,107.35,46.51,NA,82.74,4945.26,1709.31
15/03/2013,1070.76,185.77,99.71,364.59,1656.82,774.2,58.7,39.35,NA,179.13,1.79,55.76,16.34,191.03,88.24,NA,106.96,45.68,NA,84.2,4958.87,1709.86
18/03/2013,1054.2,184.98,99.34,362.96,1650.46,767.38,58.21,38.95,NA,181.22,1.77,54.5,16.35,190.29,86.74,NA,106.67,45.46,NA,81.43,4913.23,1699.8
19/03/2013,1048.12,183.31,98.96,359.53,1625.27,760.12,55.92,39.07,NA,177.1,1.76,54.38,16.31,186.33,87.46,NA,106.32,44.96,NA,80.91,4888.97,1690.76
20/03/2013,1049.67,185.83,100.24,360.83,1645.59,761.29,58.28,38.62,NA,180.21,1.75,54.7,15.82,189.85,87.51,NA,106.47,45.61,NA,81.12,4910.75,1699.22
21/03/2013,1051.86,185.49,101.89,361.25,1628.51,757.88,56.88,38.71,NA,182.59,1.78,54.72,16.09,188.99,88.89,NA,107.06,45.39,NA,81.02,4887.58,1694.98
22/03/2013,1053.78,186.6,102.48,361.59,1642.97,769.22,57.19,38.61,NA,184.71,1.84,54.79,16.32,190.94,88.63,NA,107.45,45.38,NA,80.45,4912.36,1706.27
25/03/2013,1053.19,185.14,100.86,362.21,1630.51,758.21,56.69,38.43,NA,180.25,1.92,55.11,16.44,188.44,88.35,NA,107.89,46.05,NA,80.7,4874.51,1705.13
26/03/2013,1055.14,182.37,100.35,363.26,1628.43,754.78,56.98,38.65,NA,173.23,1.93,55.19,16.47,188.27,88.78,NA,108.41,46.82,NA,82.14,4866.57,1715.72
27/03/2013,1055.3,180.21,98.59,363.64,1603.93,733.24,55.85,38.98,NA,172.85,1.99,55.02,16.38,182.71,88.6,NA,108.86,46.75,NA,81.93,4803.31,1715.44
28/03/2013,1046.61,183.52,101.58,366.76,1626.88,730.81,57.2,39,NA,174.26,1.93,55.78,16.43,185.78,88.21,NA,108.91,47.94,NA,82.93,4907.07,1722.19
29/03/2013,1046.61,183.52,101.58,366.76,1626.88,730.81,57.2,39,NA,174.26,1.93,55.66,16.43,185.78,88.21,NA,108.91,47.94,NA,83.79,4907.07,1722.19
01/04/2013,1045.54,183.61,101.64,365.49,1627.68,731.17,57.22,39,NA,174.35,1.8,55.64,16.33,185.87,88.12,NA,109.02,47.89,NA,84.16,4922.58,1727.6
02/04/2013,1070.73,183.27,102.22,366.89,1651.55,750.68,56.99,39.38,NA,178.55,1.82,56.33,16.58,187.94,88.13,NA,109.54,47.95,NA,84.14,4932.85,1735.49
03/04/2013,1076.15,184.17,102.41,365.49,1654.95,746.44,56.83,39.77,NA,180.1,1.8,55.52,16.75,187.77,88.77,NA,110.58,47.54,NA,82.84,4899.63,1727.37
04/04/2013,1066.63,183.77,102.49,366.55,1640.54,758.66,57.26,39.76,NA,178.55,1.81,55.73,17.24,185.88,88.99,NA,110.85,47.64,NA,81.93,4909.47,1753.4
05/04/2013,1061.08,185.49,103.96,365.47,1641.68,757.68,56.01,39.4,NA,178.1,1.89,56.28,17.54,183.31,90.15,NA,111.49,48.1,NA,82.4,4887.71,1758.17
08/04/2013,1064.82,186.75,103.31,369.57,1651.09,756.35,53.6,39.22,NA,179.82,1.87,56.34,17.89,183.36,90.55,NA,110.95,48.08,NA,81.93,4906.62,1775.98
09/04/2013,1075.55,187.11,102.96,371.41,1656.04,762.09,55.06,39.52,NA,180.14,1.81,56.88,18.2,185.75,91.02,NA,111.98,49.97,NA,81.26,4957.7,1774.38
10/04/2013,1083.12,189.34,103.27,370.72,1679.78,765.76,55.78,39.86,NA,182.65,1.8,57.31,18.53,189.88,92.05,NA,112.99,49.25,NA,81.39,5084.82,1783.53
11/04/2013,1091.64,190.01,103.11,371.79,1699.34,760.37,58.77,39.73,NA,184.26,1.79,57,18.27,191.37,93.37,NA,113.79,50.47,NA,82.65,5171.25,1794.95
12/04/2013,1107.8,191.66,103.02,370.38,1712.44,766.21,58.64,40.48,NA,185.47,1.82,57.02,18.08,194.27,93.26,NA,115.05,50.54,NA,83.27,5208.6,1797.95
15/04/2013,1098.23,189.95,103.16,364.63,1680.99,761.58,58.28,40.33,NA,180.66,1.81,56.34,17.57,191.03,92.38,NA,115.7,48.4,NA,83.95,5133.88,1760.82
16/04/2013,1099.3,190.43,103.2,365.74,1674.4,765.3,56.88,39.96,NA,180.46,1.76,56.33,18.27,191.57,92.87,NA,115.87,47.99,NA,84.28,5156.64,1790.26
17/04/2013,1111.6,188.3,102.36,361.56,1643.93,760.32,57.39,40.77,NA,174.86,1.77,56.99,17.92,187.45,94.28,NA,115.96,48.26,NA,84.65,5111.03,1768.28
18/04/2013,1107.19,189.35,102.37,364.38,1655.08,765.91,57.57,40.44,NA,177.38,1.77,56.95,18.33,188.66,93.09,NA,115.92,48.85,NA,84.18,5132.02,1767.25
19/04/2013,1110.33,188.56,102.73,366.11,1657.02,761.8,57.47,40.45,NA,178.66,1.81,56.92,18.38,191.94,92.85,NA,116.21,48.69,NA,83.83,5149.27,1792.21
22/04/2013,1096.21,189.48,102.61,368.07,1659.22,759.6,58.14,40.4,NA,180.84,1.8,56.88,18.42,192.57,93.06,NA,115.9,48.5,NA,84.69,5169.26,1790.56
23/04/2013,1105.46,190.48,102.67,372.21,1669.8,755.24,57.47,40.19,NA,185.08,1.8,56.57,19.21,197.3,92.47,NA,115.09,48.57,NA,84.78,5231.82,1801.13
24/04/2013,1119.7,191.39,102.63,373.04,1680.6,761.04,58.08,40.09,NA,189.01,1.8,56.69,19.38,199.46,93.27,NA,115.86,48.78,NA,86.33,5245.3,1805.9
25/04/2013,1125.65,191.36,102.25,375.6,1681.72,762.26,60.22,39.87,NA,193.94,1.79,57.27,19.53,196.48,94.08,NA,116.4,50.95,NA,87.01,5306.2,1802.7
