Date,Australia,Belgium,Bulgaria,Canada,France,Germany,Greece,Hong Kong,Ireland,Italy,Japan,Malaysia,Mexico,Netherlands,New Zealand,Portugal,Singapore,South Africa,Spain,Turkey,UK,US
01/01/1973,127.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.28,NA,NA,NA,NA,NA,NA,971.41,NA
02/01/1973,127.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.37,NA,NA,NA,NA,NA,NA,981.91,100
03/01/1973,125.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.98,NA,NA,NA,NA,NA,NA,960.47,100.3
04/01/1973,125.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.15,NA,NA,NA,NA,NA,NA,959.11,97.74
05/01/1973,125.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.05,NA,NA,NA,NA,NA,NA,967.08,98.34
08/01/1973,126.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.04,NA,NA,NA,NA,NA,NA,979.95,98.66
09/01/1973,126.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,979.77,99.3
10/01/1973,127.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.01,NA,NA,NA,NA,NA,NA,986.09,100
11/01/1973,120.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.17,NA,NA,NA,NA,NA,NA,985.82,101.8
12/01/1973,125.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.17,NA,NA,NA,NA,NA,NA,979.76,101.59
15/01/1973,126.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.86,NA,NA,NA,NA,NA,NA,982.62,103.5
16/01/1973,126.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.07,NA,NA,NA,NA,NA,NA,980.02,104.06
17/01/1973,125.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.87,NA,NA,NA,NA,NA,NA,965.38,104.77
18/01/1973,125.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.23,NA,NA,NA,NA,NA,NA,916.64,105.97
19/01/1973,125.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,NA,NA,NA,896.26,106.61
22/01/1973,125.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.88,NA,NA,NA,NA,NA,NA,833.44,107.21
23/01/1973,125.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.89,NA,NA,NA,NA,NA,NA,811.57,108.45
24/01/1973,125.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.23,NA,NA,NA,NA,NA,NA,819.35,106.63
25/01/1973,128.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.28,NA,NA,NA,NA,NA,NA,801.91,106.63
26/01/1973,125.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.52,NA,NA,NA,NA,NA,NA,788.17,107.77
29/01/1973,125.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.72,NA,NA,NA,NA,NA,NA,771.83,105.58
30/01/1973,130.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.15,NA,NA,NA,NA,NA,NA,776.07,104.27
31/01/1973,133.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.89,NA,NA,NA,NA,NA,NA,791.45,105.36
01/02/1973,133.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.18,NA,NA,NA,NA,NA,NA,801.36,105
02/02/1973,135.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.87,NA,NA,NA,NA,NA,NA,798.04,105.06
05/02/1973,142.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.43,NA,NA,NA,NA,NA,NA,802.14,104.95
06/02/1973,144.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.62,NA,NA,NA,NA,NA,NA,790.92,104.95
07/02/1973,139.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.61,NA,NA,NA,NA,NA,NA,757.67,102.92
08/02/1973,133.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.44,NA,NA,NA,NA,NA,NA,741.81,100.96
09/02/1973,125.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.32,NA,NA,NA,NA,NA,NA,736.68,103.19
12/02/1973,134.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.39,NA,NA,NA,NA,NA,NA,743.44,103.41
13/02/1973,138.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.13,NA,NA,NA,NA,NA,NA,759.33,105.52
14/02/1973,150.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.54,NA,NA,NA,NA,NA,NA,757.54,105.03
15/02/1973,144.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.32,NA,NA,NA,NA,NA,NA,761.26,104.13
16/02/1973,148.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.13,NA,NA,NA,NA,NA,NA,776.39,103.71
19/02/1973,150.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.33,NA,NA,NA,NA,NA,NA,766.87,103.71
20/02/1973,154.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.84,NA,NA,NA,NA,NA,NA,769.03,103.45
21/02/1973,152.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.99,NA,NA,NA,NA,NA,NA,773.62,102.2
22/02/1973,157.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.57,NA,NA,NA,NA,NA,NA,779.38,102.91
23/02/1973,158.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.57,NA,NA,NA,NA,NA,NA,792.88,101.44
26/02/1973,155.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.62,NA,NA,NA,NA,NA,NA,787.93,97.82
27/02/1973,153.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.56,NA,NA,NA,NA,NA,NA,784.64,96.27
28/02/1973,150.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.41,NA,NA,NA,NA,NA,NA,774.01,95.41
01/03/1973,148.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.84,NA,NA,NA,NA,NA,NA,767.3,96.01
02/03/1973,146.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.72,NA,NA,NA,NA,NA,NA,741.11,96.02
05/03/1973,146.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.09,NA,NA,NA,NA,NA,NA,742.47,95.01
06/03/1973,146.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6,NA,NA,NA,NA,NA,NA,774.58,92.64
07/03/1973,146.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.14,NA,NA,NA,NA,NA,NA,781.62,90.27
08/03/1973,146.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.7,NA,NA,NA,NA,NA,NA,776.58,90.23
09/03/1973,146.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.9,NA,NA,NA,NA,NA,NA,776.74,89.26
12/03/1973,146.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.04,NA,NA,NA,NA,NA,NA,762.43,92.88
13/03/1973,146.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.14,NA,NA,NA,NA,NA,NA,776.42,95.03
14/03/1973,146.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.44,NA,NA,NA,NA,NA,NA,783.63,96.23
15/03/1973,146.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.94,NA,NA,NA,NA,NA,NA,814.48,95.06
16/03/1973,144.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.36,NA,NA,NA,NA,NA,NA,816.72,95.36
19/03/1973,131.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.3,NA,NA,NA,NA,NA,NA,824.35,93.76
20/03/1973,134.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.96,NA,NA,NA,NA,NA,NA,833.64,93.48
21/03/1973,139.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.32,NA,NA,NA,NA,NA,NA,856.63,92.21
22/03/1973,139.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.25,NA,NA,NA,NA,NA,NA,848.28,90.64
23/03/1973,136.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.52,NA,NA,NA,NA,NA,NA,851.76,91.74
26/03/1973,134.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.32,NA,NA,NA,NA,NA,NA,860.33,92.67
27/03/1973,137.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.81,NA,NA,NA,NA,NA,NA,861.96,96.25
28/03/1973,136.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.82,NA,NA,NA,NA,NA,NA,852.03,95.31
29/03/1973,139.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.83,NA,NA,NA,NA,NA,NA,828.93,96.28
30/03/1973,142.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.59,NA,NA,NA,NA,NA,NA,847.67,94.77
02/04/1973,140.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.83,NA,NA,NA,NA,NA,NA,837.77,91.41
03/04/1973,139.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.96,NA,NA,NA,NA,NA,NA,842.8,90.68
04/04/1973,139.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.16,NA,NA,NA,NA,NA,NA,863.41,88.55
05/04/1973,139.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.19,NA,NA,NA,NA,NA,NA,863.08,87.93
06/04/1973,139.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.25,NA,NA,NA,NA,NA,NA,845.24,91.77
09/04/1973,139.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.65,NA,NA,NA,NA,NA,NA,806.46,93.24
10/04/1973,139.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.65,NA,NA,NA,NA,NA,NA,808.01,93.86
11/04/1973,140.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.32,NA,NA,NA,NA,NA,NA,798.3,95.03
12/04/1973,139.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.55,NA,NA,NA,NA,NA,NA,793.41,93.55
13/04/1973,139.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.28,NA,NA,NA,NA,NA,NA,801.6,89.87
16/04/1973,138.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.22,NA,NA,NA,NA,NA,NA,796.71,87.71
17/04/1973,138.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.77,NA,NA,NA,NA,NA,NA,793.91,86.74
18/04/1973,136.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.18,NA,NA,NA,NA,NA,NA,786.9,85.51
19/04/1973,137.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.41,NA,NA,NA,NA,NA,NA,779.75,87.17
20/04/1973,137.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.41,NA,NA,NA,NA,NA,NA,779.75,87.17
23/04/1973,137.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.41,NA,NA,NA,NA,NA,NA,779.75,87.55
24/04/1973,139.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.69,NA,NA,NA,NA,NA,NA,782.53,85.85
25/04/1973,139.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.81,NA,NA,NA,NA,NA,NA,790.7,81.33
26/04/1973,134.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.79,NA,NA,NA,NA,NA,NA,799.69,82.12
27/04/1973,138.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.73,NA,NA,NA,NA,NA,NA,802.29,79.55
30/04/1973,134.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9,NA,NA,NA,NA,NA,NA,816.33,78.43
01/05/1973,138.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.31,NA,NA,NA,NA,NA,NA,816.13,78.04
02/05/1973,138.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.56,NA,NA,NA,NA,NA,NA,817.88,80.84
03/05/1973,139.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.22,NA,NA,NA,NA,NA,NA,818.05,84.55
04/05/1973,139.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.92,NA,NA,NA,NA,NA,NA,827.24,85.1
07/05/1973,141.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8,NA,NA,NA,NA,NA,NA,819.1,82
08/05/1973,144.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.82,NA,NA,NA,NA,NA,NA,803.81,80.69
09/05/1973,144.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.41,NA,NA,NA,NA,NA,NA,805.87,79.55
10/05/1973,144.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.42,NA,NA,NA,NA,NA,NA,800.13,78.46
11/05/1973,144.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.87,NA,NA,NA,NA,NA,NA,797.03,75.64
14/05/1973,144.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.58,NA,NA,NA,NA,NA,NA,806.05,71.5
15/05/1973,145.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.96,NA,NA,NA,NA,NA,NA,827.47,74.93
16/05/1973,144.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.11,NA,NA,NA,NA,NA,NA,841.24,75.45
17/05/1973,144.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.17,NA,NA,NA,NA,NA,NA,848.86,75.45
18/05/1973,144.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.21,NA,NA,NA,NA,NA,NA,889.57,70.77
21/05/1973,139.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.6,NA,NA,NA,NA,NA,NA,898.7,71.9
22/05/1973,141.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.85,NA,NA,NA,NA,NA,NA,898.5,73.97
23/05/1973,145.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.02,NA,NA,NA,NA,NA,NA,911.14,75.9
24/05/1973,144.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.11,NA,NA,NA,NA,NA,NA,938.29,80.19
25/05/1973,147.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.96,NA,NA,NA,NA,NA,NA,933.43,79.34
28/05/1973,147.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.96,NA,NA,NA,NA,NA,NA,933.43,79.34
29/05/1973,150.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.06,NA,NA,NA,NA,NA,NA,955.85,77.25
30/05/1973,150.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.06,NA,NA,NA,NA,NA,NA,950.39,74.47
31/05/1973,149.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.14,NA,NA,NA,NA,NA,NA,957.84,74.16
01/06/1973,149.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.24,NA,NA,NA,NA,NA,NA,971.85,72.5
04/06/1973,150.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.02,NA,NA,NA,NA,NA,NA,980.53,70.3
05/06/1973,149.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.97,NA,NA,NA,NA,NA,NA,970.06,73.15
06/06/1973,149.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.58,NA,NA,NA,NA,NA,NA,984.99,70.95
07/06/1973,155.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.85,NA,NA,NA,NA,NA,NA,984.6,74.12
08/06/1973,149.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.69,NA,NA,NA,NA,NA,NA,1002.68,74.81
11/06/1973,149.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.66,NA,NA,NA,NA,NA,NA,978.77,74.5
12/06/1973,153.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.16,NA,NA,NA,NA,NA,NA,964.65,75.15
13/06/1973,152.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.77,NA,NA,NA,NA,NA,NA,957.47,75.57
14/06/1973,153.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.99,NA,NA,NA,NA,NA,NA,972.86,73.44
15/06/1973,149.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.75,NA,NA,NA,NA,NA,NA,1002.18,70.93
18/06/1973,144.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.99,NA,NA,NA,NA,NA,NA,1036.98,69.66
19/06/1973,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.13,NA,NA,NA,NA,NA,NA,1032.28,71.47
20/06/1973,150.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4,NA,NA,NA,NA,NA,NA,1030.63,72.01
21/06/1973,149.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.63,NA,NA,NA,NA,NA,NA,1011.99,71.36
22/06/1973,151.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,NA,NA,NA,NA,NA,NA,1032.37,71.04
25/06/1973,149.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.79,NA,NA,NA,NA,NA,NA,1027.7,69.02
26/06/1973,151.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.81,NA,NA,NA,NA,NA,NA,1025.78,69.98
27/06/1973,153.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.28,NA,NA,NA,NA,NA,NA,1028.5,70.36
28/06/1973,154.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.58,NA,NA,NA,NA,NA,NA,1022.85,71.27
29/06/1973,155.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.36,NA,NA,NA,NA,NA,NA,1026.52,69.65
02/07/1973,155.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.39,NA,NA,NA,NA,NA,NA,1002.83,67.8
03/07/1973,157.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.12,NA,NA,NA,NA,NA,NA,997.34,68.45
04/07/1973,157.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.01,NA,NA,NA,NA,NA,NA,998.7,68.45
05/07/1973,160.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5,NA,NA,NA,NA,NA,NA,1004.05,69.6
06/07/1973,160.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.91,NA,NA,NA,NA,NA,NA,984.2,68.12
09/07/1973,160.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.83,NA,NA,NA,NA,NA,NA,971.26,71.15
10/07/1973,160.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.71,NA,NA,NA,NA,NA,NA,968.72,76.43
11/07/1973,160.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.85,NA,NA,NA,NA,NA,NA,960.92,77.55
12/07/1973,160.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.84,NA,NA,NA,NA,NA,NA,964.98,77.09
13/07/1973,161.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.97,NA,NA,NA,NA,NA,NA,974.02,77.06
16/07/1973,160.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.03,NA,NA,NA,NA,NA,NA,978.98,80.73
17/07/1973,154.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.28,NA,NA,NA,NA,NA,NA,981.91,78.8
18/07/1973,155.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.85,NA,NA,NA,NA,NA,NA,991.05,77.49
19/07/1973,155.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.29,NA,NA,NA,NA,NA,NA,982.7,77.77
20/07/1973,155.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.15,NA,NA,NA,NA,NA,NA,976.61,80.28
23/07/1973,151.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.22,NA,NA,NA,NA,NA,NA,963.76,82.06
24/07/1973,151.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5,NA,NA,NA,NA,NA,NA,961.55,81.71
25/07/1973,154.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.01,NA,NA,NA,NA,NA,NA,961.62,85.73
26/07/1973,153.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.16,NA,NA,NA,NA,NA,NA,939.94,84.56
27/07/1973,154.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.39,NA,NA,NA,NA,NA,NA,930.26,82.63
30/07/1973,155.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.37,NA,NA,NA,NA,NA,NA,939.37,81.95
31/07/1973,153.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.57,NA,NA,NA,NA,NA,NA,951.73,81.33
01/08/1973,151.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.18,NA,NA,NA,NA,NA,NA,961,79.74
02/08/1973,152.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.81,NA,NA,NA,NA,NA,NA,970.77,81.59
03/08/1973,152.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.64,NA,NA,NA,NA,NA,NA,983.67,80.05
06/08/1973,152.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.44,NA,NA,NA,NA,NA,NA,986.59,80.87
07/08/1973,149.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.37,NA,NA,NA,NA,NA,NA,988.8,81.48
08/08/1973,150.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.87,NA,NA,NA,NA,NA,NA,1002.36,80.19
09/08/1973,148.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.02,NA,NA,NA,NA,NA,NA,989.21,79.92
10/08/1973,149.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4,NA,NA,NA,NA,NA,NA,977.51,78.68
13/08/1973,154.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.98,NA,NA,NA,NA,NA,NA,980.24,77.92
14/08/1973,157.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.52,NA,NA,NA,NA,NA,NA,975.58,77.39
15/08/1973,157.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.32,NA,NA,NA,NA,NA,NA,971.9,77.35
16/08/1973,157.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.73,NA,NA,NA,NA,NA,NA,972.82,76.12
17/08/1973,157.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.32,NA,NA,NA,NA,NA,NA,981.1,75.97
20/08/1973,160.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.71,NA,NA,NA,NA,NA,NA,982.25,75.01
21/08/1973,160.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.34,NA,NA,NA,NA,NA,NA,979.28,75.52
22/08/1973,160.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.66,NA,NA,NA,NA,NA,NA,950.84,75.39
23/08/1973,163.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.67,NA,NA,NA,NA,NA,NA,952.56,77.47
24/08/1973,162.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.45,NA,NA,NA,NA,NA,NA,953.44,78.63
27/08/1973,162.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.45,NA,NA,NA,NA,NA,NA,953.44,80.03
28/08/1973,163.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.57,NA,NA,NA,NA,NA,NA,949.46,83.41
29/08/1973,163.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.29,NA,NA,NA,NA,NA,NA,958.98,83.6
30/08/1973,163.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.31,NA,NA,NA,NA,NA,NA,953.21,81.12
31/08/1973,163.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.23,NA,NA,NA,NA,NA,NA,951.14,81.69
03/09/1973,163.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.3,NA,NA,NA,NA,NA,NA,954.14,81.69
04/09/1973,160.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.82,NA,NA,NA,NA,NA,NA,942.43,79.6
05/09/1973,157.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.37,NA,NA,NA,NA,NA,NA,928.18,77.88
06/09/1973,156.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.44,NA,NA,NA,NA,NA,NA,908.38,77.98
07/09/1973,154.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.96,NA,NA,NA,NA,NA,NA,915.14,77.57
