Country,Year,LHS_div_eq,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,Life_Exp,Internet_Usage,Equity_Liq,Dev_PC1
South Africa,2012,38.0024363642,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,146.4798013326,229.0334582622,338,60.899715444900004,24.9926464367,38.67,33.84,65.96,56.09831707,41,0.1750261233,2.581545130306035
South Korea,1986,94.8739716963,0.86,NA,0.44,6.81,0,0,0,1.39,45.672573306,12.0516326161,355,60.7386866876,80.0218469978,31.93,36.17,60,69.18365854,NA,NA,NA
South Korea,1987,92.8539211139,1.41,NA,0.06,6.66,0,0,0,1.36,46.3969605232,22.604807642,389,63.2275389772,78.3041949362,36.08,36.55,60.92,69.80926829,NA,NA,NA
South Korea,1988,97.8227458152,1.31,NA,0.06,7.57,0,0,0,1.19,44.4791543755,47.9012542429,502,59.3863266918,90.0485329257,41.75,35.17,62.5,70.33926829,NA,NA,NA
South Korea,1989,92.1281380747,1.18,NA,-0.3,9.22,0,0,0,1.03,49.3168213897,57.689787732,629,53.551229834,85.0463941617,43.16,36.86,64.58,70.8595122,NA,NA,NA
South Korea,1990,99.46880336,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,51.5043323051,39.4849881498,677,51.2609989363,67.647618255,41.96,32.68,63.51,71.2997561,0.023265092,NA,NA
South Korea,1991,99.3647998894,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,51.1227107485,29.6149406892,686,50.3892795127,85.5671946593,41.09,32.84,66.21,71.7302439,0.046124435,NA,NA
South Korea,1992,90.8365076486,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,49.6813011724,30.7558229467,688,49.4885595574,106.9795218514,40.88,30.83,74.5,72.2004878,0.098404337,NA,NA
South Korea,1993,96.5871501557,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,49.5590886941,36.1332757125,693,47.5873961578,150.8333806764,42,31.33,74.25,72.68195122,0.249946523,NA,NA
South Korea,1994,98.465389811,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,50.2052974669,42.0932535344,699,48.875494394,149.5631592156,40.96,28.17,74.58,73.04317073,0.311359364,NA,NA
South Korea,1995,100,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,49.5203264144,32.7179700309,721,52.7851236259,101.2488269748,40.05,30.53,75.84,73.39439024,0.81968667,NA,NA
South Korea,1996,99.3484928099,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,52.9215148663,23.2606379228,760,53.5043795912,127.5906282314,39.92,30.94,79.5,73.83121951,1.624237192,NA,NA
South Korea,1997,95.3522496723,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,57.9177485839,7.512310137,776,58.6329782891,407.8804986276,39.17,33.86,79.79,74.24780488,3.600801564,NA,NA
South Korea,1998,94.4478512671,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,63.2808543676,30.620162487,748,69.9877668564,139.9473145509,30.37,33.39,76.41,74.6802439,6.781815468,NA,NA
South Korea,1999,90.537306095899993,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,68.5345018867,63.0867897073,712,61.4360739491,249.7925586764,38.63,39.01,73.92,75.37341463,23.55219445,NA,NA
South Korea,2000,75.3557699005,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,73.6033115412,30.4936269106,1242,67.9471920446,289.2439848557,39.96,42.96,75.32,75.83536585,44.7,NA,NA
South Korea,2001,86.4213242006,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,106.0578056219,43.8832433817,1390,63.9110625956,159.889315406,38.3,42.71,77.42,76.34195122,56.6,NA,NA
South Korea,2002,91.933234685,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,116.022397334,41.1656017142,1512,60.1537078629,231.7365701772,40.21,43.17,76.17,76.83902439,59.4,NA,NA
South Korea,2003,86.0373933287,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,114.7402662152,48.412532984,1558,63.3929955447,138.7778271249,41.3,41.75,78.33,77.2502439,65.5,NA,NA
South Korea,2004,79.9433382105,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,109.7758381504,55.999008860000004,1570,72.7610863106,122.762553663,43.09,43.17,77.29,77.84658537,72.7,NA,NA
South Korea,2005,79.8687502119,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,114.8187794202,79.9444354631,1616,71.1843141962,167.0890730864,42.46,42.8,76.08,78.43268293,73.5,NA,NA
South Korea,2006,78.1409127412,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,127.2213076776,82.4675209562,1689,73.5513499962,160.5063459166,43.75,42.67,74.46,78.96926829,78.1,NA,NA
South Korea,2007,60.9865597275,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,134.8799559419,99.9935133175,1755,77.2430074331,170.842242623,43.42,42.58,74.42,79.3495122,78.8,NA,NA
South Korea,2008,69.0641535362,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,148.3404698557,46.9755268178,1789,99.9335622289,252.1725000854,40.13,42.58,79.13,79.83268293,81,NA,NA
South Korea,2009,71.0309179998,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,144.5265779219,92.534041051,1778,90.4126376499,201.9488043605,38.13,35.62,78.3,80.29731707,81.6,NA,NA
South Korea,2010,67.4711867485,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,135.9277756088,99.7635559373,1781,95.6540858036,149.256930594,40.96,40.76,78.17,80.55121951,83.7,NA,NA
South Korea,2011,78.1777069475,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,138.1332928135,82.8415805306,1799,110.0000525257,194.1901244155,41.01,40.93,75.93,80.96707317,83.75912015,NA,NA
South Korea,2012,78.8654480972,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,136.6929993516,96.4517863906,1767,109.8861982377,134.3605384096,40.87,41.87,75.92,81.21341463,84.07,NA,NA
Spain,1986,84.6652167771,0.86,NA,0.44,6.81,0,0,0,1.39,64.2528092056,37.967097581,636,35.3974101433,16.6124895768,39.21,38.97,73.09,76.5104878,NA,NA,NA
Spain,1987,90.5689881953,1.41,NA,0.06,6.66,0,0,0,1.36,67.2839508519,43.2613702837,642,36.3646225041,29.7132588313,40.46,41.31,73.42,76.72804878,NA,NA,NA
Spain,1988,60.9680546785,1.31,NA,0.06,7.57,0,0,0,1.19,73.7000926193,46.5050897582,691,36.75434858,15.0601804669,39.54,41.85,73.83,76.74707317,NA,0.3538230885,NA
Spain,1989,68.8425022938,1.18,NA,-0.3,9.22,0,0,0,1.03,77.426086219,56.6034778577,866,37.4187119447,16.889750692,38.5,35.48,73,76.81365854,NA,0.3079404467,NA
Spain,1990,100,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,76.4607583787,57.8233952374,906,35.6429965831,14.6204284225,37.62,32.72,69.5,76.83756098,0.012873564,0.2088859416,NA
Spain,1991,93.7873066293,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,77.9391834521,64.0810002537,1221,35.5113418968,13.0661546599,37.16,28,67.49,76.97121951,0.025686194,0.2187941117,NA
Spain,1992,74.4805183164,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,76.2154824459,48.3882299033,1131,36.0125333265,12.5072891373,37.95,28,76.67,77.41,0.076845453,0.2732956041,NA
Spain,1993,96.0549571943,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,74.458583476,69.7933241087,1075,36.9930776908,12.4194556098,36.76,25.73,73.84,77.54658537,0.127689668,0.2918675071,NA
Spain,1994,89.8646457086,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,71.0581107446,95.5060295518,729,41.6956042634,13.7109643606,37.5,25.17,72.84,77.90146341,0.280069738,0.3058894231,NA
Spain,1995,87.8888884749,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,70.3729399621,101.9954581529,1138,44.8302662315,10.5461750411,36.42,28.5,71.33,77.98073171,0.380800728,0.3513827623,NA
Spain,1996,100,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,71.0667821514,121.9829911058,1130,46.3284234168,13.2443013917,35.83,30.66,76.59,78.1204878,1.331847404,0.3539941942,NA
Spain,1997,67.4714888682,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,76.1200324658,160.6032470288,1188,51.2922522773,20.1108691662,38.46,36.75,80.29,78.60414634,2.803319625,0.3266851771,NA
Spain,1998,66.3586095491,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,82.918738545,225.380813562,1423,52.8642232899,27.0465610971,41.54,40.42,76.16,78.66585366,4.361892394,0.3097486474,NA
Spain,1999,73.0049763045,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,NA,186.2736489164,1488,54.7380518108,86.9754316457,39.88,39.69,75.25,78.71707317,7.085039678,0.3501598355,NA
Spain,2000,59.7179097305,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,NA,84.6854390604,1720,60.2378336557,314.0604568663,36.79,40.37,78.25,78.96585366,13.62496081,0.3127570449,NA
Spain,2001,43.0687336128,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,95.1335195568,74.7957286663,2959,58.0741585755,318.3257465632,38.58,40,82.13,79.36829268,18.14872269,0.3272615105,NA
Spain,2002,28.3049412583,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,99.3533878651,65.4558723999,2986,54.982863732,98.2642623361,39.21,39.5,82.5,79.56829268,20.39,0.3574332427,NA
Spain,2003,32.1508554114,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,106.439427883,80.0838891486,3191,53.1113716471,85.1394815487,38.75,39.38,82.67,79.6195122,39.93,0.3493431856,NA
Spain,2004,24.9845627444,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,115.7451649602,87.9498894328,NA,54.2124631423,91.524204461,39,39.37,80.05,79.87073171,44.01,0.3284639464,NA
Spain,2005,29.0970760992,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,135.5144073607,82.945642179,NA,54.3351035821,102.2427010088,37.54,39.46,79.62,80.17073171,47.88,0.3083274858,NA
Spain,2006,24.755228112,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,156.114542637,104.6153755583,3339,55.6592729574,113.2728573024,36.34,39.46,80.92,80.82195122,50.37,0.3100346016,NA
Spain,2007,28.2038722223,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,167.1293764752,121.6645252842,3498,57.4064564719,126.5892201902,36.13,39.5,79.53999999999999,80.87317073,55.11,0.3011746562,NA
Spain,2008,20.2454807224,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,170.16556964790001,58.0035878993,3538,55.758833263,182.1179890861,35,37.5,78.88,81.17560976,59.6,0.3077937989,NA
Spain,2009,16.165032923,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,172.4111566457,95.6950596836,3435,46.4979787477,89.0882799563,33.63,34.08,75.58,81.47560976,62.4,0.3765712222,NA
Spain,2010,24.4988012756,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,170.7278939193,81.8409554492,3310,52.3446382826,117.2961880686,34.17,31.25,73.12,81.62682927,65.8,0.376257504,NA
Spain,2011,20.7580485056,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,166.7582512544,69.2859961994,3241,58.0880463896,109.37011703,34.04,34,69.5,82.47560976,67.6,0.4026218822,NA
Spain,2012,29.9232748527,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,156.8598654687,74.4856950824,3167,59.9344270494,86.8649656219,32.5,32.21,68.21,82.42682927,69.80999994,0.3115831172,NA
Sri Lanka,1986,NA,0.86,NA,0.44,6.81,0,0,0,1.39,20.3556504006,NA,NA,59.047550063,NA,25.83,29.62,40.99,69.28753659,NA,NA,NA
Sri Lanka,1987,NA,1.41,NA,0.06,6.66,0,0,0,1.36,20.1915891889,NA,NA,60.8886607057,NA,23.29,27.77,37.58,69.32173171,NA,NA,NA
Sri Lanka,1988,NA,1.31,NA,0.06,7.57,0,0,0,1.19,21.7995603247,NA,NA,62.9132091791,NA,22.92,22.84,34.33,69.40317073,NA,NA,NA
Sri Lanka,1989,NA,1.18,NA,-0.3,9.22,0,0,0,1.03,20.1805542874,NA,NA,64.0169755966,NA,21.91,18.03,29.25,69.53434146,NA,NA,NA
Sri Lanka,1990,100,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,19.6162954031,NA,NA,68.2439151729,NA,24.75,18.58,29.91,69.6794878,0,NA,NA
Sri Lanka,1991,99.6951312882,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,8.8212007681,NA,NA,67.5959123931,NA,29.88,22.25,34.91,69.78019512,NA,NA,NA
Sri Lanka,1992,100,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,9.0566281747,NA,NA,72.8037565574,NA,31.21,26.33,38.67,69.79641463,NA,NA,NA
Sri Lanka,1993,98.8419069245,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,9.8333550189,NA,197,77.147518341,NA,32.12,27,46.58,69.71673171,NA,0.3647509579,NA
Sri Lanka,1994,99.0088133245,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,10.957408597,NA,211,79.430790697,NA,33.3,26.71,54.59,69.56597561,0.002765448,0.4201923077,NA
Sri Lanka,1995,96.1027343042,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,31.0668461691,NA,226,81.6350490886,NA,34,29.45,62.17,69.41860976,0.005484436,0.5021367521,NA
Sri Lanka,1996,100,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,29.8959938969,NA,235,78.8739637144,NA,33.33,28.84,59.66,69.37273171,0.054464499,0.5982824427,NA
Sri Lanka,1997,97.9860261938,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,29.4419121347,NA,239,80.1375533096,NA,33.67,28.43,60.67,69.50465854,0.162464548,0.4853128991,NA
Sri Lanka,1998,97.4050964101,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,28.7226150458,NA,240,78.4949891256,NA,34.58,30.67,60.58,69.85065854,0.296351104,0.3747126437,NA
Sri Lanka,1999,100,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,29.2577509374,10.1175065712,237,78.7514783496,13.160104291,34.38,33.54,58.17,70.40185366,0.348414425,0.4374201788,NA
Sri Lanka,2000,99.2454956594,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,28.8345435404,6.577381802,239,88.6364417049,12.4378572626,35.5,32,51.92,71.10639024,0.647410011,0.5741987179,NA
Sri Lanka,2001,100,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,30.7326783184,8.4561830697,238,80.8986015328,9.8022575533,33.25,30.5,54.74,71.87782927,0.793821864,0.5645867542,NA
Sri Lanka,2002,100,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,31.0344654381,10.1618019388,238,76.3351317827,18.7727994954,35.46,29.58,61.29,72.61014634,1.050422706,0.4985951469,NA
Sri Lanka,2003,99.7253759489,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,30.7454902363,14.3581383267,244,75.3362473305,26.5658946468,36.6,30.84,59.21,73.22231707,1.458580228,0.385620915,NA
Sri Lanka,2004,100,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,32.3863508512,17.6987073623,242,79.4829449011,15.2616899098,37.05,31.68,54.05,73.68029268,1.44615998,0.3782442748,NA
Sri Lanka,2005,99.33248992,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,33.0761025922,23.4365763863,239,73.6039729581,18.8787043334,36.92,30.59,51.43,73.97356098,1.792046794,0.5139481001,NA
Sri Lanka,2006,99.662695887500007,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,34.6704920581,27.47136083,237,71.2611784883,12.5968450929,36.34,32.5,53.83,74.12453659,2.537566129,0.5262820513,NA
Sri Lanka,2007,99.5614197616,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,34.2395036817,23.3481051029,235,68.6065116601,12.7929068193,36.63,30.58,53.8,74.19412195,3.88,0.5375304772,NA
Sri Lanka,2008,90.9266718648,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,29.5420065165,10.5270171395,235,63.3690436082,22.5963905319,38.47,33.83,53.5,74.23873171,5.8,0.5232326585,NA
Sri Lanka,2009,100,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,25.7400301594,22.6943625623,231,49.1491415308,13.0443526846,36.79,31.09,56.089999999999996,74.28029268,8.78,0.4648243254,NA
Sri Lanka,2010,100,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,25.5155764928,35.1231349825,241,46.3638903666,25.0699412664,38.04,31.59,58.46,74.3392439,12,0.3593953939,NA
Sri Lanka,2011,98.5792929107,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,35.010238707,29.7689905708,272,54.9845860394,24.6741908084,38,32.5,57.7,74.42456098,15,0.2996891997,NA
Sri Lanka,2012,100,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,35.0185824198,24.8033302365,287,51.4920877984,9.8647874014,34.34,32.54,55,74.5312439,18.2854,0.3317164048,NA
Sweden,1986,87.8589023047,0.86,NA,0.44,6.81,0,0,0,1.39,37.7828355988,42.6989845814,154,59.3388383742,26.7129286692,39.33,33.22,85.17,76.93121951,NA,0.3745541023,-0.9733315721416053
Sweden,1987,74.0989855357,1.41,NA,0.06,6.66,0,0,0,1.36,39.7054582068,39.0054304652,150,59.779468998,27.8334381494,39.63,36.83,89.08,77.09219512,NA,0.4056795132,-0.7193608630508415
Sweden,1988,70.251254987,1.31,NA,0.06,7.57,0,0,0,1.19,46.5430538684,48.8440343765,142,59.4408364011,18.7225163499,38.46,38.04,89.25,76.97926829,NA,0.3957307061,-0.7064917870433336
Sweden,1989,63.1178462652,1.18,NA,-0.3,9.22,0,0,0,1.03,50.9137553938,55.4920807922,135,60.1322923686,15.124607091,37.87,38,89.67,77.72682927,NA,0.5160027473,-0.5421865430856075
Sweden,1990,100,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,51.7785248702,35.6433132183,121,56.8568113385,17.0246636571,37.62,31.41,84.75,77.53682927,0.584192066,0.5282380455,-2.601568563525193
Sweden,1991,94.7126379395,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,48.0362469486,35.8982065695,117,52.0474753832,21.1577317261,38.17,25.33,80.83,77.66682927,1.160519453,0.5070242656,-2.1510479249031045
Sweden,1992,73.801962797,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,48.0434440211,27.8543841034,108,51.7245097664,36.4375845215,38.66,26.29,80.75,77.99878049,1.497871352,0.4598114055,-2.246079370686088
Sweden,1993,98.2175321544,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,38.638762743,47.8731795681,197,59.2405994379,40.401802326,36.96,25.17,79.5,78.0604878,1.716364182,0.3511252037,-2.4597678071561964
Sweden,1994,93.826205447,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,34.6862848845,52.7512381204,216,64.926827227,74.1968009721,37.29,25.17,80.42,78.6502439,3.412810096,0.2853846154,-2.1073065645055515
Sweden,1995,92.7420019497,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,31.6804543732,65.3471028645,212,69.6271213796,57.5621766451,37.13,27.42,80.66,78.7404878,5.098024244,0.2880507842,-1.54248350903673
Sweden,1996,97.7669590126,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,32.2570360114,83.4359581103,217,67.4887747312,54.2758393006,35.5,34.44,84.17,78.95902439,9.04359976,0.3026264717,-1.4445706930159257
Sweden,1997,42.6217339747,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,35.2139223211,100.0878723224,245,73.154287633,57.7325204744,35.46,37.33,87.33,79.19756098,23.72794756,0.2956273186,-1.1812406275462024
Sweden,1998,68.1807386078,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,36.3818264368,104.4627947687,258,75.7438460527,71.6769411284,36.42,43.34,87.33,79.33902439,33.46751233,0.3365252799,-0.9750889305073176
Sweden,1999,72.9097616442,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,37.9118119413,137.8181621929,277,76.0093822028,57.5493657335,35.33,43.47,86.42,79.44146341,41.43278316,0.3145543456,-0.7596393779825966
Sweden,2000,58.5132605221,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,40.27507627,126.38048362,292,82.3274062137,115.4478797282,35.71,45.67,86.67,79.64390244,45.68765221,0.2659373561,-0.038218498629982375
Sweden,2001,40.9408402238,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,90.5105790384,98.5816234721,285,81.2762042346,126.7907462206,35.21,44.84,91.43,79.79512195,51.76566494,0.2718679968,0.28051362898118065
Sweden,2002,32.5960681736,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,90.7989149534,67.8664551685,278,77.8635622886,103.6008512184,36.54,41,91.63,79.84634146,70.57,0.3675978162,0.8175978346639722
Sweden,2003,36.772579093,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,90.7162646791,87.5473685438,NA,76.1481277307,68.4554152839,39,43.04,90.93,80.09512195,79.13,0.360486536,0.775640629530621
Sweden,2004,28.6202494107,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,92.3168212355,NA,NA,79.2938257433,NA,39.97,43.88,90.96000000000001,80.49756098,83.89,0.3190741215,1.2934698665989162
Sweden,2005,37.7966735375,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,99.9452422686,NA,NA,84.5739697154,NA,40.29,44,90.38,80.54634146,84.83,0.2745348514,1.4642396957461112
Sweden,2006,29.2264577442,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,103.3349563951,NA,NA,88.7894830758,NA,39.84,45.49,89.63,80.74878049,87.76,0.2566492254,2.2774375998242133
Sweden,2007,22.6936323805,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,111.7612000778,NA,NA,89.5397799186,NA,39.96,46.76,88.88,80.9,82.01,0.2647687508,1.9840579087891308
Sweden,2008,18.8241758132,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,118.5666308202,NA,NA,93.3591313494,NA,39.42,45.21,88.5,81.1,90,0.2758598779,2.6101562295202454
Sweden,2009,25.8662523546,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,125.9127768846,NA,NA,83.1433029376,NA,38.08,39.75,88.55,81.35121951,91,0.2791742914,2.823090513616357
Sweden,2010,14.1928837089,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,124.3840188364,NA,NA,86.9028469935,NA,40.46,38.05,88.59,81.45121951,90,0.2922668726,3.196256017690573
Sweden,2011,11.9407107897,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,126.4134735847,NA,NA,88.661526887,NA,39.67,43.79,87,81.80243902,92.76998606,0.2852173648,3.5130501667625
Sweden,2012,17.2539692181,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,130.1283651759,NA,NA,87.7150184542,NA,39.26,42.83,87.33,81.70487805,93.17998801,0.2109826255,2.51711967304516
Switzerland,1986,52.3262896345,0.86,NA,0.44,6.81,0,0,0,1.39,128.1334425535,83.4859938635,145,82.1430975963,101.4760645254,44.79,42.6,93.25,76.89902439,NA,0.2773216566,-1.6582884702678293
Switzerland,1987,62.2860978747,1.41,NA,0.06,6.66,0,0,0,1.36,134.9092492713,67.2115979546,153,80.613295062,329.0289587924,44.47,41.22,92.5,77.19756098,NA,0.2797482211,-1.4089667018991312
Switzerland,1988,61.8359411354,1.31,NA,0.06,7.57,0,0,0,1.19,141.3526582584,67.221940235899993,161,82.6943208682,276.8764435723,43.71,41.45,93.16,77.22658537,NA,0.3179609382,-1.1968952457508675
Switzerland,1989,73.4900057211,1.18,NA,-0.3,9.22,0,0,0,1.03,148.6001480642,84.8011172095,177,87.0400423594,242.0671121905,43.92,41.93,94,77.42121951,NA,0.3173279352,-1.0594841427422397
Switzerland,1990,100,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,148.9842497387,61.2362677574,182,82.3691452184,254.0833362832,43.67,41.85,93.58,77.24243902,0.595714223,0.3845283707,-2.1052351797375706
Switzerland,1991,97.5684280035,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,147.797523763,72.8240709946,182,79.088910819,38.7560095425,42.5,42.11,93.08,77.51463415,1.17995597,0.4549058804,-1.915629238722496
Switzerland,1992,55.8555107326,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,147.9071766345,71.6023551808,180,78.6057126078,37.2929218943,43.46,36.29,90.49,77.80609756,1.751713322,0.4851310986,-1.8433196003248327
Switzerland,1993,92.8685319202,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,147.3978520695,102.7260029234,215,77.7867878682,69.0844218658,43.92,32.08,87.76,78.08536585,2.167270203,0.4598683564,-2.015226405632246
Switzerland,1994,91.5232366996,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,148.8704438728,97.6236405994,216,77.6198099628,89.7174535703,44.33,32.83,85,78.35,2.720004329,0.4812460267,-1.8128032750768528
Switzerland,1995,100,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,151.3616782603,116.486180299,216,77.3043508386,80.1596033097,42.84,32.54,84.92,78.41707317,3.552007211,0.4514401238,-1.60722475813408
Switzerland,1996,100,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,149.2773176078,121.438464921,213,79.8249737454,103.7275770834,42.58,31.22,86.17,78.89609756,4.549656748,0.4180424877,-1.3542047644973545
Switzerland,1997,69.6843501975,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,150.4140821583,200.7436463569,216,89.3505207996,93.9079347203,42.01,32.1,85.08,79.0795122,15.1,0.3446597869,-0.7075236689321969
Switzerland,1998,69.670311614,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,148.640594933,233.6446292227,232,88.8864692578,99.8387940507,46.84,43.34,85.33,79.32439024,24.8,0.3646416569,-0.824049656987884
Switzerland,1999,72.0817830791,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,155.3492592939,233.9665939731,239,90.0976348267,68.5976828402,45.75,43.2,85.08,79.5804878,34,0.4136631669,-0.22995334578439836
Switzerland,2000,78.6757127095,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,145.8096544007,291.6574919744,252,98.2486749408,80.0309674442,44.21,45.26,88.08,79.6804878,47.1,0.3463004136,0.3814171192290509
Switzerland,2001,44.7513605183,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,140.5621943468,189.2682850241,263,96.1650336274,111.2331520326,43.83,45.13,92.24,80.1804878,55.1,0.309594465,0.8792195158014584
Switzerland,2002,32.5349414054,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,141.2407003275,203.4575093029,258,91.2411931388,80.102606776,46.37,44.33,92.63,80.38536585,61.4,0.3136320217,1.0238924793965274
Switzerland,2003,32.6339195166,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,144.9264222208,206.5734809514,289,89.7637003876,61.7067809863,46.83,43.75,91.49,80.53658537,65.1,0.3450365066,1.110970473684497
Switzerland,2004,39.4996310678,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,146.4647043045,210.676043426,282,94.142591183,5.2893392937,48.09,44.92,88.96000000000001,81.08780488,67.8,0.321973125,1.1578920135575441
