Country,Year,LHS_div_r,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,REIT_Liq,Dev_PC1
South Africa,1991,100,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,NA,149.0233862029,698,38.0508115531,4.3738518836,33.29,29.33,55.84,0.963302752,-1.7794521312462
South Africa,1992,88.5193405137,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,99.3761596256,121.9261346336,642,37.487458401,4.4150109299,34.42,27.72,64.25,NA,-1.76348386870592
South Africa,1993,99.9425074825,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,105.0228762042,161.639438088,615,39.12332188,3.64562399,35.04,26.5,64.75,NA,-1.70667156005638
South Africa,1994,100,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,111.0089413642,185.7022325674,600,40.7689532941,5.1466453394,34.55,27.33,71.66,NA,-1.5668312478381
South Africa,1995,100,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,116.0001418767,178.4310249167,612,43.6109386915,5.7492828312,34,27.62,74.99,NA,-1.39567256016954
South Africa,1996,99.3483852292,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,116.7189033912,163.6572328879,599,46.6673284894,11.0305808881,33.66,30.91,74.92,NA,-1.2515128148015
South Africa,1997,100,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,113.3613609115,150.7606379706,615,46.8452618839,18.2877176155,35.13,32.63,74.66,0.497461929,-0.980854948786129
South Africa,1998,99.8813456096,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,115.1679270749,122.3272303774,650,48.896617642,32.2085262006,36.17,33.5,72.43,0.781330109,-0.727739517318209
South Africa,1999,98.1651119908,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,131.0482394193,190.1014429095,652,46.8618860909,28.0353526732,36.93,32.52,67.08,0.720306513,-0.541284525156457
South Africa,2000,98.0341529524,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,130.312222875,149.8225367255,604,51.4377739548,34.5088484484,36.92,36.38,65.08,0.610477701,-0.293903970366745
South Africa,2001,100,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,138.7925028259,121.3596932089,510,54.8016334271,23.9790826067,36.5,37.17,68.46,0.529467642,-0.109153990158035
South Africa,2002,100,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,110.7183676706,157.5984218287,429,59.7646362953,26.201528486,35.66,36.33,63.58,0.51354222,0.07033939490226
South Africa,2003,100,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,115.8622017115,148.7805870771,390,51.4018310924,18.8145869578,37.46,35.91,64.45,0.394977687,0.25145853636244
South Africa,2004,94.1393572407,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,126.9323460813,193.5836197946,369,51.078034136,18.9298600718,39.5,36.04,70.59,0.295955719,0.558474148534197
South Africa,2005,89.551184084,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,138.1594291341,213.0987055321,348,53.1491153903,20.2641800042,39.84,36.3,70.63,0.266305747,0.737758264490406
South Africa,2006,82.5534350748,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,156.9762121988,261.83046944,359,60.2772643253,24.4279829691,39.42,37.7,69.25,0.195600966,0.926717560956423
South Africa,2007,78.749028624,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,160.124784844,276.6006789056,374,63.6830872879,31.1191835663,38.96,38.04,68.83,0.189778443,1.1075617203641
South Africa,2008,62.116693519,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,140.3498764691,168.3231334404,367,72.8653902408,41.9799996677,37.35,37.8,67.63,0.144139876,1.25157421833593
South Africa,2009,66.3097390053,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,145.9411555307,269.9983909561,353,55.4182616023,27.2224373806,38.17,31.8,68.01,0.187565793,1.38502481498423
South Africa,2010,65.1860618339,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,148.9813957396,246.438960388,352,55.988992754,29.9699078002,40.46,32.5,67.14,0.185805566,1.54536316765916
South Africa,2011,57.5375498936,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,139.6023093216,189.4816017495,347,60.1126317485,28.6210852967,38.42,33.96,66.71,0.144735656,2.10497813816715
South Africa,2012,66.4676475797,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,146.4798013326,229.0334582622,338,60.8997154449,24.9926464367,38.67,33.84,65.96,0.157394111,2.40551526929968
South Africa,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
South Africa,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
South Africa,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
South Africa,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
South Africa,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
South Africa,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
Turkey,1986,NA,0.86,NA,1.20774,6.81,NA,0,0,1.39,19.6541456128,NA,80,29.4144594777,NA,28.58,24.56,55.25,NA,NA
Turkey,1987,NA,1.41,NA,0.0861263,6.66,NA,0,0,1.36,20.5815162623,NA,82,33.3382850275,NA,26.63,23.63,54.33,NA,NA
Turkey,1988,NA,1.31,NA,-0.246703,7.57,NA,0,0,1.19,17.3303050118,NA,79,36.2068338434,NA,24.04,19.5,50.16,NA,NA
Turkey,1989,NA,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,16.6357782882,NA,76,33.9836682373,NA,23.21,16.66,45.01,NA,NA
Turkey,1990,NA,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,16.6742651635,NA,110,30.9429955004,NA,23.12,16.04,43.5,NA,NA
Turkey,1991,NA,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,17.1691157625,NA,134,30.4760116734,NA,22.83,16.39,49.26,NA,NA
Turkey,1992,NA,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,17.9412695451,NA,145,31.7373656445,NA,32.84,21.52,67.43,NA,NA
Turkey,1993,NA,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,18.1232031149,20.3212208326,160,33.0170877755,43.6982368681,33.67,22.5,65.08,NA,NA
Turkey,1994,NA,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,15.9407833014,16.5315108399,176,41.7458523409,100.286692099,32.84,18.5,62.41,NA,NA
Turkey,1995,NA,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,18.4861979445,12.2557185992,205,44.2426347506,244.990304125,33.54,18.92,58.33,NA,NA
Turkey,1996,NA,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,22.8282327599,16.7029658363,228,49.3693148864,119.5336469626,31.3,17.8,55.58,NA,NA
Turkey,1997,NA,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,26.3005518069,32.1832870269,258,54.9703235724,71.5070440263,27.33,22.42,53.9,NA,NA
Turkey,1998,NA,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,16.7836242074,12.2006560245,262,40.2743475402,169.9191483936,26.08,26.54,48.58,NA,NA
Turkey,1999,NA,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,16.2268719134,44.0495332585,286,37.4016189806,60.3191086541,30.33,27.01,51.5,NA,NA
Turkey,2000,NA,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,17.3351687234,25.5370633834,315,42.0005974803,238.0804040457,27.25,26.45,59.09,NA,NA
Turkey,2001,NA,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,15.0258779778,24.1632950321,310,49.3988332908,135.7357269851,25.6,23.3,56.42,NA,NA
Turkey,2002,NA,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,14.1623466334,15.1175988658,288,47.4605388343,188.5788108247,30.59,26.81,57.79,NA,NA
Turkey,2003,NA,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,14.1350942739,21.9285792933,244,45.6014718378,143.5057546908,30.54,26.93,61.68,NA,NA
Turkey,2004,NA,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,16.7398160003,24.2845228572,253,48.119682814,149.0993712995,32.29,29.29,66.98,NA,NA
Turkey,2005,NA,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,21.4308025374,31.9086386964,257,45.4371411288,124.8316783044,33.26,33.22,69.33,NA,NA
Turkey,2006,NA,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,24.928032014,29.1174054515,259,48.1511087129,140.7739021903,33.26,33.67,65.84,NA,NA
Turkey,2007,NA,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,28.2470561869,42.1056758888,259,47.2895853135,114.1534147933,32.83,34.67,63.05,NA,NA
Turkey,2008,NA,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,33.6441740099,15.3841190526,250,49.906322471,188.1505319373,31,35.17,60.5,NA,NA
Turkey,2009,NA,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,37.3466947287,35.9379663476,248,45.932474275,134.9812594245,31.05,31.55,59.21,NA,NA
Turkey,2010,NA,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,44.6547847121,39.1828182666,263,45.8992169144,133.3302550688,34.3,35,57.37,NA,NA
Turkey,2011,69.5135066592,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,49.424061555,23.6712866998,263,52.6629410582,183.2180232791,32.67,35.5,57.04,NA,NA
Turkey,2012,80.2899493473,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,52.2280014121,36.0645399434,242,52.2453098125,113.8734906965,33.88,33.25,56.66,NA,NA
Turkey,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Turkey,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Turkey,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Turkey,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
Turkey,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
Turkey,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
UK,1986,88.072872733,0.86,NA,1.20774,6.81,NA,0,0,1.39,77.610641684,78.6256952229,2101,49.2077499262999,23.8959773699,37.08,35.17,77.74,0.319377158,-1.64353084828827
UK,1987,79.0403306725,1.41,NA,0.0861263,6.66,NA,0,0,1.36,82.7710460233,91.2165455509,2061,48.5931576327,62.8282798591,38.67,38.23,81.84,0.132928131,-1.36087308383446
UK,1988,96.7398887313,1.31,NA,-0.246703,7.57,NA,0,0,1.19,91.5754459408,78.1792515323,1993,46.1373872469,41.4035563,38.71,40.74,84.92,0.125142786,-1.33329585195951
UK,1989,84.8442473627,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,102.9300350213,87.8556467083,1955,47.4216211131,38.9894963366,38.05,33.14,80.66,0.159668199,-1.29868731714575
UK,1990,99.6937734577,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,104.8059603069,77.7416472134,1946,46.9960707876,35.8000759406,38.75,31.61,77.33,0.156741447,-1.52915545719397
UK,1991,100,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,102.3337644259,86.6223568752,2027,44.1309100323,33.7161452337,38.29,27.79,76.34,0.169138885,-1.50111213037653
UK,1992,77.7043033969,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,101.6779981255,80.945609813,1918,45.0970591666,34.3950868934,37.5,28.58,78.58,0.170496032,-1.39365696982854
UK,1993,95.19943329,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,99.8762246833,108.3753167789,1927,48.4472838948,36.2691458146,34.5,27.63,77.34,0.236634354,-1.1987591235725
UK,1994,94.2579990192,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,100.0308643632,100.2490249532,1747,50.5273976511,41.4671995138,33.92,28.5,79.09,0.170668616,-1.05515223588866
UK,1995,99.8420975927,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,99.1022487408,100.7332450039,1971,50.5786198703,37.7261114789,35.17,30.1,78.25,0.241838814,-1.05841599951341
UK,1996,100,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,102.1268899093,122.8465846579,2041,51.8488072573,34.4007459298,34.12,36.8,81,0.205528944,-0.868041172259965
UK,1997,87.2128443394,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,103.6408178047,134.5558937433,2046,50.6090929909,40.4637730423,34.96,41.91,87.5,0.135163732,-0.253637663099649
UK,1998,97.475402828,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,104.4239157489,141.5189568672,2399,48.6228817882,45.4680194529,36.09,39.92,88.67,0.130225085,-0.550156526612891
UK,1999,93.4742012434,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,107.7387008485,178.8447414581,2292,49.0760425184,48.1852648484,36.96,39.13,86.75,0.124858407,-0.210751774282791
UK,2000,98.5666500356,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,116.8210957355,157.5716419755,2428,51.8268272667,71.1443457936,36.42,42.09,89.67,0.149916684,-0.090197572727647
UK,2001,82.0476294279,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,122.5282555831,133.2582117002,2438,51.9593958459,88.1106110777,36.29,40.83,90.29,0.142750713,0.212898808129715
UK,2002,75.4819067583,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,126.8691819909,105.6112899377,2405,50.5697342434,56.4367035048,36.92,40.41,88.84,0.115880094,0.839439745432779
UK,2003,79.5914654411,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,131.3016469891,119.5876832771,2311,49.639703521,51.3519215342,41.89,40.26,86.17,0.097497883,0.826558714548064
UK,2004,66.6139050836,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,138.999397643,117.8703759893,2486,49.6626494206,57.575159689,40.55,39.63,85.92,0.089265676,0.485837941613383
UK,2005,62.3465498039,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,145.1250745764,121.9320595713,2757,52.1348617608,56.5663551882,39.16,38.96,83.59,0.070749865,0.691763820680391
UK,2006,60.4398149734,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,155.8368667064,141.1861928294,2913,56.0369843176,73.0767944907,39.71,38.5,81.75,0.059541476,1.07962055929663
UK,2007,53.3209581521,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,171.8917753725,125.5780394165,2588,52.3373985068,102.6319860474,39.92,39.5,81.84,0.051302377,1.34095576357573
UK,2008,50.3328760532,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,194.7615857292,64.968765626,2415,56.7548579129,146.4314209773,39.04,38.13,79.88,0.05212712,1.47087891344637
UK,2009,37.7990296905,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,196.1545595525,NA,2179,54.7244117808,NA,37.71,32.92,76.42,0.056587524,1.99896648008247
UK,2010,29.7353668508,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,188.8347529278,NA,2105,59.2218203695,NA,39.51,32.04,79.67,0.059013301,3.32072326092792
UK,2011,23.783280477,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,173.9567051454,NA,1987,62.7065223666,NA,38.93,33.83,79.79,0.059868013,3.45360121264869
UK,2012,34.5533426413,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,164.4683433812,NA,1879,61.8261968044,NA,37.92,34,76.91,0.063484895,3.53448242129465
UK,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
UK,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
UK,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
UK,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
UK,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
UK,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
US,1986,100,0.86,NA,1.20774,6.81,NA,0,0,1.39,109.9091391316,55.2909912628,6580,16.8592781725,85.9641129731,38.71,38.79,85.33,0.130524841,-2.13209386473556
US,1987,95.7017406957,1.41,NA,0.0861263,6.66,NA,0,0,1.36,112.2721483085,51.9847000657,7001,17.9182570304,113.6346079461,38.46,38.88,82.09,0.117201985,-1.79006051588421
US,1988,99.7110407362,1.31,NA,-0.246703,7.57,NA,0,0,1.19,113.3404149978,52.9247487306,6795,19.0113179514,70.6886121708,38.3,35.46,79.16,0.195182841,-1.49051087124397
US,1989,99.7278658626,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,117.2052009956,59.7811440105,6627,19.3598875018,69.2314983802,38.38,35.17,82.25,0.167235699,-1.36414724990547
US,1990,100,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,114.4757275929,51.733463621,6429,19.7606056202,65.6903258613,39.04,35.17,81.5,0.182079969,-2.06873196868366
US,1991,92.7807234387,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,118.870484669,67.3723069308,6513,19.7355120462,51.4435202733,40.42,28.81,77.01,0.20574625,-2.29318467618222
US,1992,100,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,117.9001133381,69.5157691979,6562,19.8927438553,55.6651130131,40.38,27.96,74.92,0.17352514,-1.83152586531879
US,1993,99.2742370904,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,120.639941587,76.3380564518,6912,19.9859043502,65.4039272301,39.58,27.92,77.5,0.181088388,-1.70665367456363
US,1994,94.4857383315,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,119.829183112,70.2956914002,7255,20.9935071021,71.018467058,38.8,30.37,81.42,0.189184226,-1.0985415227685
US,1995,94.1407037431,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,129.7556944837,90.70944121,7487,22.3821838556,74.490958463,38.26,32.25,79.42,0.226885552,-1.02598255216203
US,1996,98.2216713305,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,137.2054941507,104.6948958427,8090,22.6112413754,82.135469183,37.92,34.01,82.43,0.225990026,-1.1551618217614
US,1997,84.7791323865,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,146.0526455839,125.1103471389,7905,23.3441191657,86.0299264364,36.79,39.62,84.84,0.160108241,-0.912513918368292
US,1998,88.842627236,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,157.3471551766,142.1756094727,7499,22.7597399454,95.2227558274,37.42,40.88,84.84,0.112569634,-1.27383980517664
US,1999,96.6582637715,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,171.0910703803,152.9651438665,7229,23.1930256265,127.3278164177,36.63,41.34,88,0.12006485,-0.028279236493058
US,2000,95.621263687,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,162.0853782893,146.8942696776,6917,24.9831814568,197.1309012175,33.33,42,89.42,0.103716932,0.738014535742093
US,2001,89.149857832,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,170.2077334178,131.6503267235,6177,22.8031362598,149.3426659361,36.38,39.75,86.91,0.072333189,0.761034285683214
US,2002,82.2669557637,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,161.6882128704,100.7006686578,5685,22.1496597499,154.2626919705,35.83,40.33,79.62,0.05549499,1.62424704656608
US,2003,84.2265775211,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,176.564491582,123.9394896214,5295,22.4505871509,112.4686991932,33.12,38.54,80.32,0.052624473,1.25283777361812
US,2004,95.4940880776,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,183.9363183813,132.9842939201,5226,24.2949205079,117.0267340545,33.13,39.34,82.59,0.053105412,1.42436819923215
US,2005,97.8085008012,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,187.8475088217,129.8397757063,5145,25.5006634475,151.71106002,31.93,38.34,81.76,0.042563694,1.58445217874784
US,2006,90.3748187752,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,197.7071203472,141.2321786954,5133,26.8736222464,156.2768663505,30.79,38.42,80.34,0.043798375,2.67315591704307
US,2007,85.3881818504,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,206.302776973,137.607280609,5109,27.9589311376,215.0987521869,31.08,39.08,77.42,0.045590163,2.66712278713309
US,2008,95.5302936757,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,188.0240953265,78.7458858469,4666,29.9414101168,407.6304010722,33.09,38.59,80.26,0.038880353,3.00989444333956
US,2009,84.6600300637,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,191.8400448571,104.5672977366,4401,24.7658273029,227.5368479848,33.17,31.05,83.96,0.040292281,3.09696739087926
US,2010,74.4514015382,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,187.2117479557,115.4973404831,4279,28.182452294,208.4385620126,36.5,36,81.7899999999999,0.04256014,2.89695932476471
US,2011,56.598517347,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,177.8536449346,100.7912206825,4171,30.8851646799,262.4276965551,35.54,35.41,81.21,0.039166983,3.17433114347533
US,2012,77.7831748701,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,179.0648584726,115.5557941363,4102,30.7146275314,173.2852353025,32.88,35.99,83.63,0.053265179,2.29103826074382
US,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
US,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
US,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
US,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
US,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
US,2018,,0.37069387755102,16.6398406374502,-0.2820873,1.83166666666667,,0,0,,,,,,,,,,,
