,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Australia,Austria,Belgium,Canada,China,Czech Rep.,Denmark,Finland,France,Germany,India,Ireland,Italy,Japan,Mexico,Netherlands,New Zealand,Norway,Poland,Portugal,South Africa,Spain,Sweden,Switzerland,UK,US
12/31/1979,29220,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.351518,NA,NA,NA,NA,NA,50.105951,NA,NA,NA,NA,NA,NA,NA,NA,86.682779,39.66499
1/1/1980,29221,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.361724,NA,NA,NA,NA,NA,50.116388,NA,NA,NA,NA,NA,NA,NA,NA,86.716992,39.67499
1/2/1980,29222,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.525984,NA,NA,NA,NA,NA,50.386287,NA,NA,NA,NA,NA,NA,NA,NA,86.87403,39.44716
1/3/1980,29223,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.49273,NA,NA,NA,NA,NA,50.442141,NA,NA,NA,NA,NA,NA,NA,NA,86.90024,39.4563
1/4/1980,29224,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.512266,NA,NA,NA,NA,NA,50.449254,NA,NA,NA,NA,NA,NA,NA,NA,87.047819,39.40359
1/7/1980,29227,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.616276,NA,NA,NA,NA,NA,50.506224,NA,NA,NA,NA,NA,NA,NA,NA,87.982741,39.46767
1/8/1980,29228,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.46318,NA,NA,NA,NA,NA,50.428072,NA,NA,NA,NA,NA,NA,NA,NA,88.283232,39.58878
1/9/1980,29229,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.481451,NA,NA,NA,NA,NA,50.357566,NA,NA,NA,NA,NA,NA,NA,NA,88.49381,39.56204
1/10/1980,29230,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.150464,NA,NA,NA,NA,NA,50.287595,NA,NA,NA,NA,NA,NA,NA,NA,88.643433,39.6515
1/11/1980,29231,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.957359,NA,NA,NA,NA,NA,50.20514,NA,NA,NA,NA,NA,NA,NA,NA,89.023875,39.5354
1/14/1980,29234,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.058123,NA,NA,NA,NA,NA,50.235692,NA,NA,NA,NA,NA,NA,NA,NA,90.269393,39.51501
1/15/1980,29235,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.771348,NA,NA,NA,NA,NA,49.919458,NA,NA,NA,NA,NA,NA,NA,NA,90.364059,39.52417
1/16/1980,29236,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.911526,NA,NA,NA,NA,NA,50.023836,NA,NA,NA,NA,NA,NA,NA,NA,87.625815,39.60091
1/17/1980,29237,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.874627,NA,NA,NA,NA,NA,49.789619,NA,NA,NA,NA,NA,NA,NA,NA,87.758183,39.59743
1/18/1980,29238,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.912827,NA,NA,NA,NA,NA,49.924371,NA,NA,NA,NA,NA,NA,NA,NA,88.443072,39.46445
1/21/1980,29241,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.724685,NA,NA,NA,NA,NA,49.756346,NA,NA,NA,NA,NA,NA,NA,NA,88.956472,39.2793
1/22/1980,29242,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.69558,NA,NA,NA,NA,NA,49.69163,NA,NA,NA,NA,NA,NA,NA,NA,88.126258,39.39406
1/23/1980,29243,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.007857,NA,NA,NA,NA,NA,49.78021,NA,NA,NA,NA,NA,NA,NA,NA,88.725007,39.46657
1/24/1980,29244,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.04347,NA,NA,NA,NA,NA,49.900932,NA,NA,NA,NA,NA,NA,NA,NA,88.169132,39.33212
1/25/1980,29245,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.679123,NA,NA,NA,NA,NA,49.681114,NA,NA,NA,NA,NA,NA,NA,NA,87.324049,39.22871
1/28/1980,29248,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.563887,NA,NA,NA,NA,NA,49.691715,NA,NA,NA,NA,NA,NA,NA,NA,86.866457,39.1703
1/29/1980,29249,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.753937,NA,NA,NA,NA,NA,49.702409,NA,NA,NA,NA,NA,NA,NA,NA,87.335595,39.04852
1/30/1980,29250,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.721809,NA,NA,NA,NA,NA,49.689501,NA,NA,NA,NA,NA,NA,NA,NA,87.68004,39.04501
1/31/1980,29251,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.484233,NA,NA,NA,NA,NA,49.291099,NA,NA,NA,NA,NA,NA,NA,NA,87.417381,39.07953
2/1/1980,29252,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.527699,NA,NA,NA,NA,NA,49.404374,NA,NA,NA,NA,NA,NA,NA,NA,87.207778,38.85382
2/4/1980,29255,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.62833,NA,NA,NA,NA,NA,49.408537,NA,NA,NA,NA,NA,NA,NA,NA,87.147505,38.7384
2/5/1980,29256,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.621575,NA,NA,NA,NA,NA,49.44951,NA,NA,NA,NA,NA,NA,NA,NA,87.050836,38.01292
2/6/1980,29257,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.899858,NA,NA,NA,NA,NA,49.402781,NA,NA,NA,NA,NA,NA,NA,NA,87.922493,37.99031
2/7/1980,29258,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.694729,NA,NA,NA,NA,NA,48.82576,NA,NA,NA,NA,NA,NA,NA,NA,87.985744,38.45518
2/8/1980,29259,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.396379,NA,NA,NA,NA,NA,48.833666,NA,NA,NA,NA,NA,NA,NA,NA,88.395485,38.25888
2/11/1980,29262,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.284168,NA,NA,NA,NA,NA,48.606721,NA,NA,NA,NA,NA,NA,NA,NA,88.55364,38.1371
2/12/1980,29263,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.222932,NA,NA,NA,NA,NA,48.570453,NA,NA,NA,NA,NA,NA,NA,NA,87.977276,38.14626
2/13/1980,29264,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.425096,NA,NA,NA,NA,NA,48.564734,NA,NA,NA,NA,NA,NA,NA,NA,89.537337,38.15543
2/14/1980,29265,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.36304,NA,NA,NA,NA,NA,48.380011,NA,NA,NA,NA,NA,NA,NA,NA,89.819042,38.1646
2/15/1980,29266,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.271069,NA,NA,NA,NA,NA,48.373818,NA,NA,NA,NA,NA,NA,NA,NA,88.528127,37.66776
2/18/1980,29269,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.303309,NA,NA,NA,NA,NA,48.099525,NA,NA,NA,NA,NA,NA,NA,NA,88.709851,37.67744
2/19/1980,29270,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.932488,NA,NA,NA,NA,NA,47.948598,NA,NA,NA,NA,NA,NA,NA,NA,87.905149,36.70589
2/20/1980,29271,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.778623,NA,NA,NA,NA,NA,47.954517,NA,NA,NA,NA,NA,NA,NA,NA,88.551593,36.46809
2/21/1980,29272,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.691819,NA,NA,NA,NA,NA,47.674963,NA,NA,NA,NA,NA,NA,NA,NA,89.214753,35.98274
2/22/1980,29273,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.368247,NA,NA,NA,NA,NA,47.363536,NA,NA,NA,NA,NA,NA,NA,NA,88.508796,36.48039
2/25/1980,29276,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.818325,NA,NA,NA,NA,NA,47.091206,NA,NA,NA,NA,NA,NA,NA,NA,89.025271,36.24258
2/26/1980,29277,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.786148,NA,NA,NA,NA,NA,46.962456,NA,NA,NA,NA,NA,NA,NA,NA,88.875748,35.53183
2/27/1980,29278,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.735234,NA,NA,NA,NA,NA,47.145652,NA,NA,NA,NA,NA,NA,NA,NA,89.341796,35.9305
2/28/1980,29279,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.708912,NA,NA,NA,NA,NA,46.72724,NA,NA,NA,NA,NA,NA,NA,NA,89.131274,36.93469
2/29/1980,29280,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.335133,NA,NA,NA,NA,NA,45.988174,NA,NA,NA,NA,NA,NA,NA,NA,88.256421,36.96381
3/3/1980,29283,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.15859,NA,NA,NA,NA,NA,45.760628,NA,NA,NA,NA,NA,NA,NA,NA,87.034066,36.44756
3/4/1980,29284,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.947697,NA,NA,NA,NA,NA,45.644426,NA,NA,NA,NA,NA,NA,NA,NA,86.276104,36.26279
3/5/1980,29285,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.944884,NA,NA,NA,NA,NA,45.670145,NA,NA,NA,NA,NA,NA,NA,NA,87.141042,36.299
3/6/1980,29286,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.551277,NA,NA,NA,NA,NA,45.718369,NA,NA,NA,NA,NA,NA,NA,NA,86.93734,36.22914
3/7/1980,29287,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.215536,NA,NA,NA,NA,NA,45.581974,NA,NA,NA,NA,NA,NA,NA,NA,86.724077,36.53232
3/10/1980,29290,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.875795,NA,NA,NA,NA,NA,45.34584,NA,NA,NA,NA,NA,NA,NA,NA,86.67068,36.90001
3/11/1980,29291,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.814271,NA,NA,NA,NA,NA,45.263571,NA,NA,NA,NA,NA,NA,NA,NA,87.388276,37.24123
3/12/1980,29292,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.955171,NA,NA,NA,NA,NA,45.274326,NA,NA,NA,NA,NA,NA,NA,NA,87.663954,36.97687
3/13/1980,29293,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.619038,NA,NA,NA,NA,NA,44.805652,NA,NA,NA,NA,NA,NA,NA,NA,87.31959,37.15012
3/14/1980,29294,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.329526,NA,NA,NA,NA,NA,44.277328,NA,NA,NA,NA,NA,NA,NA,NA,87.021081,37.15271
3/17/1980,29297,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.280851,NA,NA,NA,NA,NA,43.260401,NA,NA,NA,NA,NA,NA,NA,NA,85.790364,37.13591
3/18/1980,29298,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.061027,NA,NA,NA,NA,NA,43.425194,NA,NA,NA,NA,NA,NA,NA,NA,86.28574,37.45056
3/19/1980,29299,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.032814,NA,NA,NA,NA,NA,43.800334,NA,NA,NA,NA,NA,NA,NA,NA,86.441888,37.40283
3/20/1980,29300,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.09279,NA,NA,NA,NA,NA,44.128928,NA,NA,NA,NA,NA,NA,NA,NA,86.744521,37.028
3/21/1980,29301,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.533145,NA,NA,NA,NA,NA,43.795174,NA,NA,NA,NA,NA,NA,NA,NA,85.943142,36.77867
3/24/1980,29304,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.282399,NA,NA,NA,NA,NA,43.898117,NA,NA,NA,NA,NA,NA,NA,NA,86.455055,36.09885
3/25/1980,29305,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.064292,NA,NA,NA,NA,NA,43.336323,NA,NA,NA,NA,NA,NA,NA,NA,86.787073,36.24557
3/26/1980,29306,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.14909,NA,NA,NA,NA,NA,43.541078,NA,NA,NA,NA,NA,NA,NA,NA,87.073795,36.463
3/27/1980,29307,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.428576,NA,NA,NA,NA,NA,42.886623,NA,NA,NA,NA,NA,NA,NA,NA,85.941404,36.49922
3/28/1980,29308,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.301058,NA,NA,NA,NA,NA,42.727883,NA,NA,NA,NA,NA,NA,NA,NA,85.863997,36.97035
3/31/1980,29311,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.793686,NA,NA,NA,NA,NA,42.265132,NA,NA,NA,NA,NA,NA,NA,NA,85.820103,37.10381
4/1/1980,29312,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.367666,NA,NA,NA,NA,NA,42.037855,NA,NA,NA,NA,NA,NA,NA,NA,85.001724,37.11725
4/2/1980,29313,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8113,NA,NA,NA,NA,NA,42.616757,NA,NA,NA,NA,NA,NA,NA,NA,85.742224,37.28032
4/3/1980,29314,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.539253,NA,NA,NA,NA,NA,42.586722,NA,NA,NA,NA,NA,NA,NA,NA,85.260566,37.39922
4/4/1980,29315,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.342238,NA,NA,NA,NA,NA,42.597531,NA,NA,NA,NA,NA,NA,NA,NA,85.294804,37.43947
4/7/1980,29318,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.557516,NA,NA,NA,NA,NA,42.630019,NA,NA,NA,NA,NA,NA,NA,NA,85.329042,37.45287
4/8/1980,29319,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.006141,NA,NA,NA,NA,NA,43.011388,NA,NA,NA,NA,NA,NA,NA,NA,86.744763,38.15683
4/9/1980,29320,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.217518,NA,NA,NA,NA,NA,44.523039,NA,NA,NA,NA,NA,NA,NA,NA,87.565675,38.24507
4/10/1980,29321,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.641043,NA,NA,NA,NA,NA,44.587012,NA,NA,NA,NA,NA,NA,NA,NA,88.35071,38.24316
4/11/1980,29322,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.554148,NA,NA,NA,NA,NA,45.149132,NA,NA,NA,NA,NA,NA,NA,NA,88.970954,38.28343
4/14/1980,29325,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.722763,NA,NA,NA,NA,NA,45.476555,NA,NA,NA,NA,NA,NA,NA,NA,89.578552,38.88705
4/15/1980,29326,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.732953,NA,NA,NA,NA,NA,45.166799,NA,NA,NA,NA,NA,NA,NA,NA,88.635633,39.07054
4/16/1980,29327,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.511712,NA,NA,NA,NA,NA,46.140851,NA,NA,NA,NA,NA,NA,NA,NA,90.313517,39.89012
4/17/1980,29328,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.788642,NA,NA,NA,NA,NA,46.322428,NA,NA,NA,NA,NA,NA,NA,NA,90.664741,39.77769
4/18/1980,29329,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.828143,NA,NA,NA,NA,NA,46.442844,NA,NA,NA,NA,NA,NA,NA,NA,90.429026,39.88263
4/21/1980,29332,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.943422,NA,NA,NA,NA,NA,46.697665,NA,NA,NA,NA,NA,NA,NA,NA,91.10323,40.40628
4/22/1980,29333,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.415969,NA,NA,NA,NA,NA,46.906727,NA,NA,NA,NA,NA,NA,NA,NA,91.104514,40.61021
4/23/1980,29334,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.551487,NA,NA,NA,NA,NA,47.895892,NA,NA,NA,NA,NA,NA,NA,NA,92.405726,40.50627
4/24/1980,29335,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.794009,NA,NA,NA,NA,NA,47.856838,NA,NA,NA,NA,NA,NA,NA,NA,92.334537,40.35982
4/25/1980,29336,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.852207,NA,NA,NA,NA,NA,47.931894,NA,NA,NA,NA,NA,NA,NA,NA,92.07787,40.40009
4/28/1980,29339,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.366359,NA,NA,NA,NA,NA,48.211371,NA,NA,NA,NA,NA,NA,NA,NA,93.252685,40.98836
4/29/1980,29340,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.215809,NA,NA,NA,NA,NA,48.450939,NA,NA,NA,NA,NA,NA,NA,NA,93.180231,41.00177
4/30/1980,29341,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.187067,NA,NA,NA,NA,NA,48.377852,NA,NA,NA,NA,NA,NA,NA,NA,93.239659,41.01521
5/1/1980,29342,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.193552,NA,NA,NA,NA,NA,48.341784,NA,NA,NA,NA,NA,NA,NA,NA,93.638775,41.04901
5/2/1980,29343,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.887503,NA,NA,NA,NA,NA,47.452476,NA,NA,NA,NA,NA,NA,NA,NA,93.699982,41.86487
5/5/1980,29346,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.897334,NA,NA,NA,NA,NA,47.463327,NA,NA,NA,NA,NA,NA,NA,NA,93.736085,41.99562
5/6/1980,29347,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.67149,NA,NA,NA,NA,NA,48.210936,NA,NA,NA,NA,NA,NA,NA,NA,95.3464,42.54138
5/7/1980,29348,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9276,NA,NA,NA,NA,NA,48.524727,NA,NA,NA,NA,NA,NA,NA,NA,95.021765,42.713
5/8/1980,29349,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.064861,NA,NA,NA,NA,NA,48.432677,NA,NA,NA,NA,NA,NA,NA,NA,94.621398,42.20599
5/9/1980,29350,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.769068,NA,NA,NA,NA,NA,48.127465,NA,NA,NA,NA,NA,NA,NA,NA,94.010666,42.24628
5/12/1980,29353,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.231696,NA,NA,NA,NA,NA,48.770706,NA,NA,NA,NA,NA,NA,NA,NA,94.738746,42.21719
5/13/1980,29354,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.512678,NA,NA,NA,NA,NA,48.689856,NA,NA,NA,NA,NA,NA,NA,NA,95.150431,42.52826
5/14/1980,29355,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.600715,NA,NA,NA,NA,NA,48.906084,NA,NA,NA,NA,NA,NA,NA,NA,95.102644,42.45663
5/15/1980,29356,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.649338,NA,NA,NA,NA,NA,48.949289,NA,NA,NA,NA,NA,NA,NA,NA,95.487666,42.26862
5/16/1980,29357,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.671397,NA,NA,NA,NA,NA,48.85255,NA,NA,NA,NA,NA,NA,NA,NA,94.894951,42.13042
5/19/1980,29360,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.559906,NA,NA,NA,NA,NA,48.695,NA,NA,NA,NA,NA,NA,NA,NA,94.743844,41.96405
5/20/1980,29361,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.52104,NA,NA,NA,NA,NA,48.678451,NA,NA,NA,NA,NA,NA,NA,NA,94.980022,42.45096
5/21/1980,29362,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.942219,NA,NA,NA,NA,NA,48.997111,NA,NA,NA,NA,NA,NA,NA,NA,97.114931,42.53363
5/22/1980,29363,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.862528,NA,NA,NA,NA,NA,48.999599,NA,NA,NA,NA,NA,NA,NA,NA,96.874916,42.5477
5/23/1980,29364,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.216376,NA,NA,NA,NA,NA,49.451653,NA,NA,NA,NA,NA,NA,NA,NA,98.09218,42.93829
5/26/1980,29367,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.226439,NA,NA,NA,NA,NA,49.476032,NA,NA,NA,NA,NA,NA,NA,NA,98.12968,42.95238
5/27/1980,29368,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.23807,NA,NA,NA,NA,NA,49.994341,NA,NA,NA,NA,NA,NA,NA,NA,99.119264,42.93399
5/28/1980,29369,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.178236,NA,NA,NA,NA,NA,49.865111,NA,NA,NA,NA,NA,NA,NA,NA,98.331239,42.72249
5/29/1980,29370,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.996106,NA,NA,NA,NA,NA,49.854271,NA,NA,NA,NA,NA,NA,NA,NA,97.980133,42.73659
5/30/1980,29371,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.828385,NA,NA,NA,NA,NA,49.73397,NA,NA,NA,NA,NA,NA,NA,NA,97.897921,42.77884
6/2/1980,29374,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.642503,NA,NA,NA,NA,NA,49.662966,NA,NA,NA,NA,NA,NA,NA,NA,97.223556,42.47711
6/3/1980,29375,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.846098,NA,NA,NA,NA,NA,49.624313,NA,NA,NA,NA,NA,NA,NA,NA,96.260094,42.63741
6/4/1980,29376,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.928911,NA,NA,NA,NA,NA,49.838916,NA,NA,NA,NA,NA,NA,NA,NA,97.3049,42.70741
6/5/1980,29377,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.958042,NA,NA,NA,NA,NA,49.836617,NA,NA,NA,NA,NA,NA,NA,NA,98.048653,42.88931
6/6/1980,29378,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.128822,NA,NA,NA,NA,NA,50.062652,NA,NA,NA,NA,NA,NA,NA,NA,98.449757,43.26004
6/9/1980,29381,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.462532,NA,NA,NA,NA,NA,50.202977,NA,NA,NA,NA,NA,NA,NA,NA,99.480842,43.43295
6/10/1980,29382,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.455991,NA,NA,NA,NA,NA,50.327911,NA,NA,NA,NA,NA,NA,NA,NA,98.358504,43.33513
6/11/1980,29383,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.291825,NA,NA,NA,NA,NA,50.150178,NA,NA,NA,NA,NA,NA,NA,NA,98.288488,43.52969
6/12/1980,29384,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.404912,NA,NA,NA,NA,NA,50.297618,NA,NA,NA,NA,NA,NA,NA,NA,98.953441,43.7459
6/13/1980,29385,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.599379,NA,NA,NA,NA,NA,50.587101,NA,NA,NA,NA,NA,NA,NA,NA,99.89571,43.99028
6/16/1980,29388,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.579747,NA,NA,NA,NA,NA,50.403398,NA,NA,NA,NA,NA,NA,NA,NA,101.830304,43.96109
6/17/1980,29389,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.548218,NA,NA,NA,NA,NA,50.390435,NA,NA,NA,NA,NA,NA,NA,NA,101.310569,43.9174
6/18/1980,29390,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.692335,NA,NA,NA,NA,NA,50.409532,NA,NA,NA,NA,NA,NA,NA,NA,102.011788,43.93147
6/19/1980,29391,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.870946,NA,NA,NA,NA,NA,50.141411,NA,NA,NA,NA,NA,NA,NA,NA,101.66426,43.94554
6/20/1980,29392,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.827607,NA,NA,NA,NA,NA,50.257698,NA,NA,NA,NA,NA,NA,NA,NA,102.043152,43.99864
6/23/1980,29395,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.895889,NA,NA,NA,NA,NA,50.479547,NA,NA,NA,NA,NA,NA,NA,NA,102.592925,43.81062
6/24/1980,29396,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.910033,NA,NA,NA,NA,NA,50.445816,NA,NA,NA,NA,NA,NA,NA,NA,102.025955,43.7453
6/25/1980,29397,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.898734,NA,NA,NA,NA,NA,50.409738,NA,NA,NA,NA,NA,NA,NA,NA,102.234083,43.61143
6/26/1980,29398,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.059854,NA,NA,NA,NA,NA,50.438267,NA,NA,NA,NA,NA,NA,NA,NA,102.43316,43.62552
6/27/1980,29399,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.063187,NA,NA,NA,NA,NA,50.455604,NA,NA,NA,NA,NA,NA,NA,NA,102.408318,43.36461
6/30/1980,29402,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.09659,NA,NA,NA,NA,NA,50.502086,NA,NA,NA,NA,NA,NA,NA,NA,102.40123,43.29932
7/1/1980,29403,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.077126,NA,NA,NA,NA,NA,50.698309,NA,NA,NA,NA,NA,NA,NA,NA,102.660234,43.20633
7/2/1980,29404,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.068855,NA,NA,NA,NA,NA,51.029608,NA,NA,NA,NA,NA,NA,NA,NA,102.896327,43.30879
7/3/1980,29405,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.133447,NA,NA,NA,NA,NA,51.018232,NA,NA,NA,NA,NA,NA,NA,NA,102.880284,43.54018
7/4/1980,29406,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.331532,NA,NA,NA,NA,NA,51.297981,NA,NA,NA,NA,NA,NA,NA,NA,103.077182,43.57314
7/7/1980,29409,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.814687,NA,NA,NA,NA,NA,51.767631,NA,NA,NA,NA,NA,NA,NA,NA,104.418859,43.58411
7/8/1980,29410,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.860764,NA,NA,NA,NA,NA,51.861593,NA,NA,NA,NA,NA,NA,NA,NA,104.058892,43.59508
7/9/1980,29411,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.853381,NA,NA,NA,NA,NA,51.863152,NA,NA,NA,NA,NA,NA,NA,NA,104.457111,43.5416
7/10/1980,29412,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.186809,NA,NA,NA,NA,NA,51.959034,NA,NA,NA,NA,NA,NA,NA,NA,104.670819,43.44865
7/11/1980,29413,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.18949,NA,NA,NA,NA,NA,51.882618,NA,NA,NA,NA,NA,NA,NA,NA,104.815495,43.32568
7/14/1980,29416,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.981216,NA,NA,NA,NA,NA,52.010909,NA,NA,NA,NA,NA,NA,NA,NA,104.697546,43.34915
7/15/1980,29417,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.776396,NA,NA,NA,NA,NA,51.948693,NA,NA,NA,NA,NA,NA,NA,NA,105.049745,43.51604
7/16/1980,29418,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.906126,NA,NA,NA,NA,NA,52.141822,NA,NA,NA,NA,NA,NA,NA,NA,105.447705,43.71001
