,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Australia,Austria,Belgium,Canada,China,Czech Rep.,Denmark,Finland,France,Germany,India,Ireland,Italy,Japan,Mexico,Netherlands,New Zealand,Norway,Poland,Portugal,South Africa,Spain,Sweden,Switzerland,UK,US
11/29/1983,30649,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.165394,NA,NA,NA,0.275867,NA,46.461973,NA,NA,NA,NA,NA,NA,NA,35.295782,92.98382,60.29837
11/30/1983,30650,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.575393,NA,NA,NA,0.278969,NA,47.084913,NA,NA,NA,NA,NA,NA,NA,35.687014,93.730672,60.26128
12/1/1983,30651,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.474599,NA,NA,NA,0.278877,NA,47.008953,NA,NA,NA,NA,NA,NA,NA,35.70528,93.202218,60.24489
12/2/1983,30652,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.318051,NA,NA,NA,0.278339,NA,46.716969,NA,NA,NA,NA,NA,NA,NA,35.54496,92.861002,60.02426
12/5/1983,30655,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.735701,NA,NA,NA,0.275886,NA,46.172835,NA,NA,NA,NA,NA,NA,NA,35.225927,92.124655,60.02557
12/6/1983,30656,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.089557,NA,NA,NA,0.277927,NA,46.442325,NA,NA,NA,NA,NA,NA,NA,35.440098,92.645374,60.04463
12/7/1983,30657,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.035519,NA,NA,NA,0.277772,NA,46.402112,NA,NA,NA,NA,NA,NA,NA,35.299649,92.340578,60.04594
12/8/1983,30658,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.894958,NA,NA,NA,0.277731,NA,46.381206,NA,NA,NA,NA,NA,NA,NA,35.236696,92.233788,59.93495
12/9/1983,30659,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.646688,NA,NA,NA,0.276388,NA,46.115044,NA,NA,NA,NA,NA,NA,NA,35.067253,91.636179,59.97444
12/12/1983,30662,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.469254,NA,NA,NA,0.276186,NA,46.071694,NA,NA,NA,NA,NA,NA,NA,34.962302,91.314279,60.02899
12/13/1983,30663,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.123323,NA,NA,NA,0.276674,NA,45.581612,NA,NA,NA,NA,NA,NA,NA,34.851276,90.487091,59.86478
12/14/1983,30664,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.164819,NA,NA,NA,0.278328,NA,45.365395,NA,NA,NA,NA,NA,NA,NA,34.971115,90.352207,59.78926
12/15/1983,30665,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.15162,NA,NA,NA,0.278308,NA,45.237459,NA,NA,NA,NA,NA,NA,NA,35.000318,90.71765,59.82899
12/16/1983,30666,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.003712,NA,NA,NA,0.27786,NA,45.064014,NA,NA,NA,NA,NA,NA,NA,34.934821,90.317366,60.034
12/19/1983,30669,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.062369,NA,NA,NA,0.277454,NA,45.304414,NA,NA,NA,NA,NA,NA,NA,34.995172,90.747136,60.0708
12/20/1983,30670,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.203854,NA,NA,NA,0.279272,NA,45.366713,NA,NA,NA,NA,NA,NA,NA,35.124301,90.980384,60.10757
12/21/1983,30671,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.037047,NA,NA,NA,0.2794,NA,45.242795,NA,NA,NA,NA,NA,NA,NA,35.002243,91.347438,60.18277
12/22/1983,30672,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.266,NA,NA,NA,0.28073,NA,45.544417,NA,NA,NA,NA,NA,NA,NA,35.046796,92.068551,60.34961
12/23/1983,30673,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.545752,NA,NA,NA,0.281359,NA,45.846547,NA,NA,NA,NA,NA,NA,NA,35.326663,92.507542,60.35069
12/26/1983,30676,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.556979,NA,NA,NA,0.281414,NA,45.868575,NA,NA,NA,NA,NA,NA,NA,35.331648,92.532228,60.36974
12/27/1983,30677,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.568206,NA,NA,NA,0.281469,NA,45.8796,NA,NA,NA,NA,NA,NA,NA,35.336668,92.556937,60.42719
12/28/1983,30678,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.725668,NA,NA,NA,0.28214,NA,46.090126,NA,NA,NA,NA,NA,NA,NA,35.424132,92.859814,60.37234
12/29/1983,30679,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.128382,NA,NA,NA,0.28358,NA,46.456432,NA,NA,NA,NA,NA,NA,NA,35.564412,93.748426,60.40913
12/30/1983,30680,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.237335,NA,NA,NA,0.284334,NA,46.589977,NA,NA,NA,NA,NA,NA,NA,35.586792,94.027876,60.42799
1/2/1984,30683,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.248736,NA,NA,NA,0.284389,NA,46.708071,NA,NA,NA,NA,NA,NA,NA,35.591817,94.054587,60.446
1/3/1984,30684,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.676392,NA,NA,NA,0.283945,NA,46.103033,NA,NA,NA,NA,NA,NA,NA,35.032744,92.538203,60.411
1/4/1984,30685,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.141927,NA,NA,NA,0.281875,NA,45.601938,NA,NA,NA,NA,NA,NA,NA,34.83906,92.065721,60.53699
1/5/1984,30686,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.034555,NA,NA,NA,0.282783,NA,45.464366,NA,NA,NA,NA,NA,NA,NA,34.742293,91.76104,60.61099
1/6/1984,30687,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.766935,NA,NA,NA,0.283045,NA,45.339292,NA,NA,NA,NA,NA,NA,NA,34.666819,91.584239,60.75519
1/9/1984,30690,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.781252,NA,NA,NA,0.284077,NA,45.379993,NA,NA,NA,NA,NA,NA,NA,34.779883,92.019956,60.7178
1/10/1984,30691,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.577621,NA,NA,NA,0.281183,NA,45.215282,NA,NA,NA,NA,NA,NA,NA,34.734395,91.329278,60.8087
1/11/1984,30692,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.136132,NA,NA,NA,0.2797,NA,44.642425,NA,NA,NA,NA,NA,NA,NA,34.49109,90.555224,60.77422
1/12/1984,30693,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.289176,NA,NA,NA,0.279514,NA,44.64236,NA,NA,NA,NA,NA,NA,NA,34.558058,90.69259,60.77184
1/13/1984,30694,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.755967,NA,NA,NA,0.281669,NA,45.079597,NA,NA,NA,NA,NA,NA,NA,34.83812,87.307923,61.31871
1/16/1984,30697,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.002325,NA,NA,NA,0.282194,NA,45.359786,NA,NA,NA,NA,NA,NA,NA,35.013359,87.953205,61.3542
1/17/1984,30698,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.860679,NA,NA,NA,0.280784,NA,45.209165,NA,NA,NA,NA,NA,NA,NA,34.675713,87.442562,61.31973
1/18/1984,30699,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.938574,NA,NA,NA,0.281021,NA,45.100855,NA,NA,NA,NA,NA,NA,NA,34.821625,87.489094,61.24445
1/19/1984,30700,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.420357,NA,NA,NA,0.281631,NA,45.569724,NA,NA,NA,NA,NA,NA,NA,35.002421,87.887257,61.30034
1/20/1984,30701,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.995991,NA,NA,NA,0.281848,NA,45.252075,NA,NA,NA,NA,NA,NA,NA,34.632486,86.624001,61.29904
1/23/1984,30704,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.114933,NA,NA,NA,0.282478,NA,45.394892,NA,NA,NA,NA,NA,NA,NA,34.733586,86.958996,61.33452
1/24/1984,30705,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.024584,NA,NA,NA,0.281653,NA,45.174445,NA,NA,NA,NA,NA,NA,NA,34.632545,86.770267,61.35252
1/25/1984,30706,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.927858,NA,NA,NA,0.281656,NA,45.225674,NA,NA,NA,NA,NA,NA,NA,34.655404,86.814569,61.39096
1/26/1984,30707,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.028906,NA,NA,NA,0.28198,NA,45.473568,NA,NA,NA,NA,NA,NA,NA,34.630387,87.22251,61.40892
1/27/1984,30708,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.826032,NA,NA,NA,0.281871,NA,45.351024,NA,NA,NA,NA,NA,NA,NA,34.467331,87.082786,61.48048
1/30/1984,30711,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.032877,NA,NA,NA,0.281768,NA,45.610594,NA,NA,NA,NA,NA,NA,NA,34.55562,87.697199,61.48094
1/31/1984,30712,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.006852,NA,NA,NA,0.281587,NA,45.51281,NA,NA,NA,NA,NA,NA,NA,34.401232,87.266883,61.46106
2/1/1984,30713,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.481456,NA,NA,NA,0.282267,NA,45.888448,NA,NA,NA,NA,NA,NA,NA,34.720087,87.853229,61.49657
2/2/1984,30714,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.059732,NA,NA,NA,0.282899,NA,46.342034,NA,NA,NA,NA,NA,NA,NA,34.992913,88.887692,61.58746
2/3/1984,30715,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.515031,NA,NA,NA,0.284046,NA,46.763034,NA,NA,NA,NA,NA,NA,NA,35.245119,89.51901,61.60649
2/6/1984,30718,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.463597,NA,NA,NA,0.283828,NA,46.705647,NA,NA,NA,NA,NA,NA,NA,35.104982,89.075561,61.46121
2/7/1984,30719,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.961726,NA,NA,NA,0.282182,NA,46.192282,NA,NA,NA,NA,NA,NA,NA,34.68855,88.050086,61.42383
2/8/1984,30720,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.093524,NA,NA,NA,0.282023,NA,46.37626,NA,NA,NA,NA,NA,NA,NA,34.759152,88.076024,61.45932
2/9/1984,30721,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.639747,NA,NA,NA,0.283923,NA,46.816192,NA,NA,NA,NA,NA,NA,NA,34.986225,88.894192,61.44234
2/10/1984,30722,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.467696,NA,NA,NA,0.282707,NA,46.717374,NA,NA,NA,NA,NA,NA,NA,34.715214,88.668664,61.3127
2/13/1984,30725,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.617304,NA,NA,NA,0.283135,NA,46.718569,NA,NA,NA,NA,NA,NA,NA,34.708923,89.049325,61.3307
2/14/1984,30726,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.727342,NA,NA,NA,0.283112,NA,46.719989,NA,NA,NA,NA,NA,NA,NA,34.848724,89.681491,61.29332
2/15/1984,30727,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.982106,NA,NA,NA,0.28439,NA,47.793755,NA,NA,NA,NA,NA,NA,NA,35.329658,91.169118,61.38965
2/16/1984,30728,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.936968,NA,NA,NA,0.285163,NA,47.977241,NA,NA,NA,NA,NA,NA,NA,35.396195,91.579083,61.39035
2/17/1984,30729,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.857121,NA,NA,NA,0.285353,NA,47.768444,NA,NA,NA,NA,NA,NA,NA,35.424625,91.941056,61.19841
2/20/1984,30732,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.717306,NA,NA,NA,0.284847,NA,47.692796,NA,NA,NA,NA,NA,NA,NA,35.072565,91.788252,61.21767
2/21/1984,30733,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.437118,NA,NA,NA,0.284297,NA,47.421641,NA,NA,NA,NA,NA,NA,NA,35.056182,91.856855,61.25543
2/22/1984,30734,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.182834,NA,NA,NA,0.285616,NA,48.213621,NA,NA,NA,NA,NA,NA,NA,35.491002,92.330395,61.27464
2/23/1984,30735,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.409844,NA,NA,NA,0.28563,NA,48.412302,NA,NA,NA,NA,NA,NA,NA,35.581985,93.091171,60.94859
2/24/1984,30736,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.896525,NA,NA,NA,0.285752,NA,48.876675,NA,NA,NA,NA,NA,NA,NA,35.750388,93.57887,61.179
2/27/1984,30739,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.847384,NA,NA,NA,0.285795,NA,49.024566,NA,NA,NA,NA,NA,NA,NA,35.809624,93.848665,61.06262
2/28/1984,30740,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.499754,NA,NA,NA,0.285563,NA,49.560927,NA,NA,NA,NA,NA,NA,NA,35.976441,95.414429,60.9863
2/29/1984,30741,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.64192,NA,NA,NA,0.285768,NA,49.742695,NA,NA,NA,NA,NA,NA,NA,35.935969,95.248716,61.15967
3/1/1984,30742,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.485111,NA,NA,NA,0.285905,NA,49.548641,NA,NA,NA,NA,NA,NA,NA,35.821594,94.818565,61.04327
3/2/1984,30743,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.635812,NA,NA,NA,0.290937,NA,49.725953,NA,NA,NA,NA,NA,NA,NA,36.08112,94.714349,61.25523
3/5/1984,30746,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.096413,NA,NA,NA,0.299962,NA,50.308479,NA,NA,NA,NA,NA,NA,NA,36.775228,95.587291,61.1974
3/6/1984,30747,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.753197,NA,NA,NA,0.30144,NA,50.724899,NA,NA,NA,NA,NA,NA,NA,36.97524,96.000132,61.17964
3/7/1984,30748,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.671994,NA,NA,NA,0.302201,NA,50.864735,NA,NA,NA,NA,NA,NA,NA,36.847298,95.236673,60.94612
3/8/1984,30749,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.077767,NA,NA,NA,0.300744,NA,50.198687,NA,NA,NA,NA,NA,NA,NA,36.461417,93.934925,60.90988
3/9/1984,30750,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.223639,NA,NA,NA,0.301199,NA,50.357227,NA,NA,NA,NA,NA,NA,NA,36.52916,94.124525,60.90909
3/12/1984,30753,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0326,NA,NA,NA,0.301254,NA,50.041718,NA,NA,NA,NA,NA,NA,NA,36.417649,94.152984,60.92831
3/13/1984,30754,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.409553,NA,NA,NA,0.302489,NA,50.415936,NA,NA,NA,NA,NA,NA,NA,36.752198,95.183866,60.94754
3/14/1984,30755,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.52193,NA,NA,NA,0.301445,NA,50.578343,NA,NA,NA,NA,NA,NA,NA,36.688455,95.054341,60.84967
3/15/1984,30756,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.281508,NA,NA,NA,0.301367,NA,50.365032,NA,NA,NA,NA,NA,NA,NA,36.535107,94.880589,60.89046
3/16/1984,30757,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.550577,NA,NA,NA,0.300827,NA,49.615719,NA,NA,NA,NA,NA,NA,NA,36.256646,93.955061,60.94823
3/19/1984,30760,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.39,NA,NA,NA,0.300391,NA,49.558852,NA,NA,NA,NA,NA,NA,NA,36.112259,93.597541,60.81335
3/20/1984,30761,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.202503,NA,NA,NA,0.299912,NA,49.339825,NA,NA,NA,NA,NA,NA,NA,36.057752,93.171961,60.71545
3/21/1984,30762,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.891118,NA,NA,NA,0.298361,NA,49.117139,NA,NA,NA,NA,NA,NA,NA,35.959876,92.7006,60.7162
3/22/1984,30763,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.16694,NA,NA,NA,0.299014,NA,49.363313,NA,NA,NA,NA,NA,NA,NA,36.024143,92.806806,60.59982
3/23/1984,30764,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.339921,NA,NA,NA,0.300081,NA,49.4347,NA,NA,NA,NA,NA,NA,NA,36.076978,93.339694,60.6761
3/26/1984,30767,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.775732,NA,NA,NA,0.301442,NA,49.86519,NA,NA,NA,NA,NA,NA,NA,36.270346,93.854754,60.69531
3/27/1984,30768,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.332187,NA,NA,NA,0.303911,NA,50.376545,NA,NA,NA,NA,NA,NA,NA,36.580851,94.62559,60.73611
3/28/1984,30769,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.958976,NA,NA,NA,0.301627,NA,50.069542,NA,NA,NA,NA,NA,NA,NA,35.822544,94.068903,60.83243
3/29/1984,30770,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.068334,NA,NA,NA,0.303153,NA,50.367584,NA,NA,NA,NA,NA,NA,NA,36.308292,94.185966,60.88864
3/30/1984,30771,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.150116,NA,NA,NA,0.30286,NA,50.36522,NA,NA,NA,NA,NA,NA,NA,36.275409,93.888703,60.75528
4/2/1984,30774,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.914901,NA,NA,NA,0.303082,NA,50.130891,NA,NA,NA,NA,NA,NA,NA,36.302023,93.294572,60.7744
4/3/1984,30775,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.76153,NA,NA,NA,0.303126,NA,49.976934,NA,NA,NA,NA,NA,NA,NA,36.193398,92.808815,60.55338
4/4/1984,30776,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.652645,NA,NA,NA,0.3022,NA,49.886075,NA,NA,NA,NA,NA,NA,NA,36.085352,92.911054,60.49838
4/5/1984,30777,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.659318,NA,NA,NA,0.301801,NA,49.908128,NA,NA,NA,NA,NA,NA,NA,35.971334,93.281341,60.55307
4/6/1984,30778,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.648719,NA,NA,NA,0.301517,NA,49.792244,NA,NA,NA,NA,NA,NA,NA,35.982731,93.006602,60.98103
4/9/1984,30781,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.700361,NA,NA,NA,0.301274,NA,49.905986,NA,NA,NA,NA,NA,NA,NA,36.0637,93.285143,61.03867
4/10/1984,30782,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.612116,NA,NA,NA,0.301213,NA,49.745169,NA,NA,NA,NA,NA,NA,NA,36.069065,93.257686,61.01924
4/11/1984,30783,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.96102,NA,NA,NA,0.30595,NA,50.060399,NA,NA,NA,NA,NA,NA,NA,36.208346,93.793342,61.05612
4/12/1984,30784,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.81717,NA,NA,NA,0.304088,NA,49.888552,NA,NA,NA,NA,NA,NA,NA,35.993541,93.226023,61.26201
4/13/1984,30785,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.794541,NA,NA,NA,0.304047,NA,49.83871,NA,NA,NA,NA,NA,NA,NA,36.05823,93.078089,61.02293
4/16/1984,30788,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.521348,NA,NA,NA,0.302662,NA,49.540268,NA,NA,NA,NA,NA,NA,NA,35.836645,92.245389,60.91162
4/17/1984,30789,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.449144,NA,NA,NA,0.303085,NA,49.478822,NA,NA,NA,NA,NA,NA,NA,35.771889,92.295509,61.06119
4/18/1984,30790,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.385626,NA,NA,NA,0.303209,NA,49.434021,NA,NA,NA,NA,NA,NA,NA,35.753645,91.996167,60.85794
4/19/1984,30791,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.274614,NA,NA,NA,0.303373,NA,49.234489,NA,NA,NA,NA,NA,NA,NA,35.742887,91.947112,60.72882
4/20/1984,30792,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.287359,NA,NA,NA,0.303545,NA,49.248756,NA,NA,NA,NA,NA,NA,NA,35.748238,91.97473,60.78621
4/23/1984,30795,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.300115,NA,NA,NA,0.303602,NA,49.291783,NA,NA,NA,NA,NA,NA,NA,35.753553,92.002371,60.78754
4/24/1984,30796,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.831111,NA,NA,NA,0.302458,NA,48.860903,NA,NA,NA,NA,NA,NA,NA,35.405717,91.413571,60.86
4/25/1984,30797,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.833291,NA,NA,NA,0.30257,NA,48.904512,NA,NA,NA,NA,NA,NA,NA,35.316731,91.657858,60.91763
4/26/1984,30798,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.570883,NA,NA,NA,0.302111,NA,48.695056,NA,NA,NA,NA,NA,NA,NA,35.330276,91.242133,60.99309
4/27/1984,30799,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.399941,NA,NA,NA,0.300902,NA,48.543276,NA,NA,NA,NA,NA,NA,NA,35.213287,91.117693,60.80737
4/30/1984,30802,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.08729,NA,NA,NA,0.300241,NA,48.368291,NA,NA,NA,NA,NA,NA,NA,34.977451,90.490298,60.73459
5/1/1984,30803,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.95128,NA,NA,NA,0.300111,NA,48.070605,NA,NA,NA,NA,NA,NA,NA,34.998035,90.482514,60.77147
5/2/1984,30804,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.89197,NA,NA,NA,0.299572,NA,48.101688,NA,NA,NA,NA,NA,NA,NA,34.942721,90.486052,60.69868
5/3/1984,30805,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.22807,NA,NA,NA,0.300203,NA,48.525406,NA,NA,NA,NA,NA,NA,NA,34.985234,91.089484,60.68224
5/4/1984,30806,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.941114,NA,NA,NA,0.299282,NA,48.377928,NA,NA,NA,NA,NA,NA,NA,34.853902,86.572833,60.36903
5/7/1984,30809,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.882809,NA,NA,NA,0.299339,NA,48.335976,NA,NA,NA,NA,NA,NA,NA,34.940491,86.597436,60.23991
5/8/1984,30810,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.983142,NA,NA,NA,0.296201,NA,47.475664,NA,NA,NA,NA,NA,NA,NA,34.559459,84.747117,60.2946
5/9/1984,30811,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.303825,NA,NA,NA,0.296594,NA,47.712503,NA,NA,NA,NA,NA,NA,NA,34.627609,85.381422,60.10916
5/10/1984,30812,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.10144,NA,NA,NA,0.295968,NA,47.540693,NA,NA,NA,NA,NA,NA,NA,34.455023,84.830555,60.0927
5/11/1984,30813,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.102943,NA,NA,NA,0.294638,NA,47.330512,NA,NA,NA,NA,NA,NA,NA,34.393427,84.507794,59.74098
5/14/1984,30816,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.353188,NA,NA,NA,0.293597,NA,47.546711,NA,NA,NA,NA,NA,NA,NA,34.459389,84.745742,59.5585
5/15/1984,30817,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.472435,NA,NA,NA,0.292636,NA,47.667829,NA,NA,NA,NA,NA,NA,NA,34.506621,84.739556,59.73599
5/16/1984,30818,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.599774,NA,NA,NA,0.293288,NA,48.005813,NA,NA,NA,NA,NA,NA,NA,34.641435,85.403983,59.89151
5/17/1984,30819,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.338531,NA,NA,NA,0.291421,NA,47.921474,NA,NA,NA,NA,NA,NA,NA,34.58701,85.59987,59.65654
5/18/1984,30820,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.97719,NA,NA,NA,0.289603,NA,47.416588,NA,NA,NA,NA,NA,NA,NA,34.465328,84.513365,59.87427
5/21/1984,30823,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.245684,NA,NA,NA,0.289928,NA,47.694547,NA,NA,NA,NA,NA,NA,NA,34.609681,84.706004,59.9731
5/22/1984,30824,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.48467,NA,NA,NA,0.289687,NA,47.927773,NA,NA,NA,NA,NA,NA,NA,34.662251,84.313627,59.79793
5/23/1984,30825,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.388253,NA,NA,NA,0.291446,NA,47.843338,NA,NA,NA,NA,NA,NA,NA,34.6303,83.874444,59.75819
5/24/1984,30826,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.517285,NA,NA,NA,0.291743,NA,47.502892,NA,NA,NA,NA,NA,NA,NA,34.688157,82.849911,59.44449
5/25/1984,30827,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.816748,NA,NA,NA,0.29046,NA,47.838217,NA,NA,NA,NA,NA,NA,NA,34.862567,82.979322,59.38515
5/28/1984,30830,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.82689,NA,NA,NA,0.290517,NA,47.880091,NA,NA,NA,NA,NA,NA,NA,34.780996,83.003521,59.40524
5/29/1984,30831,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.791977,NA,NA,NA,0.291521,NA,47.838864,NA,NA,NA,NA,NA,NA,NA,34.704424,83.298272,59.05061
5/30/1984,30832,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.620766,NA,NA,NA,0.289896,NA,47.762609,NA,NA,NA,NA,NA,NA,NA,34.639558,83.051314,58.79674
5/31/1984,30833,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.700892,NA,NA,NA,0.289745,NA,47.849835,NA,NA,NA,NA,NA,NA,NA,34.684934,83.470981,58.99315
6/1/1984,30834,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.904695,NA,NA,NA,0.287908,NA,48.089296,NA,NA,NA,NA,NA,NA,NA,34.689462,84.023038,59.76199
6/4/1984,30837,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.015501,NA,NA,NA,0.296229,NA,49.329755,NA,NA,NA,NA,NA,NA,NA,35.139372,85.414389,60.01823
6/5/1984,30838,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.77398,NA,NA,NA,0.295371,NA,48.910278,NA,NA,NA,NA,NA,NA,NA,35.131185,85.134097,60.09813
6/6/1984,30839,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.916061,NA,NA,NA,0.295029,NA,49.007158,NA,NA,NA,NA,NA,NA,NA,35.166169,85.55494,59.94188
6/7/1984,30840,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.532803,NA,NA,NA,0.292822,NA,48.57717,NA,NA,NA,NA,NA,NA,NA,34.884666,84.77603,59.80452
