Country,Year,Government Stability,Socioeconomic Conditions,Investment Profile,Internal Conflict,External Conflict,Corruption,Military in Politics,Religious Tensions,Law and Order,Ethnic Tensions,Democratic Accountability,Bureaucracy Quality         
Dominican Republic,1986,5.33,4,4,7,9,3,2,5,3,4,3.67,2
Dominican Republic,1987,4.67,4,3.75,7,9,3,2,5,3,4,4,2
Dominican Republic,1988,4,4,4,7,9,3,2,5,3,4,4,2
Dominican Republic,1989,4,4,4,7,9,3,2,5,3,4,4,2
Dominican Republic,1990,4.5,5,4.75,7,9,3,2,5,3,4,4,2
Dominican Republic,1991,5,4.42,5,7,9,3,2,5,3,4,4,2
Dominican Republic,1992,4.33,4.5,5,7.08,9.08,3,2,5,3,4,4,2
Dominican Republic,1993,5.5,5.75,5,8.5,10.67,3,2.5,5,3.5,4,4,2
Dominican Republic,1994,5.17,6,5,9,12,3,3,5,4,4,4,2
Dominican Republic,1995,5.92,6,5.92,9.92,12,3,3,5,4,4,4,2
Dominican Republic,1996,7.17,5.83,6,10,12,3.33,3,5,4,4,4,2
Dominican Republic,1997,10,5.42,8.08,9.17,12,4,3,5,4,4,4,1.58
Dominican Republic,1998,9.58,5,11,9,11.92,4,3,5,4,4,4,1
Dominican Republic,1999,9.42,5,11,8.83,11,4,3,5,4,4,4,1
Dominican Republic,2000,10.25,5,11,8.58,10.83,4,3,5,4,3.67,4.58,1
Dominican Republic,2001,10.96,5.33,9.04,9.46,10.75,3.67,3,5,3.33,4,5,1
Dominican Republic,2002,10.04,5.5,8.54,9.42,11,2,3,5,2,4,5,1
Dominican Republic,2003,8.58,5.08,8.42,9.5,10.63,2,3,5,2,4,5,1
Dominican Republic,2004,7.21,3.42,7.96,9.75,9.63,2,3,5,2,4,5,1
Dominican Republic,2005,7.75,3.46,9.04,10.58,10,2,3,5,2,4.92,5,1
Dominican Republic,2006,8.33,3.88,9.5,11,10,2,3,5,2.21,5,5,1
Dominican Republic,2007,8.75,4,9.5,11,10,2,3,5,2.5,5,5,1
Dominican Republic,2008,8.71,4,9.5,11,10,2,3,5,2.5,5,5,1
Dominican Republic,2009,8.63,4,9.5,11,10,2,3,5,2.5,5,5,1
Dominican Republic,2010,8.5,4,9.5,11,10,2,3,5,2.5,5,5,1
Dominican Republic,2011,8,4,9.5,10.75,10,2,3,5,2.5,5,5,1
Dominican Republic,2012,7.83,4,9.25,10.5,10,1.67,3,5,2.5,5,5,1
Dominican Republic,2013,8.29,4.13,9,10.5,10,1.5,3,5,2.5,5,5,1
East Germany,1984,8.29,8,9,10,9.71,5,3,3,5,6,5,2
East Germany,1985,9,7.67,8.17,10,10,5,3,3.83,5,6,5,2
East Germany,1986,7.67,7.92,7.58,10,10,5,3,4,5,6,5,2
East Germany,1987,6.5,7.08,7,10,10,5,3,4,5,6,5,2
East Germany,1988,6.08,7,7,10,11.17,5,3.58,4.5,5,6,5,2
East Germany,1989,5.25,5.92,6.5,10,12,5,4,5,5,6,4.83,2
East Germany,1990,5.67,5.44,4.11,10,12,5.56,5.56,5,5,6,4,2
East Germany,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Germany,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ecuador,1984,6.67,4.75,4.83,11,8.17,3,4.58,4,4,3.5,4,2
Ecuador,1985,7,4,4,11,7.08,3,5,4,4,4,4,2
Ecuador,1986,6.58,3.25,4,11,7,3,4.33,4,4,4,4,2
Ecuador,1987,4.75,4.17,4.25,11,7,3,3.83,4,4,4,4,2
Ecuador,1988,4.92,4.83,5.08,11,7,3,3,4,4,4,4,2
Ecuador,1989,5,4.17,5,11,7,3,3,4,4,4,4,2
Ecuador,1990,5,5.42,5.58,10.5,7.67,3,3,4,4,4,4,2
Ecuador,1991,5.58,5.92,5.83,10,9,3,3,4,4,4,4,2
Ecuador,1992,6.17,5.17,5.5,9.83,9.08,3,3,4.08,4,4,4,2
Ecuador,1993,7,6,6,8,10,3,3,5,4,4,4,2
Ecuador,1994,5.75,6,5,9,10,3,3,5,4,4,4,2
Ecuador,1995,5.17,5.17,4.92,9,8.5,3,3,5,4,4,4,2
Ecuador,1996,7.67,4,4,9.33,8.42,3.42,3,5,4,4,4,2
Ecuador,1997,8.58,3.17,5.75,10,9.42,3.42,2.92,5,4,4,4,2
Ecuador,1998,9.75,3,7.17,9.75,10,3,3,5,3.33,4,4,2
Ecuador,1999,9,3,6.25,7.42,11,3,3,5,3,3.58,4,2
Ecuador,2000,9.42,3,3.5,6.75,10.67,3,2.08,5,3,3,4,2
Ecuador,2001,8.25,3.67,6.92,7.67,10,2.75,2,5,3,3.13,4,2
Ecuador,2002,7.13,4,6.75,7.04,10.46,1.63,2,5,3,3.5,4,2
Ecuador,2003,6.5,4.25,6,7.67,10.83,3,1.54,5,3,3.5,4,2
Ecuador,2004,5.63,4.5,5.71,8.5,11,3,1.5,5,3,3.5,4,2
Ecuador,2005,6.88,4.5,5.5,8.21,10.88,3,1.5,5,2.63,3.5,4,2
Ecuador,2006,5.04,4.5,4.54,8,10.38,3,1.5,5,2.5,3.5,4,2
Ecuador,2007,7.04,4.5,4,8,9.54,3,1.5,5,2.5,3.5,4.54,2
Ecuador,2008,7.46,4.5,3.75,8,8.58,3,1.5,5,2.5,3.5,4.25,2
Ecuador,2009,7.71,4.5,3.5,8.13,8.58,3,1.5,5,2.5,3.5,3.96,2
Ecuador,2010,6.88,4.67,3.25,8.5,9.04,2.63,1.5,5,2.5,3.5,3.5,2
Ecuador,2011,5.92,5,3.04,8,9.5,2.5,1.5,5,2.5,3.5,3.5,2
Ecuador,2012,6.17,5,5.5,8.21,9.5,2.5,1.5,5,2.5,3.5,3.5,2
Ecuador,2013,8.04,5.13,5.88,8.5,9.5,2.5,1.5,5,2.5,3.5,3.5,2
Egypt,1984,7.83,6,6.25,7,7.08,1.67,2,2,2.67,4,3.83,1
Egypt,1985,7.17,5.67,5.67,7,7,2,2,2,3,4,4,2
Egypt,1986,3.92,3.58,4.08,6.08,7,2,1.25,2,3,3.08,4,2
Egypt,1987,5.42,3.5,4,6.33,7,2,1,2,3,3,4,2
Egypt,1988,6,3.42,3.83,5.75,7.75,2,1,2,2,3,4,2
Egypt,1989,7.25,3.33,2.33,5,9.5,2,2.58,2.75,2,3,4,2
Egypt,1990,8.42,4.5,2.42,5.75,8.83,2,3,3,2,3,4.67,2
Egypt,1991,9,5.33,4.17,4.92,7.5,2,3,2.83,2,3,5,2
Egypt,1992,8.83,5.25,6.33,7.75,10.17,3.08,3,2.5,2.5,2.75,4,2
Egypt,1993,7.33,6,7,8.92,12,4,3,2,2.92,5,4,2
Egypt,1994,6.92,6,7,9.58,12,4,3,2,3.92,6,4,2
Egypt,1995,6.42,6,7,9.42,11.17,3.83,3,2,4,6,3.92,2
Egypt,1996,6.08,5.83,7,8.67,9.58,2.08,3,2,4,6,3,2
Egypt,1997,9.5,5.33,7.83,8.33,9.42,2,3,2,4,6,2.58,2
Egypt,1998,11,6,9,7.25,9.75,2,3,2,4,6,2,2
Egypt,1999,11,6,9.58,8,9,2,3,2,4,6,2,2
Egypt,2000,11,6,10,8,9,2,3,2,4,6,2,2
Egypt,2001,10.25,5.67,8.96,8.79,11,1.96,3,2.04,4,6,2,2
Egypt,2002,10,5.5,7,9.58,10.42,1.5,3,2.5,4,6,2,2
Egypt,2003,10,5.5,6.5,10.25,10.25,1.5,3,2.75,4,6,2,2
Egypt,2004,10,5.5,6.5,10.25,10.5,1.5,3,3,4,6,2,2
Egypt,2005,10,5.5,6.5,8.96,10.5,1.5,3,3,4,6,2.08,2
Egypt,2006,10,5.33,6.5,8.29,10.5,1.75,3,3,4,6,2.29,2
Egypt,2007,9.75,5,6.5,8.46,10.5,2,3,3,3.96,5.33,2,2
Egypt,2008,9.04,4.88,6.5,8.46,10.04,2,3,3,3.5,5,2,2
Egypt,2009,8.5,4.88,6.5,8.5,10,2,3,3,3.5,5,2,2
Egypt,2010,8.29,5,6.5,7.92,10,2,2.96,3,3.5,5,1.96,2
Egypt,2011,5.96,5,6.08,7,9.54,2,1.67,2.5,3.04,5,1.5,2
Egypt,2012,5.92,4.67,6,7.13,9.33,2,1.25,2.5,2.88,5,1.5,2
Egypt,2013,5.21,3.63,6,5.88,9,2,1,2.5,3,5,1.54,2
El Salvador,1984,3.33,4.33,4.75,0.58,4.33,2,1.42,4,1,5,1.5,0
El Salvador,1985,5.17,4,4,0.5,4,2,2,4,1,5,2,0
El Salvador,1986,4.25,3.75,4,0,4,2,2,4,1,5,2,0
El Salvador,1987,3.33,3,3.17,0,4,2,2,4,1,5,2,0
El Salvador,1988,3.42,3,3,0.25,4,2,2,4,1,5,2,0
El Salvador,1989,3,3,3,1,7.58,2,2,4,1,5,2,0
El Salvador,1990,3.75,3,3,1,9,2,2,4,1,5,2,0
El Salvador,1991,4,3,3,1.92,9,2,2,4,1,5,2,0
El Salvador,1992,4.5,4.58,4.33,6,9.08,2.17,2.08,4.08,1.25,5,2,0
El Salvador,1993,5.42,5.83,5,8.5,11.67,3,2.25,5,3.17,5,2.83,0
El Salvador,1994,6.42,6.67,5.25,9,12,3,2,5.75,3.25,5.75,3.17,0.17
El Salvador,1995,7,7,6,10.17,12,3,2.58,6,3,6,4,1
El Salvador,1996,7,6.83,6,10,12,3,3,6,3,6,4,1
El Salvador,1997,7.08,6,7.67,10,12,3.67,3,6,3,6,4,1.42
El Salvador,1998,9,5.67,10,10,12,4,3,6,3,6,4,2
El Salvador,1999,9.75,4,10,9.25,12,4,3,6,3,6,4,2
El Salvador,2000,9.67,4,9.25,8.25,12,4,3,6,3,6,4,2
El Salvador,2001,9.25,4,9.79,10.04,11.67,3.75,3,6,3,6,4,2
El Salvador,2002,8.75,4.5,5.79,9.58,11,2.5,3,6,2.5,6,4,2
El Salvador,2003,7.79,4.5,6,9.5,10.83,2.5,3,6,2.5,6,4,2
El Salvador,2004,9.13,4.5,7.71,9.38,9.92,2.5,3,6,2.88,6,4.75,2
El Salvador,2005,8.88,4.5,8,9,9.5,2.5,3,6,2.75,6,5,2
El Salvador,2006,8.5,4.5,8,9,10.17,2.5,3,6,2.29,6,5,2
El Salvador,2007,8,4.5,8,9,10.5,2.5,3,6,1.5,6,5,2
El Salvador,2008,8.5,4.5,8,9.46,10.5,2.5,2.88,6,1.5,6,5,2
El Salvador,2009,8.71,4.5,8,9.5,10.5,2.5,2.5,6,1.5,6,5,2
El Salvador,2010,10,4.5,8,9.5,10.5,2.5,2.5,6,1.5,6,5,2
El Salvador,2011,9.92,4.5,8,9.5,10.5,2.5,2.5,6,1.83,6,5,2
El Salvador,2012,8.75,4.5,8,9.5,10.5,2.17,2.5,6,2,6,5,2
El Salvador,2013,8.5,4.5,8,9.5,10.5,2,2.5,6,2,6,5,2
Estonia,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1999,10,5,9,11,10,5,5,5,4,3,5,3
Estonia,2000,10,5.25,9,11,10,5,5,5,4,3,5,3
Estonia,2001,9.21,6.58,9.96,11,10.75,4.42,5,5,4,2.92,5,2.67
Estonia,2002,8.38,6.67,10,11.17,11,3,5,5,4,2.5,5,2.5
Estonia,2003,8,7,10,11.5,11,3,5,5,4,2.5,5,2.5
Estonia,2004,8.38,7,10,11.5,11,3,5,5,4,2.5,5,2.5
Estonia,2005,8.38,7,10,11.5,11,3,5,5,4,2.5,5,2.5
Estonia,2006,9.04,7.46,10.46,11.5,11,3,5,5,4,2.5,5,2.5
Estonia,2007,9.13,8.5,10.5,11.5,10.17,3,5,5,4,2.5,5.38,2.5
Estonia,2008,8.79,8.33,10.5,11.5,10,3,5,5,4,2.5,5.5,2.5
Estonia,2009,8.13,6.67,10.5,11,10,3,5,5,4,2.5,5.5,2.5
Estonia,2010,7.67,5.25,10.5,11,10,3,5,5,4,2.5,5.5,2.5
Estonia,2011,8,6.46,10.42,11,10,3,5,5,4,2.5,5.5,2.5
Estonia,2012,7.29,6,9.5,10.63,10,3.33,5,5,4,2.5,5.5,2.5
Estonia,2013,6.08,6.92,9.5,11,10.25,3.5,5,5,4,2.5,5.5,2.5
Ethiopia,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,1985,5,2.33,1.08,3,5.42,3,2,4,3,3,1,0
Ethiopia,1986,5,2,1,3,5,3,2,4,3,3,1,0
Ethiopia,1987,5,2,1.83,3,5,3,2,4,3,3,1,0
Ethiopia,1988,5,2.92,2.58,3,5,3,2,4,3,3,1,0
Ethiopia,1989,3.83,2.83,4,2.92,5,3,2,4,2.92,2.67,1.08,0
Ethiopia,1990,1.67,2,3.58,0.25,5,3,2,4,2,1,2,0
Ethiopia,1991,1.5,2,3.42,0.5,4,2.83,1.33,4,0.83,1,1.83,0
Ethiopia,1992,1.83,2,2,0.58,7,1.75,0,4,0,0.58,2,0
Ethiopia,1993,3.67,3,2,5,10.17,2,0.67,4.33,2,2.33,3,0
Ethiopia,1994,5.83,3.25,2,9.67,12,2,1,5,3.75,4.58,3,0
Ethiopia,1995,6.75,4.25,3.25,10,12,2,1,5,4.58,4.58,3,0.58
Ethiopia,1996,8.17,5,5.33,10,10.67,2,1,5,5,4,3,1
Ethiopia,1997,9.67,5,8.25,9.42,9.17,2,1,5,5,4,3.42,1
Ethiopia,1998,11,5,10,8.25,6.58,2,1,5,5,4,4,1
Ethiopia,1999,11,4.08,10,8.83,4,2,1,5,5,3.33,4,1
Ethiopia,2000,11.58,4,10,9,5.75,2,1,5,5,3,4,1
Ethiopia,2001,9.38,4.67,6.75,8.38,7.29,2,1,5,5,3,4,1
Ethiopia,2002,7.42,4.79,7,7.67,6.5,2,1,5,5,3,4,1
Ethiopia,2003,6.83,2.17,7,7.92,8.29,2,1,5,5,2.54,4,1
Ethiopia,2004,7.42,2,7,8.63,7.54,2,1,5,5,2.5,4,1
Ethiopia,2005,7.71,2,7,7.42,7.21,2,1,5,5,2.5,4,1
Ethiopia,2006,8.46,2,7,7.5,5.42,2,1,5,5,2.5,4.17,1
Ethiopia,2007,8.5,2,7,7.13,5.38,2,1,5,4.71,2.5,4.5,1.17
Ethiopia,2008,8.25,2,7,7,5.75,2,1,5,4.5,2.5,4,1.5
Ethiopia,2009,7.67,2,6.54,7,7.58,2,1,5,4.5,2.5,3.5,1.5
Ethiopia,2010,7.79,2,6.08,6.83,7,2,1,5,4.5,2.5,3.13,1.5
Ethiopia,2011,8.13,2,6.5,6.75,7,2,1,4.17,4.5,2.5,2.88,1.5
Ethiopia,2012,7.5,2,6.5,6.5,7,1.67,1,4,4.5,2.5,2.5,1.5
Ethiopia,2013,6.96,2,6.5,6.5,7.08,1.83,1,4,4.5,2.5,2.5,1.5
Finland,1984,10,9.75,10.33,12,12,6,6,6,6,6,6,4
Finland,1985,10,8,10,12,12,6,6,6,6,6,6,4
Finland,1986,9.67,7.75,9.58,12,12,6,6,6,6,6,6,4
Finland,1987,10,8.58,9.83,12,12,6,6,6,6,6,6,4
Finland,1988,9.17,8.33,8.5,12,12,6,6,6,6,6,6,4
Finland,1989,9,8,8,12,12,6,6,6,6,6,6,4
Finland,1990,8.25,7.5,7.75,12,12,6,6,6,6,6,6,4
Finland,1991,8,6.75,6.08,12,12,6,6,6,6,6,6,4
Finland,1992,6.5,6.17,5.33,12,12,6,6,6,6,6,6,4
Finland,1993,6.33,6,5,12,12,6,6,6,6,6,6,4
Finland,1994,7,6,5.08,12,12,6,6,6,6,6,6,4
Finland,1995,7.25,7.25,6.5,12,12,6,6,6,6,6,6,4
Finland,1996,8.17,6.42,6.25,12,11.83,6,6,6,6,6,6,3.75
Finland,1997,9.33,7,8.08,12,11.67,6,6,6,6,6,6,3.71
Finland,1998,9.83,7.25,10,12,12,6,6,6,6,6,6,4
Finland,1999,9.08,8.67,10,12,12,6,6,6,6,6,6,4
Finland,2000,10.75,9.33,9.17,12,12,6,6,6,6,6,6,4
Finland,2001,9.83,9.67,11.17,12,11.67,6,6,6,6,6,6,4
Finland,2002,9.79,9.5,12,11.83,11.5,6,6,6,6,6,6,4
Finland,2003,9.46,9.5,12,11,11.5,6,6,6,6,6,6,4
Finland,2004,9.5,9.5,12,11,11.5,6,6,6,6,6,6,4
Finland,2005,9.5,9.5,12,11,11.5,6,6,6,6,6,6,4
Finland,2006,9.33,9.5,12,11.13,11.5,6,6,6,6,6,6,4
Finland,2007,9.17,9.5,12,11.5,11.5,6,6,6,6,6,6,4
Finland,2008,9.13,9,12,11,11.5,6,6,6,6,6,6,4
Finland,2009,9.42,8.46,12,11,11.5,6,6,6,6,6,6,4
Finland,2010,8.92,8.67,12,11,11.5,6,6,6,6,6,6,4
Finland,2011,7.67,9,11.71,11,11.5,6,6,6,6,6,6,4
Finland,2012,7.46,8.92,10.42,11,11.5,5.67,6,6,6,6,6,4
Finland,2013,6.54,8.5,10.5,10.75,11.5,5.5,6,6,6,6,6,4
France,1984,7.58,7.33,6.67,11,12,6,6,5.58,5,4.67,5.75,4
France,1985,7.58,8,8.25,9.42,10,6,5.75,5,5,4,5,4
France,1986,7.67,8,8.17,9.67,10,5.83,5,4.92,4.92,4.08,5,4
France,1987,7.25,7.67,8,9.17,9.58,5,5,5,5,4.67,5,4
France,1988,7.92,8,8,9.5,9,5,5,5.5,5,5,5.83,4
France,1989,7.33,8,8,10.67,9,5,5,6,5,5,6,4
France,1990,7.92,7.75,8.33,11,9,5,5,6,5,4.42,6,4
France,1991,6.42,7,7.42,11,11.25,5.67,5,6,5,4,6,4
France,1992,6.42,6.83,6.67,11,12,6,6,6,6,5,6,4
France,1993,6.5,6.17,5.33,11,12,6,6,6,6,5,6,4
France,1994,6,6.08,5.17,11.08,12,5.67,6,6,6,5,6,4
France,1995,6.67,6.83,6.5,11.83,11.17,4,6,6,6,4.67,6,4
France,1996,7.5,6.17,6.92,11.25,11.33,4,6,6,5.92,4,6,3.71
France,1997,9.42,6.33,8.33,11.67,12,4,5.25,6,5,4,6,3.71
France,1998,10.83,6.25,9.08,10.17,11.08,4,5,6,5,4.33,5,4
France,1999,9.92,7,9,10,10.83,3.25,5,6,5,5,5,4
France,2000,10,8.67,9.67,9.08,10,3,5,6,5,4.33,5,4
France,2001,8.42,9,10.83,9.17,11.5,3,5,6,5,3.79,5,3.33
France,2002,9.38,8.33,12,9.75,11.54,3,5,5.25,4.67,3.5,5,3
France,2003,10.21,8,12,10.33,10.21,3,5,4.33,4.5,3.5,5,3
France,2004,8.42,8,12,9.5,9.25,3,5,4,5,3.5,5.58,3
France,2005,7.88,7.71,12,9.42,10,3.5,5.29,4,5,3.33,6,3
France,2006,7.58,7.63,12,8.88,10,3.5,5.5,4,5,2.5,6,3
France,2007,8.88,8,12,9.5,10,4.38,5.5,4,5,2.5,6,3
France,2008,8.83,7.54,11.83,9.71,10,5,5.5,4,5,2.5,6,3
France,2009,9.08,8.04,11,9.63,10,5,5.5,4,5,2.5,6,3
France,2010,8.17,8.17,11,9.88,10,4.79,5.5,4,5,2.5,6,3
France,2011,6.33,8.29,10.42,10,10,4.5,5.5,4,5,2.5,6,3
France,2012,6.75,7.75,7.79,9.92,10,4.5,5.5,4,5,2.5,6,3
France,2013,5.58,7.42,7.5,9.29,10,4.13,5.5,4,5,2.5,6,3
Gabon,1984,6.33,6.75,7.08,10,10,2,5,5,2,4,1.25,1.67
Gabon,1985,7.58,7.08,7,10,10,2.42,5,5,2,4,2,3
Gabon,1986,7,6.42,6.5,10,10,2,5,5,2,4,2,3
Gabon,1987,7,6,5.17,10,10,2,5,5,2,4,2,3
Gabon,1988,7,6,5.42,10,10,2,5,5,2,3.92,2,3
Gabon,1989,7,6,5.25,10,10,2,5,5,2,3,2,3
Gabon,1990,6,6,5.42,9.42,10,2,5,5,2,2.75,2.25,3
Gabon,1991,5.67,6,5,8.33,10,1.33,5,5,2.67,2,3,3
Gabon,1992,5.58,6,5,8,10,1,4.58,5,3,2,3,3
Gabon,1993,5,6,5,10,10,1,4,5,4,4,4,3
Gabon,1994,4,6,4.08,10,12,1,2,5,3,4,4,3
Gabon,1995,4.33,6,4,10,12,1,2,5,3,4,4.08,3
Gabon,1996,5,5.83,4,10,12,1,2,5,3,4,5,3
Gabon,1997,7.42,5,6.08,10,10.33,1,2,5,3,4,4.58,2.58
Gabon,1998,9,5,9,9.17,10,1,2,5,3,4,3.17,2
Gabon,1999,10.83,5,9,8,10,1,2,5,3,4,3,2
Gabon,2000,10.25,5,9,8.08,10,1,2,5,3,4,3,2
Gabon,2001,10.63,4.33,8.25,9.38,11,1,2,5,3,3.08,3,2
Gabon,2002,9.88,4,8,8.46,11.5,1,2,5,3,3,3,2
Gabon,2003,9,4.25,7.5,9.5,11.13,1,2,5,3,3,2.88,2
Gabon,2004,9.33,3.92,7.58,10.17,11,1,2,5,3,3,2.83,1.33
Gabon,2005,9.5,4,8.08,10.5,11,1,2,5,3,4,3,1
Gabon,2006,9.38,4,9,8.92,10.58,1,2,5,3,4.5,3,1
Gabon,2007,9,4,9,8.5,9.88,1,2,5,3,4.5,3,1
Gabon,2008,9,4,8.38,8.58,9.5,1.92,2,5,3,4.5,3,1
Gabon,2009,8.63,4,8,8.83,9.5,2,2,5,3,4.5,2.96,1.04
Gabon,2010,8.5,4,8.17,8.88,9.5,2.38,2,5,3,4.5,2.5,1.5
Gabon,2011,8.08,3.79,7.75,8.54,9.5,2.29,2,5,3,4.5,2.04,1.5
Gabon,2012,9.38,3.88,7.5,9.25,9.5,2,2,5,3,4.5,2,1.5
Gabon,2013,8.75,4,7.25,8.88,9.5,2,2,5,3,4.5,2,1.5
Gambia,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,1986,4,5.83,6,10,4.17,3,2,3,4,4,4,1
Gambia,1987,4,6,6,9.17,5,3,2.5,3,4,4,4,1
Gambia,1988,3.5,6,6.5,9,5,3,3,3,3.5,4,4,1
Gambia,1989,3,6.58,5.58,9,5,3,3.33,3,3,3.42,4,1
Gambia,1990,3.67,7,5.5,9,5,3,4,3,3,2.67,4,1
Gambia,1991,5.25,6.75,6.67,9,5,3,5,3,3,2.25,4,1
Gambia,1992,7.67,7,7,9,8,3,5,4,3,3,4,2
Gambia,1993,8,7,6,11,10,3,2.92,4,4,4,4,2
Gambia,1994,6.33,6.83,6,10.33,9.58,3,0.25,4,4,4,4,2
Gambia,1995,4.75,5,2.33,7.58,9,3.58,1,4.75,4.75,4.75,3.58,2
Gambia,1996,7.17,5.17,2.83,8.67,9.33,3.83,1,5,5,5,3.67,2
Gambia,1997,10,5.58,6.67,10,10.42,3,1.58,5,5,5,3,2
Gambia,1998,10.08,5,9,10,11,3,2,5,5,5,3,2
Gambia,1999,11,5,9,10,11,3,2,5,5,5,3,2
Gambia,2000,10.17,5,9,8.5,11,3,2,5,5,5,3,2
Gambia,2001,10.58,4.67,8.63,9.17,11,3,2,5,5,5,3.29,2
Gambia,2002,10.04,4.5,8.5,8.67,11,3,2,5,4.58,5,4.5,2
Gambia,2003,10.04,4.5,8.5,9.58,11.04,3,2,5,4,5,4.5,2
Gambia,2004,10.5,4,8.5,10.5,11.46,2.88,2,5,4,5,4.38,2
Gambia,2005,10.5,4,8.5,10.5,11.33,2.5,2,5,4,5,3.08,2
Gambia,2006,10.46,4,8.5,10.5,11.5,2.29,2,5,4,5,2,2
Gambia,2007,9.46,4,8.5,10.5,11.25,2.04,2,5,4,5,2,2
Gambia,2008,9.5,4,8.5,10.5,11,2.5,2,5,3.88,5,2,2
Gambia,2009,9.5,4,8.5,10.5,10.96,2.5,2,5,3.5,5,2,2
Gambia,2010,8.5,4,8.25,10.33,10.96,2.5,2,4.88,3.5,5,2,2
Gambia,2011,7.04,4,8,9.88,11,2.5,2,4.5,3.5,5,2,2
Gambia,2012,7.96,4,8,9.92,11,2.17,2,4.5,3.5,5,2,2
Gambia,2013,6.88,4,8,10,10.54,2,2,4.5,3.5,5,2,2
Germany,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,1991,7.5,7.33,7.58,11,12,5,6,6,6,5,6,4
