Country,Year,Government Stability,Socioeconomic Conditions,Investment Profile,Internal Conflict,External Conflict,Corruption,Military in Politics,Religious Tensions,Law and Order,Ethnic Tensions,Democratic Accountability,Bureaucracy Quality         
Albania,1984,4.83,7,5,10,7,4,5,6,4.67,2,4,1
Albania,1985,6.67,7,5.17,10,7,4,5,6,4,2,4,1
Albania,1986,7,7,6,10,7.58,4,5,6,4,2,4,1
Albania,1987,7,7,6,10,7.33,4,5,6,4,2.25,4,1
Albania,1988,7,7,6,10,7.5,4,5,6,4,3,4,1
Albania,1989,7,7,6,10,8,4,5,6,4,3,4,1
Albania,1990,5.17,6.5,6,10,9.5,4,4.67,6,4,3.17,4,1
Albania,1991,3.42,4.17,4.33,8.25,11.17,4,3.75,6,2.83,4,3.17,1
Albania,1992,4.17,2,2,8.75,10.33,3.25,4,6,2.08,4.58,3,1
Albania,1993,5.75,3.75,2.83,9.92,8,4,4,6,3.33,5,3,1
Albania,1994,6.25,5.33,4.5,11.92,8,4,4,6,4.67,5.83,3,1
Albania,1995,5.58,6,5,12,9.92,3.83,4,6,4.67,5,3,1
Albania,1996,8.33,5.67,6.58,11.33,10,2.75,4,6,4,5.58,3.08,1
Albania,1997,8.08,3.17,6,8,10.33,2.25,4,6,2.83,6,4.08,1
Albania,1998,9.75,2,5.33,8.08,6.25,3,3.17,6,3,6,5,1
Albania,1999,9.42,2,4.42,9,6.75,2.33,2.67,5.42,2.42,5.42,5,1
Albania,2000,9.33,2,6,8.58,9.92,2,3.58,5,2,5,5,1
Albania,2001,9.46,3,7.13,8.33,9.33,2,4,5,2,5,4.54,1
Albania,2002,9,3.63,7.54,8.92,10,2,4.04,5,2,5,3.96,1.5
Albania,2003,9.17,4,8,11,11,2,4.88,5,2,5,4,2
Albania,2004,7.38,4,8,10.08,11,2,5,5,2,4.63,4,2
Albania,2005,7.42,4.88,8,10,11,1.83,5,5,2.21,4.5,4.33,2
Albania,2006,8.5,5.5,8,10.04,11,1,5,5,2.5,4.5,5,2
Albania,2007,7.96,5.5,8.17,10.5,11,1,5,5,2.5,4.5,4.54,2
Albania,2008,7.75,5.5,8.5,10.5,11,1.5,5,5,2.5,4.5,4.83,2
Albania,2009,7.96,5.42,8.5,10.38,10.92,1.5,5,5,2.5,4.5,5,2
Albania,2010,7.29,5,8.5,10,10.5,1.92,5,5,2.5,4.5,5,2
Albania,2011,5.71,5,8.5,9.5,10.5,2,5,5,2.5,4.5,5,2
Albania,2012,5.71,5,7.92,9.5,10.5,2,5,5,2.5,4.5,5,2
Albania,2013,7.17,5,7,9.75,10.75,2,5,5,2.5,4.5,5,2
Algeria,1984,7.42,7.33,7.42,9.42,8,3,2.42,5,2,3.92,2,1
Algeria,1985,8.67,7.75,8.75,9,9,4,2,5,2,3,2,1
Algeria,1986,9,7.17,7.83,9,9,4,2,5,2,3,2,1
Algeria,1987,8.83,6.5,6.33,9.17,9.33,4,2,5,2.08,3.5,2,1
Algeria,1988,8.75,6,6.75,9.83,10,4,3,4.75,2.75,4,2.08,2.08
Algeria,1989,7.75,3.92,5,9,10,4,3,4,2,4,3.5,3
Algeria,1990,8,5.42,3.67,9.08,10,3.92,3,3.58,2.17,4,4.58,3
Algeria,1991,7.08,6.25,4.58,8.17,10,4,1.83,2,1.42,3.25,5,2.25
Algeria,1992,4.5,4.75,5.67,5.33,12,3.5,1,2,1.42,3,2.08,1
Algeria,1993,4.25,5.92,5.33,5.25,12,3,1,2.5,2,3.33,2.92,1
Algeria,1994,5.75,6,5,4.58,12,3,0.08,2.67,3,4,3,1
Algeria,1995,6.33,5.17,5.42,3.67,10.17,3,0,0.08,3,4,3,1
Algeria,1996,8.67,5.58,6.67,3.25,10,3,0,0,3,4,4,1
Algeria,1997,10.5,4,7.25,2.58,9.92,2.5,0,0,3,4,2.5,1.42
Algeria,1998,10.5,4,6,2,9,2,0,0,2.08,3.17,2,2
Algeria,1999,10,3.08,6,3.58,9,2,0,0,2,2,1.75,2
Algeria,2000,9.83,3,6.92,4.92,9,2,0,0,2,2,2.58,2
Algeria,2001,8.17,3.67,7.96,4.83,10.08,1.96,0,0,2,2.13,2.33,2
Algeria,2002,8.58,4,8.46,4.88,11,1.5,0,0,2,2,2,2
Algeria,2003,8.08,4,8,4.5,11,1.5,0,0,2,2,2,2
Algeria,2004,8.75,4.67,8.08,7.29,11,1.5,1.29,0.83,2.42,2,3.88,2
Algeria,2005,9.79,5.42,9.17,8.46,10.5,1.5,3,2.46,3,3.42,4.5,2
Algeria,2006,9.58,5.75,9.08,8.88,10,1.5,3,2.5,3,3.5,4.5,2
Algeria,2007,9.42,6,8.5,8.46,10.04,1.5,3,2.5,3,3.5,4.5,2
Algeria,2008,9,5.5,8.29,8.5,10.5,1.5,3,2.5,3,3.5,4.42,2
Algeria,2009,9.75,5,8,8.38,10.42,1.5,3,2.5,3,3.5,3.63,2
Algeria,2010,9.83,5,7.75,8.46,10.5,1.92,3,2.5,3,3.5,3.5,2
Algeria,2011,6.67,5,7.5,7.67,10.46,2,3,2.5,3,3.5,3.5,2
Algeria,2012,5.88,5,7.5,7.63,10.13,2,3,2.5,3,3.5,3.5,2
Algeria,2013,6,5,8.33,7.5,9.58,2,3,2.5,3,3.5,3.5,2
Angola,1984,5.33,7,6,2.67,5.67,3,3,5,2,2,2,2
Angola,1985,6.83,6,5.42,2.17,4.75,3,3,5,2,2,3,2
Angola,1986,6.17,6.33,5.58,2,3,3,3,5,2,2,3,2
Angola,1987,6,6.17,5.58,2,3,3,3,5,2,2,3,2
Angola,1988,6,6,7,2.42,3.17,3,3,5,2,2,3,2
Angola,1989,6,6.42,7,3.25,3,3,3,5,2,2,2.92,2
Angola,1990,6,6.17,7,3,3.75,3,2,5,1.17,2,2,2
Angola,1991,6,6,6.5,3,5.67,3,2,5,1,2,2,2
Angola,1992,4.17,4.5,4.92,5.08,10,3,3,6,1.25,2,1.67,1.25
Angola,1993,4.58,2.17,3.33,1.58,10,3,1.33,6,1,1.42,3,1
Angola,1994,5,2.42,2.42,1.17,10,3,0.58,6,1.42,1,3,1
Angola,1995,5.67,4,3.58,5.92,10,3,0,6,2,2,3,1.67
Angola,1996,7.83,3.67,4,7,10,3,0,5,2,3,3,3
Angola,1997,8.92,2,4.42,6.33,9.75,2.33,1.17,5,2.58,3,3,1.58
Angola,1998,10.25,2,4,2.92,8.5,2,2,5,3,3,3,0.92
Angola,1999,10.58,2,2.17,1.33,6.33,2,1.25,5,3,3,3,1
Angola,2000,11,2,2,5.67,7,2,1,4.58,3,3,3,1
Angola,2001,10.75,2.67,6.13,6.5,7.5,2,1,4,3,3,3,1
Angola,2002,9.63,2.58,8.08,7.25,9.38,2,1,4,3,3,3,1
Angola,2003,9.75,2,8.38,9.04,10.21,2,1.67,4,3,3,3,1
Angola,2004,10,3.75,8,8.08,10.63,2,2,4,3,3,2,1
Angola,2005,10,3,7.88,7.96,11,2,2,4,3,3,2,1
Angola,2006,9.63,2,7.88,9.25,11,2,2,4,3,3,2,1
Angola,2007,9.5,2,8,9.13,11,2,2,4,3,3,2,1.33
Angola,2008,9.83,2.21,8,8.79,11,2,2,4,3,3,2,1.5
Angola,2009,10.5,3,8,9,11,2,2,4,3,3,2,1.5
Angola,2010,10.25,3,8,9,11,2,2,4,3,3,2,1.5
Angola,2011,8.75,3,7.83,8.67,11,2,2,4,2.5,3,2.5,1.5
Angola,2012,8.17,3,7.5,8.63,11,1.67,2,4,2.5,3,2.5,1.5
Angola,2013,8.38,3,7.92,8.5,11,1.5,2,4,2.5,3,2.5,1.5
Argentina,1984,4.75,4,3.33,6.17,8.75,3.67,3.33,5,3,6,3.67,2
Argentina,1985,4.25,3.83,3.67,8,9,4,2,5,3,6,4,2
Argentina,1986,5.75,4.08,3.33,8,9,4,2,5,3,6,4,2
Argentina,1987,5.17,4.42,4.17,8,9,4,2.92,5,3,6,4,2
Argentina,1988,4.25,4.25,4.25,8,9,4,3,5,3,6,4,2
Argentina,1989,4.58,4.5,4.42,8.5,9.67,4,3,5,3,6,4,2
Argentina,1990,4.58,4.5,4.75,10,10.67,4,3,5,3,6,4,2
Argentina,1991,5.58,5.75,5.67,10,12,4,3,5,3,6,4,2
Argentina,1992,6.42,6.17,6.83,10,12,4,3.17,5,3.08,6,4,2
Argentina,1993,6.25,6.67,6.08,11.33,12,3.25,4.33,5.67,4,6,4.08,2
Argentina,1994,7.67,6.25,6.75,12,12,3,5,6,4.75,6,5,2
Argentina,1995,7.5,5.75,6,12,12,3,5,6,5,6,5,2
Argentina,1996,7.67,6.75,6,12,12,3,5,6,5,6,5,2
Argentina,1997,7.58,6,6.83,11.17,12,2,4.42,6,5,6,5,2.42
Argentina,1998,9.33,6,8,10,11.5,2,4,6,5,6,5,3
Argentina,1999,10,6,7.17,9.17,10.75,2.08,4,6,5,6,5,3
Argentina,2000,10.33,5,6.83,9.25,9.17,3,4,6,5,6,5,3
Argentina,2001,8.21,5.25,7.54,9.58,10.54,2.92,4,6,4.67,6,5,3
Argentina,2002,5.33,2.46,4.58,8.21,10.42,2.04,4,6,2.63,6,4.5,3
Argentina,2003,6.83,2.13,5.17,9.25,10,2.42,4,6,1.5,6,4.5,3
Argentina,2004,8.63,3.08,5.5,9.5,9.58,2.5,4,6,2.63,6,4.5,3
Argentina,2005,8.54,4.83,6.54,9.83,9.88,2.5,4.33,6,3,6,4.5,3
Argentina,2006,10.17,5.21,6.63,10,10,2.5,4.5,6,2.5,6,4.5,3
Argentina,2007,9.83,5.38,6.5,10,9.96,2.5,4.5,6,2.5,6,4.5,3
Argentina,2008,7.17,5.08,6.38,9.88,9.5,2.5,4.5,6,2.5,6,4.5,3
Argentina,2009,5.88,5,5.5,10,9.5,2.5,4.5,6,2.5,6,4.5,3
Argentina,2010,5.67,5.17,5.08,9.58,9.5,2.5,4.5,6,2.5,6,4.5,3
Argentina,2011,7.38,5.08,6.17,9.33,9.5,2.5,4.5,6,2.5,6,4.5,3
Argentina,2012,7.33,5,6,8.96,9.5,2.17,4.5,6,2.42,6,4.33,3
Argentina,2013,5.08,5,6.17,8.67,9.5,2,4.5,6,2,6,4,3
Armenia,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,1999,10.25,3,4.58,8.83,7,2,4,5,3.17,5,4,1
Armenia,2000,8.75,3,4,8,7.08,2,4,5,3,5,4,1
Armenia,2001,7.5,4.33,7,7.33,7.54,1.96,3.92,5,3,5.04,4,1
Armenia,2002,7,5,8,8,7.42,1.5,3.5,5,3,5.5,4,1
Armenia,2003,8.29,5,8,8.5,7.5,1.5,3.5,5,3,5.5,2.5,1
Armenia,2004,8.63,4.75,8,9.29,7.5,1.5,3.5,5,3,5.5,2.5,1
Armenia,2005,7.88,4,8,8.67,7.54,1.5,3.5,5,3,5.5,2.79,1
Armenia,2006,8.38,4,8.04,8.63,7.63,1.5,3.5,5,3,5.5,3,1
Armenia,2007,8.54,4,8.5,10,7.96,1.5,3.5,5,3,5.5,3.29,1
Armenia,2008,9.29,4,8.5,9.58,6.92,1.5,3.5,5,3,5.5,2.25,1
Armenia,2009,9.17,3.67,8.5,10,7.29,1.5,3.5,5,3,5.5,2.5,1
Armenia,2010,7.96,4.33,8.5,10,8.38,1.5,3.5,5,3,5.5,2.5,1
Armenia,2011,7.33,5.46,8.5,9.42,7.08,1.5,3.5,5,3,5.5,2.5,1
Armenia,2012,7.29,6,8.21,9,7,1.5,3.5,5,3,5.5,2.5,1
Armenia,2013,7.79,5.08,8,9.13,7,1.5,3.5,5,3,5.5,2.5,1
Australia,1984,9.83,8.08,9,12,10,5,6,6,6,5.58,6,4
Australia,1985,7.75,8.58,8.83,12,10,5,6,6,6,5,6,4
Australia,1986,6.42,7.58,7.17,12,10,5,6,6,6,5,6,4
Australia,1987,6.25,5.33,6,12,10,5,6,6,6,5,6,4
Australia,1988,7.58,6.08,6,12,10,5,6,6,6,5,6,4
Australia,1989,6.92,6.67,5,12,10,5,6,6,6,5,6,4
Australia,1990,6.58,5.67,4,12,10,5,6,6,6,5,6,4
Australia,1991,5.42,5.17,4.83,12,10,5,6,6,6,5,6,4
Australia,1992,6.33,5.83,5.17,12,11,5,6,6,6,5.33,6,4
Australia,1993,6.5,6.08,5,12,12,5,6,6,6,6,6,4
Australia,1994,6.67,6.25,5.5,12,12,5,6,6,6,5.92,6,4
Australia,1995,7.58,6.58,6.33,12,12,5,6,6,6,5,6,4
Australia,1996,10,6.58,6,12,12,5,6,6,6,5,6,4
Australia,1997,10.83,8,7.58,12,12,5,6,6,6,4.83,6,4
Australia,1998,9.08,8,8,10.33,11.92,5,6,6,6,3,6,4
Australia,1999,10.58,8.67,10,10.5,10.5,5,6,6,6,3.67,6,4
Australia,2000,10.92,9.92,10,11,10,5,6,6,6,4,6,4
Australia,2001,8.96,9.33,10.17,11,10.96,4.92,6,6,6,4,6,4
Australia,2002,10,9.25,10.25,11.5,10.83,4.5,6,6,6,3.71,6,4
Australia,2003,10,9.54,10.38,10.04,9.96,4.5,6,6,6,3.5,6,4
Australia,2004,9.46,10,11.63,10,10.5,4.58,6,6,6,3.5,6,4
Australia,2005,10.04,9.79,12,9.75,10.38,5,6,6,5.88,3.5,6,4
Australia,2006,10.29,9.67,12,9.29,9.63,4.63,6,6,5.5,3.96,6,4
Australia,2007,9.21,10.29,12,9.5,9.5,4.5,6,6,5.5,4,6,4
Australia,2008,10.46,9.21,12,10,9.5,4.5,6,6,5.5,4,6,4
Australia,2009,10.5,9.38,12,10,9.92,4.5,6,6,5.5,4,6,4
Australia,2010,8.46,10,11.25,10,10,4.88,6,6,5.5,4,6,4
Australia,2011,5.13,9.33,10.5,10,10.67,5,6,6,5.5,4,6,4
Australia,2012,5.21,9.04,10.5,10,11,4.67,6,6,5.5,4,6,4
Australia,2013,6.71,9.17,10.67,10,11,4.5,6,6,5.5,4,6,4
Austria,1984,9.33,10,10.17,12,12,5,6,6,6,6,5.58,3.5
Austria,1985,7.08,10.75,9,12,12,5,6,6,6,6,4,3.5
Austria,1986,7.17,9.25,9,12,12,5,6,5.33,6,5.33,4,3.5
Austria,1987,8.83,9.33,9,12,12,5,6,5,6,5.17,4.92,3.5
Austria,1988,8,8,8.5,12,12,5,6,5,6,6,5.58,3.79
Austria,1989,8,8,8.75,12,12,5,6,5,6,6,6,4
Austria,1990,8,8,8.58,12,11.5,5.08,5.92,5.08,6,6,6,4
Austria,1991,8.75,8,8.75,12,12,5,6,5,6,6,6,4
Austria,1992,10,8.75,9,12,12,5,6,5,6,6,6,4
Austria,1993,9.42,7.67,8.42,12,12,5,6,5.5,6,6,6,4
Austria,1994,7.75,6.17,6.17,12,12,5,6,6,6,5.75,6,4
Austria,1995,5.58,6.83,6,12,12,5,6,6,6,5,5.67,4
Austria,1996,8.33,7.08,7.17,12,12,5,6,6,6,5,6,4
Austria,1997,9.58,8,8.42,12,12,4.42,6,6,6,5,5.33,3.96
Austria,1998,9.75,8,9,12,12,4,6,6,6,5,5,4
Austria,1999,9,8.5,9,12,12,4,6,6,6,4.08,5,4
Austria,2000,8.92,10,9.17,10.17,9.33,4,6,6,6,4,5,4
Austria,2001,9,10,11.5,11.5,11.21,4.5,6,6,6,4,5,4
Austria,2002,7.63,10.33,12,12,11.5,5,6,6,6,4,5,4
Austria,2003,8.75,10.5,12,11.63,11.5,5,6,6,6,4,5,4
Austria,2004,8.21,9.38,12,11.5,11.5,5,6,6,6,4,5,4
Austria,2005,7.54,8.38,12,11.5,11.5,5,6,5,6,4,5,4
Austria,2006,6.96,8.21,12,11.5,11.5,5,6,5,6,4,5.21,4
Austria,2007,7.75,8.5,12,11.5,11.5,5,6,5,6,4,5.5,4
Austria,2008,7.46,9.25,12,11.5,11.5,5,6,5,6,4,5.63,4
Austria,2009,9.5,9.04,12,11.5,11.5,5,6,5,6,4,6,4
Austria,2010,8.96,9.5,11.46,11.46,11.5,5,6,5,6,4,6,4
Austria,2011,7.54,10.08,11.17,11.29,11.5,4.92,6,5,6,4,6,4
Austria,2012,6.63,10,8.67,11,11.5,4.5,6,5,6,4,6,4
Austria,2013,6.5,9.54,8,11,11.5,4.5,6,5,6,4,6,4
Azerbaijan,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,1999,10.08,2,7,8,7,2,4,4.67,4.08,4,2,1
Azerbaijan,2000,9.5,2,8.5,8,7.08,2,4,4,4,4,2.92,1
Azerbaijan,2001,9.83,3.83,8.5,8,7.33,2,4,4,4,4,2,1
Azerbaijan,2002,9.29,5.5,8.83,7.58,7.08,2,4,4,4,4,2,1
Azerbaijan,2003,8.71,6.46,8.88,9.21,7.58,2,4,4.92,4,4,1.92,1
Azerbaijan,2004,9.5,7.96,7.54,9.58,8,2,4,5,4,4,1.5,1
Azerbaijan,2005,9.5,8,9.08,10.04,8,1.67,4,5,3.63,4.33,1.5,1
Azerbaijan,2006,9.5,8,9.5,9.04,7.63,1.5,4,5,3.5,4.5,1.5,1
Azerbaijan,2007,9.33,8,9.5,9.46,7.96,1.5,4,5,3.5,4.5,1.5,1
Azerbaijan,2008,9.58,7.92,9.5,9,7.25,1.5,3.75,5,3.5,4.5,1.5,1
Azerbaijan,2009,10,7.92,9.5,9,8.46,1.5,3.5,4.42,3.5,4.5,1.5,1
Azerbaijan,2010,10,8,9.5,9,8.92,1.5,3.5,4,3.5,4.5,1.5,1
Azerbaijan,2011,10,8,9.5,9.29,7.58,1.5,3.5,4,3.5,4.5,1.5,1
Azerbaijan,2012,9.08,8,8.92,8.96,7.42,1.5,3.5,4,3.5,4.5,1.5,1
Azerbaijan,2013,9,8,8.5,8.54,7.5,1.5,3,4,3.5,4.5,1.5,1
Bahamas,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahamas,1985,5,8,8,9,10,0,5,6,4,4,4,3
Bahamas,1986,5,8,8,9,10,0,5,6,4,4,4,3
Bahamas,1987,4.92,8,8.08,9,10,0,5,6,4,4,4,3
Bahamas,1988,5,8,8,9,10,0,5,6,4,4,4,3
Bahamas,1989,5,8,8,9,10,0,5,6,4,4,4,3
Bahamas,1990,5,8,8,9,10,0,5,6,4,4,4,3
Bahamas,1991,5,8,8,9,10,0,5,6,4,4,4,3
Bahamas,1992,4.92,7.92,7.92,9.17,10.17,0.08,5,6,4,4,4,3
Bahamas,1993,5.42,5.33,6.17,11.17,12,3.25,5.83,6,4,4.33,4,3
Bahamas,1994,6,5,6,12,12,4,6,6,4,5,4,3
Bahamas,1995,6.75,5,6,12,12,4,6,6,4,5,4,3
Bahamas,1996,7.58,5.42,6.42,12,12,4,6,6,4,5,4,3
Bahamas,1997,9.58,6,8.25,11.75,12,4,6,6,4,5,4,3
Bahamas,1998,10,6,10,11,12,4,6,6,4,5,4,3
Bahamas,1999,10.75,6,10,11,12,4,6,6,4,5,4,3
Bahamas,2000,11,6,10,11,12,4,6,6,4,5,4,3
Bahamas,2001,11,6.67,11.13,11,12,4,6,6,4,5,4,3
Bahamas,2002,11,7,11.5,11,12,4,6,6,4,5,4,3
Bahamas,2003,11,7,11.5,10.54,12,4,6,6,4,5,4,3
Bahamas,2004,11,7.29,11.5,10.79,12,4,6,6,4.29,5,4.58,3
Bahamas,2005,11,7.5,11.5,11,12,4,6,6,4.5,4.92,5,3
Bahamas,2006,11,7.5,11.5,11,12,4,6,6,4.5,4,5,3
Bahamas,2007,9.5,7.5,11.5,11,12,4,6,6,4.5,4,5.29,3
Bahamas,2008,9,7.5,11.5,11,12,4,6,6,4.5,4,5.5,3
Bahamas,2009,9,7.5,11.5,11,12,4,6,6,4.5,4,5.5,3
Bahamas,2010,9,5.67,11.5,11,12,4,6,6,4.5,4,5.5,3
Bahamas,2011,8.63,5.33,11.5,11,12,4,6,6,4.5,4,5.5,3
Bahamas,2012,7.63,5,11.08,11,12,4,6,6,4.5,4,5.5,3
Bahamas,2013,8.04,5.38,10.5,11,12,4,6,6,4.5,4,5.5,3
Bahrain,1984,5,6,6.83,5,6,3,5,3,4,2,2,3
Bahrain,1985,5,6,6.58,5,6,3,5,3,4,2,2,3
Bahrain,1986,5,6,6,5,6,3,5,3,4,2,2,3
Bahrain,1987,5,6,6,5,6,3,5,3,4,2,2,3
Bahrain,1988,5.17,5.67,5.42,5,6.92,3,5,3,4,2,2,3
Bahrain,1989,6,4,5,5,9,3,5,3,4,2,2,3
Bahrain,1990,6,3.67,4.92,5,8.58,3,5,3,4,2,2,3
Bahrain,1991,6,3.75,4.92,5.83,8.83,3.83,5,3,4,2.83,2,3
Bahrain,1992,8,6,6,10,9.5,4,5,4,5,4,2,3
Bahrain,1993,8,6.75,6,12,11.83,4,5,4,5.75,4.92,2,3
Bahrain,1994,8,7,6,12,12,4,5,4,6,5,2,3
Bahrain,1995,6.67,6.33,6,12,12,4,4.58,4,5,4.83,2,2.92
Bahrain,1996,7.42,6,6,9.5,12,3.33,4,3.33,5,4.33,2,2
Bahrain,1997,9.75,6,7.25,8.58,10.83,3,3.17,3,5,4,1.17,2
Bahrain,1998,10,6,9,8,10,3,3,3,5,4,0,2
Bahrain,1999,9.58,6,9,8,10,3,3,3,5,4,0,2
Bahrain,2000,11,6,9,8,10,3,3,3,5,4,0,2
Bahrain,2001,11,7.33,10.88,9.54,11.13,2.63,3,3.08,5,4.08,1.83,2
Bahrain,2002,11.21,8,11.5,10.71,11.5,2,3,4.5,5,5,2.96,2
Bahrain,2003,11.21,8,11.5,9.83,11.13,2,3,4.5,5,5,4.5,2
Bahrain,2004,11,8,11.5,9.21,11,2,3,4.5,5,5,4.25,2
Bahrain,2005,10.67,8,11.5,9.13,11,2,3,4.58,5,5,2.67,2
Bahrain,2006,10.33,8,11.5,8.58,11,2,3,4.83,5,5,2.63,2
Bahrain,2007,8,8.5,11.5,9.29,11,2,3,3.63,5,5,4.5,2
Bahrain,2008,8,7.67,11.5,10,11,2,3,3.5,5,4.58,4.5,2
Bahrain,2009,8,7,11.5,10,11,2,3,3.5,5,4.5,4.5,2
Bahrain,2010,8,7,11.5,9.79,11,2.42,3,3.5,5,4.5,4.5,2
Bahrain,2011,6.38,7,11.08,8.96,11,2.5,3,3.5,5,4.21,4.5,2
Bahrain,2012,6,7,10.5,8.58,10.75,2.83,3,3.42,4.71,4,4.17,2
Bahrain,2013,6.29,7,10.29,7.29,10,3,3,3,4.5,4,3.5,2
Bangladesh,1984,3,4.17,5.67,4.67,7.83,0,0.5,3.33,1,3.42,2.42,0
Bangladesh,1985,2.67,4.5,5,4,8,0,1,3,1,3,4,0
Bangladesh,1986,3,4,5,4,8,0,1,3,1,3,3.33,0
Bangladesh,1987,2.92,3.75,5,4,8,0,1,3,1,2.83,3,0
Bangladesh,1988,2,4,4.08,4,8,0,1,3,1,1.08,3,0
Bangladesh,1989,2,3,3.17,4,8,0,1,3,1,1,2.42,0
Bangladesh,1990,2.17,3.67,3.33,4,8,0.08,1,3,1,1,2,0
Bangladesh,1991,4.25,3.67,3.83,4,8,1,1,3,1,1,2,0
Bangladesh,1992,4.92,5.75,5.25,6.58,8,1.33,1,3,1,1.33,2,0
Bangladesh,1993,5.33,6,5,9.5,11,2,3,3.33,2.08,3,2.92,1
Bangladesh,1994,5.17,6,5,10,12,2,3,3.67,3,4,3,1
Bangladesh,1995,3,5.33,5,10,12,2,3,3,3,4,3,1
Bangladesh,1996,5.83,4.17,5,10.42,12,2,2.08,3,3,3.92,4.42,1
Bangladesh,1997,9.67,3,6,10.42,12,2,3,2.75,3,4.92,5,1.42
Bangladesh,1998,9.58,2.42,5.92,9.5,12,2,3,2,3.25,5,5,2
Bangladesh,1999,9,2,6,7,10.83,2,3,2.67,3,5,5,2
Bangladesh,2000,8.33,2,6,6.58,10,2,3,3,2.08,5,5,2
Bangladesh,2001,8.75,2.33,7.42,6.33,9.63,1.83,2.42,2.88,2,4.79,4,2
Bangladesh,2002,11.08,2.5,5.17,7.67,9.88,1,2.5,2.13,1.5,2.5,3.67,2
Bangladesh,2003,10.67,2.5,5.75,7.17,8.5,1,2.5,2.5,1.17,2.5,2.5,2
Bangladesh,2004,10.21,2.5,6.5,6.29,8.5,1.04,2.5,2.5,1.04,2.5,2.75,2
Bangladesh,2005,10,2.5,6.96,5.75,8.5,1.5,2.75,3,2,2.5,3,2
Bangladesh,2006,9.25,2.5,7.13,5.54,8.5,1.5,2.92,3.5,2.5,2.5,3,2
Bangladesh,2007,8.67,2.5,6.75,5.58,8.5,2.04,1.67,3.5,2.63,2.5,3,2
Bangladesh,2008,8,2.5,7,6.67,8.5,2.5,1.21,3.5,2.5,2.5,3,2
Bangladesh,2009,9.5,2.5,7,7.25,8.42,2.79,2.25,3.5,2.5,2.5,3.5,2
Bangladesh,2010,9.04,2.29,7,7.25,8.5,3,2.96,3.5,2.33,2.5,3.5,2
Bangladesh,2011,6.63,2,6.71,7.04,8.5,3,2.5,3.25,2,2.5,3.5,2
Bangladesh,2012,6.5,2,6,7,8.5,3,2.5,3,2,2.5,3.5,2
Bangladesh,2013,6.17,2,6,7,8.5,3,2.5,3,2,2.5,3.5,2
Belarus,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
