Country,Year,LHS_div_b,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,Bond_Liq,Dev_PC1
Ireland,2001,99.1288689294,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,71.8638393834,69.0051733376,68,175.0504158499,29.8603519039,41.75,45.33,89.63,0,0.318951030276157
Ireland,2002,99.1533320564,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,75.4329815062,46.8475095963,62,163.7755769089,5.2380896767,41.71,43.38,92.2899999999999,0,0.783166260202482
Ireland,2003,98.1254962998,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,85.730646506,51.7820034687,55,146.5503174185,7.1748357066,41,41.26,92.16,0,1.56693704877958
Ireland,2004,81.0216938075,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,104.9777054626,58.8460799342,53,146.6972379213,5.2390826769,41.29,41.79,89.58,0,1.5195622378989
Ireland,2005,54.9884965123,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,124.7070115771,53.89434907,53,148.2540603024,6.8423724666,39.04,42.08,89.67,0,1.18854797859773
Ireland,2006,73.3698980575,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,144.4579841439,70.3240014664,57,149.9045066449,7.3986695248,37.71,42.21,89.84,0,2.15326456119839
Ireland,2007,93.0140580983,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,157.9196022898,53.2897537217,60,153.2226759908,17.1370455812,38.42,41.5,89.76,0.003831418,2.5049961779093
Ireland,2008,84.9876651785,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,165.9644167568,18.0016314148,58,159.6940342022,35.4867891253,38.04,39.43,89.26,0,2.48659278888541
Ireland,2009,58.0730540097,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,169.0681470451,25.9965924126,55,173.4019189844,16.121258675,37.22,30.29,82.88,0,2.04682113037321
Ireland,2010,52.0450094799,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,133.5311661477,27.27358809,50,190.1097360001,14.6924272023,35.84,28.67,79.88,0,3.62317215117753
Ireland,2011,74.5193573897,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,114.7748072877,45.0529275344,48,186.3092384877,7.5386115195,34.79,32.25,80.21,0,3.64085290170851
Ireland,2012,67.0039438046,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,111.1829098494,48.2639054746,42,196.3987884631,8.6009562786,31.64,34.5,78.29,0,3.17757249111998
Ireland,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Ireland,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Ireland,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Ireland,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
Ireland,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
Ireland,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
Italy,1986,NA,0.86,NA,1.20774,6.81,NA,0,0,1.39,47.8870709133,NA,184,36.2744261905,NA,39.49,33.2,80.09,0,NA
Italy,1987,NA,1.41,NA,0.0861263,6.66,NA,0,0,1.36,48.3955963784,NA,204,35.6718012397,NA,40.71,36.79,79,0,NA
Italy,1988,NA,1.31,NA,-0.246703,7.57,NA,0,0,1.19,50.5683962457,NA,211,35.2188899729,NA,40.42,32.89,75.67,0,NA
Italy,1989,NA,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,50.7973319521,NA,217,37.166515163,NA,40.71,35.17,76.5,0,NA
Italy,1990,NA,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,52.8760967734,NA,220,36.4332620635,NA,40.09,33.01,74,0,NA
Italy,1991,100,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,55.2218947491,NA,265,33.9824492078,NA,39.13,24.96,71.37,0.007662835,NA
Italy,1992,53.0965608368,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,58.1515943434,NA,255,35.0208941069,NA,37.93,23.84,70.09,0,NA
Italy,1993,96.9600330444,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,58.330216393,NA,242,37.8752979276,NA,34.46,21.83,67.84,0,NA
Italy,1994,94.9313213547,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,55.7104568557,NA,256,40.5793857039,NA,36.55,24.9,71.59,0,NA
Italy,1995,99.4853661256,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,54.023822438,NA,250,45.8249838927,NA,36.37,26.33,73.34,0,NA
Italy,1996,100,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,52.5041477718,NA,244,42.9828369443,NA,36.5,30.78,80.74,0.003816794,NA
Italy,1997,100,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,53.2408232499,NA,235,44.6817494646,NA,37.38,36.02,84.62,0.003831418,NA
Italy,1998,97.0662506974,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,55.6872236964,NA,243,45.209983852,NA,40.25,41.01,83.58,0,NA
Italy,1999,100,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,NA,58.3262729334,270,44.7251763418,73.5994647921,40.01,40.62,74.41,0,NA
Italy,2000,100,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,NA,67.2963963743,297,50.4745182668,128.7871942356,38.46,41.91,76.42,0,NA
Italy,2001,98.4282173749,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,60.59369653,45.3806404449,294,50.2082211936,113.6883410095,40.16,41,82.51,0,NA
Italy,2002,99.8300603831,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,62.268148813,37.6684880603,295,48.1984157316,120.8320688582,40.21,39.54,81.05,0,NA
Italy,2003,98.4879470837,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,65.5205096184,39.1706249329,271,46.2686409275,119.1316423189,42.08,39.01,78.59,0,NA
Italy,2004,82.5607919969,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,67.9129611123,43.9056965736,269,47.5436417999,114.0130164723,42.66,38.58,77.47,0,NA
Italy,2005,52.4723726849,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,71.0365786466,43.0770911011,275,49.4138165308,132.1649625804,39.5,37.75,77.83,0,NA
Italy,2006,74.6460719893,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,75.9780551077,52.8408487442,284,53.2922767151,117.7735345089,37.05,37.75,77.92,0,NA
Italy,2007,95.8548868434,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,82.0686760661,48.6840089975,301,55.2136487798,206.3860527102,36.92,38.83,79.05,0,NA
Italy,2008,81.6376145862,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,83.973243963,21.8380144313,294,54.7180081332,265.1711046527,37,37.5,78.84,0,NA
Italy,2009,59.2745057479,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,87.8085746076,30.0137382315,291,45.6091141999,141.3158028553,36.42,33.59,79.46,0,NA
Italy,2010,43.3733204832,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,93.4432802997,25.1785533368,290,52.3455979201,124.4458194539,36.55,34.21,77.5,0,NA
Italy,2011,59.8257415153,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,94.7090137297,18.9556675044,311,55.5829877523,196.2059386201,35.92,35.89,74.21,0,NA
Italy,2012,31.9724744539,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,94.4037732881,23.2449786583,303,56.1848844871,162.4245899397,34.21,34,73.55,0,NA
Italy,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Italy,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Italy,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Italy,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
Italy,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
Italy,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
Japan,1986,55.6334168408,0.86,NA,1.20774,6.81,NA,0,0,1.39,152.2175618232,85.9571082603,1499,18.4400213996,64.8110773151,43.25,43.35,87.83,0,-1.26605874688864
Japan,1987,95.0057323685,1.41,NA,0.0861263,6.66,NA,0,0,1.36,168.9491406116,108.4352195161,1532,17.4443478599,73.8802952906,44.41,39.76,87.42,0,-1.09193739238637
Japan,1988,97.113554894,1.31,NA,-0.246703,7.57,NA,0,0,1.19,177.7554474839,124.2046164529,1571,17.4994823729,67.1124747883,44.83,42.73,89.83,0,-1.13782978282707
Japan,1989,79.0065100939,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,185.3122305824,139.5786999721,1597,19.1021216578,61.2443670903,43.79,42.98,86.66,0,-1.13232674472745
Japan,1990,100,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,189.7228552023,93.2661645072,1627,19.7866656624,52.6055197595,42.84,38.44,85.33,0,-3.09626930439654
Japan,1991,99.2550837062,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,190.3046112224,84.0016844725,1641,18.2820417715,34.2979003808,41.33,31.24,80.58,0,-2.39985910191827
Japan,1992,81.4884415798,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,194.4214129506,57.8487589529,1651,17.5102614407,26.8879706584,42.46,26.8,78.5,0,-2.17829853154633
Japan,1993,94.2796033514,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,196.8610132126,65.0678650589,1667,16.0116999394,31.3000346454,44.21,26.21,79.17,0,-2.43474473755013
Japan,1994,98.4943409086,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,199.2442442512,73.2049129536,1689,16.1044723059,29.773128812,43.87,28.05,79.25,0,-1.8381462220245
Japan,1995,100,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,196.9878743525,65.0620451386,1714,16.6794818841,32.2791018709,43,30,81,0,-1.76456110195099
Japan,1996,97.4131923517,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,197.0936478772,62.4723481927,1766,18.524500154,39.3813596274,43.25,31.95,83.51,0,-1.40788627249653
Japan,1997,100,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,210.2193141343,47.2366146244,1805,20.0407381925,49.9828246334,45.79,37.57,87.05,0,-0.997840791817148
Japan,1998,99.1328841662,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,218.0880807628,60.497033725,1818,19.2320217081,42.8554581194,45.33,39.96,79.18,0,-0.797495280019797
Japan,1999,99.9227687438,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,221.2885051105,97.6604803097,1889,18.3489598227,45.5338893622,47.13,39.27,78.66,0,-0.52499563414318
Japan,2000,97.3587532552,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,212.2687989125,64.5976282276,2055,19.8196527095,78.5825128192,47.5,38.8,80.17,0,-0.140547096972968
Japan,2001,100,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,183.1815183411,52.6200676296,2103,19.798128125,75.1567410585,46,37.84,85.91,0,0.396254905766936
Japan,2002,100,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,180.8463482163,50.2853134558,2119,20.6856113594,83.7283422805,47,35.79,85.7899999999999,0,0.893739154461412
Japan,2003,100,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,180.4876477661,66.4265729098,2174,21.5831293982,78.8275889766,49.04,37.46,85.67,0,1.15730775095676
Japan,2004,82.1302157915,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,173.5370141664,73.8850352835,2276,23.9223564559,97.1894910013,48.21,39.63,83.78,0,1.57158973253932
Japan,2005,73.0069394709,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,189.1944751407,96.1620643289,2323,26.5154937833,94.8561891356,46.5,39.17,83.09,0,1.9291781165275
Japan,2006,85.670650263,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,186.3609662699,101.8473429667,2391,30.3317816192,119.1691182466,45.75,40.66,83.58,0.007692308,2.06837146165306
Japan,2007,64.9782464811,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,176.9967059641,95.9173453993,2389,33.0938884858,152.06531826,46.01,41.75,80.63,0.011494253,2.4535980191517
Japan,2008,74.3294005005,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,173.9428828437,61.8471683552,2374,34.3990204252,199.2650647478,45.92,41.08,78.25,0.003816794,2.55313414324625
Japan,2009,99.4028737169,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,180.2275174106,63.1970982749,2320,24.4908999164,117.0008617905,43.63,35.75,78.5,0.011494253,2.64790712868678
Japan,2010,92.8567696301,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,173.5263180721,67.152777425,2281,28.6130077131,111.5608357985,43.25,38.5,80.63,0,2.73786287080403
Japan,2011,100,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,172.901730434,54.0058397264,2280,30.39300297,129.6174365542,43.67,38.16,79.46,0,2.71235425785662
Japan,2012,95.0896156608,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,175.0790977483,56.0811220243,2294,30.6361236891,96.1935805388,43.26,37.45,78.83,0,2.85774430498618
Japan,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Japan,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Japan,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Japan,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
Japan,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
Japan,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
Mexico,1986,NA,0.86,NA,1.20774,6.81,NA,0,0,1.39,13.0316998245,4.2645176956,235,30.7749854653,72.5987318841,24.75,16.72,61.5,NA,NA
Mexico,1987,NA,1.41,NA,0.0861263,6.66,NA,0,0,1.36,12.9262938514,6.4521336075,260,32.8842499788,115.1369060773,26.54,16.72,62.34,NA,NA
Mexico,1988,NA,1.31,NA,-0.246703,7.57,NA,0,0,1.19,11.1139606229,8.2994680374,309,38.4657040441,50.4741447368,27.66,20.64,66.09,NA,NA
Mexico,1989,NA,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,15.5586698281,12.1447483972,354,38.0586734447,50.0275110783,25.59,27.61,67.25,NA,NA
Mexico,1990,NA,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,17.4524879577,15.625608085,390,38.3061827751,45.1586114495,28.63,31.59,69.75,NA,NA
Mexico,1991,NA,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,20.9248798583,32.6788769373,207,35.6373224193,30.7984624367,29.63,32.34,72.08,NA,NA
Mexico,1992,NA,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,28.0370023063,38.1574444643,199,35.5093330592,31.8251023468,31.96,31.05,71.33,NA,NA
Mexico,1993,NA,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,25.3810058246,39.8571535769,190,25.9656455009,31.162947855,30.66,30.16,71.67,NA,NA
Mexico,1994,NA,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,30.914617798,24.6996430775,206,29.2971480419,43.8926537775,32.38,30.87,73.58,NA,NA
Mexico,1995,NA,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,24.3599807689,26.3804134548,185,46.1115949754,37.70019525,31.32,19.74,66.66,NA,NA
Mexico,1996,NA,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,15.7202585558,26.8669722154,193,50.7241257734,40.3884182947,35.7,23,66.5,NA,NA
Mexico,1997,NA,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,22.1259520345,32.586306655,194,49.3201583135,33.0183190384,36.51,31.07,67.75,NA,NA
Mexico,1998,NA,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,19.9125704687,18.2756825941,194,51.7760980309,30.4756839005,32.21,35.55,69.51,NA,NA
Mexico,1999,NA,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,16.9273005732,26.5840548726,186,51.268901099,22.6758115934,33.88,33.16,68.08,NA,NA
Mexico,2000,NA,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,15.5736382787,18.3140792291,175,53.1310512627,35.7020388274,36.04,36.46,69.67,NA,NA
Mexico,2001,NA,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,13.4463969694,17.4220715048,167,48.5280469404,42.0476011176,36.5,36.51,73.13,NA,NA
Mexico,2002,NA,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,15.4994803312,14.0165622111,163,48.371083585,24.4720979131,36.21,36.05,68.59,NA,NA
Mexico,2003,NA,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,15.7141391885,17.1787002386,158,51.2352704309999,18.837625403,36.21,36.96,69.17,NA,NA
Mexico,2004,NA,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,15.0062692822,22.2522657226,151,54.2264128628,25.8056513813,38.59,38.05,72,NA,NA
Mexico,2005,NA,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,16.2190539248,27.6019049374,150,54.5764462368,22.7856509454,41.04,37.71,72.96,NA,NA
Mexico,2006,NA,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,19.3973177341,36.0874254169,132,56.4550956276,23.4941852065,41.46,37.09,73.12,NA,NA
Mexico,2007,NA,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,21.5928757492,38.1155314891,125,57.0647518554,29.6487740865,41.67,39.05,75.51,NA,NA
Mexico,2008,NA,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,20.8367154408,21.2530803636,125,58.0710870036,36.2566913782,40.67,38.21,74.01,NA,NA
Mexico,2009,NA,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,22.7828226737,39.3369386364,125,56.0347938199,22.0302867721,38.5,29.8,70.88,NA,NA
Mexico,2010,76.6885844225,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,23.4769157213,43.2245130121,130,60.9465347831,24.4572089919,41.58,35.12,68.88,NA,NA
Mexico,2011,53.1156205776,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,24.7493595988,34.8953368388,128,63.7765201015,24.4168689003,41.21,37.54,69.16,NA,NA
Mexico,2012,52.3372270693,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,26.3662166896,44.2488978095,131,66.4083190298,22.7949847243,40.76,37.24,67.76,NA,NA
Mexico,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Mexico,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Mexico,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Mexico,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
Mexico,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
Mexico,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
Netherlands,1986,26.9370595531,0.86,NA,1.20774,6.81,NA,0,0,1.39,60.1589223152,42.215987935,267,97.6318050676,40.1458925406,42.04,38.11,90.42,0,NA
Netherlands,1987,98.9370435918,1.41,NA,0.0861263,6.66,NA,0,0,1.36,62.8161387583,36.0060868342,226,96.1642263495,51.1380166738,40.96,36.63,89,0,NA
Netherlands,1988,94.0700739935,1.31,NA,-0.246703,7.57,NA,0,0,1.19,73.6877646604,41.8068454098,232,100.4997772061,27.9054703734,40.3,36.67,86.92,0,NA
Netherlands,1989,74.7023049814,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,74.2623697502,60.565376427,251,106.5831501899,31.6454394041,39.92,36.42,87,0.007692308,NA
Netherlands,1990,100,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,74.953775288,38.1284657395,260,104.568224394,36.4681406553,39.92,36.17,85.83,0.003831418,NA
Netherlands,1991,99.8864358505,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,76.5033166471,52.3000323825,204,105.6502525152,25.1603786472,39.75,35.67,85,0.003831418,NA
Netherlands,1992,63.4752654159,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,77.2588001211,47.6499082264,187,102.5241651236,26.0815747074,41.34,32.64,84.17,0,NA
Netherlands,1993,84.5918846862,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,80.121453351,52.0729217785,239,99.4528190258,28.1216020384,39.59,29,82.17,0,NA
Netherlands,1994,94.010236863,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,82.1597026826,59.8463822186,234,103.483137228,33.9017815545,39.83,29.5,82.17,0.003846154,NA
Netherlands,1995,100,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,87.4776049089,64.1954981432,184,108.375827209,40.3960223615,40.17,29.21,83.5,0.007692308,NA
Netherlands,1996,97.7481377267,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,93.0458124071,84.2167303,185,109.1288229842,45.6420489654,39.84,32.83,86.84,0.011450382,NA
Netherlands,1997,95.778700671,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,98.0743730502,113.6903978579,198,114.8826860952,52.9904048751,38.84,38.84,90.75,0.003831418,NA
Netherlands,1998,97.1962561416,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,NA,139.4717944184,214,113.3449777173,67.1216740149,38.92,43.33,93.33,0,NA
Netherlands,1999,100,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,NA,157.0348745144,387,115.136270062,60.5007658395,37.25,42.7,93.5,0,NA
Netherlands,2000,100,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,NA,155.1465688868,392,126.4519786368,101.5498044129,35.79,44.17,95.25,0,NA
Netherlands,2001,99.4612509128,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,111.6663450081,117.9217086781,329,120.9865406884,90.6337163033,37.63,43.09,96.08,0,NA
Netherlands,2002,99.6816759072,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,110.6512828083,86.2257242444,294,114.7103848122,131.6069364266,37.71,41.76,91.67,0,NA
Netherlands,2003,99.0535709576,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,110.1326107079,85.4482614872,268,112.6547601896,110.2872775164,39.25,39.5,89.71,0,NA
Netherlands,2004,80.9473172294,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,113.9646027496,82.8034820706,256,119.1482214533,116.6778625825,40.59,41.63,89.55,0,NA
Netherlands,2005,55.7561927363,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,117.4866983499,87.3700972676,237,124.5538471689,100.3148849307,40.71,41.38,85.67,0,NA
Netherlands,2006,76.0875880618,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,114.5630615388,107.2791030476,224,129.8258668674,115.5528759787,40.34,42.13,83.17,0,NA
Netherlands,2007,97.2882251755,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,114.4627250196,113.9069861202,221,131.7218888599,161.2144715093,40.93,45.46,84.42,0,NA
Netherlands,2008,85.351084366,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,112.3114135205,41.5198810738,211,134.6586082111,249.7328442694,40.75,44.46,85.04,0,NA
Netherlands,2009,65.6396265925,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,118.6190368235,65.1793866208,164,118.9804709007,96.9386885595,39.3,38.5,85.17,0,NA
Netherlands,2010,61.2843899931,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,115.0546624609,79.0419839567,150,135.5450094377,84.3129790506,38.42,38.58,86.38,0,NA
Netherlands,2011,52.5104815868,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,115.8270747036,66.5322150113,144,146.1732166382,87.0196956622,38.41,40.09,85.8,0,NA
Netherlands,2012,40.5727739545,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,118.3638578718,78.5106089157,135,154.2708520624,64.1449127511,37.63,38.37,83.67,0,NA
Netherlands,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Netherlands,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Netherlands,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Netherlands,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
Netherlands,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
Netherlands,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
New Zealand,1986,NA,0.86,NA,1.20774,6.81,NA,0,0,1.39,26.151206129,72.5872484936,339,52.76943783,9.6846926939,35.42,37,89.33,0,-1.3113938927729
New Zealand,1987,NA,1.41,NA,0.0861263,6.66,NA,0,0,1.36,28.1626245593,38.7687556262,289,50.0045991108,18.7445420915,36.79,36.88,89,0,-1.23702293927017
New Zealand,1988,NA,1.31,NA,-0.246703,7.57,NA,0,0,1.19,68.7439873959,29.7695239606,235,48.4045283449,8.016370319,36.71,37.5,89.33,0,-1.23153246593183
New Zealand,1989,90.7427274599,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,72.0665121544,30.7081094419,247,51.9781167466,6.9978134613,36.83,36.57,84.84,0,-1.3069016875003
New Zealand,1990,99.9697980762,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,73.0123673287,19.394722495,171,52.6074506095,21.8251382346,36.38,30.41,80.67,0,-1.02039882425896
New Zealand,1991,100,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,76.6406492293,33.4492682349,139,54.6355654429,18.9241152609,35.71,25.17,77.75,0,-1.04635378578237
New Zealand,1992,82.2025706853,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,81.5002425511,36.7929369112,123,59.2348150229,19.7282693814,37.33,28.5,79.75,0,-0.789299823317761
New Zealand,1993,97.3201505129,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,79.8700546267,54.7746293743,132,57.5543311183,26.2731125055,39.08,29.5,80.92,0,-0.780814547828652
New Zealand,1994,99.0899014657,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,82.3258021435,49.0237583625,144,58.8139203762,27.287937086,37.67,29.5,82.66,0,-0.981965512937037
New Zealand,1995,99.3854556219,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,88.4798827881,49.0826601272,135,56.9142524627,26.6913588117,36.34,30.68,83.5,0,-0.700282901609802
