Country,Year,LHS_div_b,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,Bond_Liq,Dev_PC1
New Zealand,1996,100,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,93.6165814384,54.5909951553,132,55.1161709578,25.2923826173,35.88,31.41,83.92,0,-0.691017250617257
New Zealand,1997,97.9412546452,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,100.3582536684,46.1739763285,120,55.2473906158,29.0466852162,35.66,36.28,86.66,0,-0.714659498252663
New Zealand,1998,94.4237389601,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,104.9597195439,44.0782277779,122,57.8950817217,47.4784880854,30.8,40.04,86.5,0,-0.103443455023815
New Zealand,1999,94.6099300972,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,107.6444872293,48.2482295457,113,61.405306108,42.487663792,30.84,38.44,87.42,0,-0.095458689315321
New Zealand,2000,97.7121689825,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,107.8952511286,35.370674933,131,68.5169268769,53.5921530999,28.09,41.95,88.33,0,0.38191322054908
New Zealand,2001,95.3894040191,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,106.7025141401,33.0814506619,145,67.233824352,47.748765836,29,39.96,89.95,0,0.463055647556096
New Zealand,2002,98.0659211232,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,101.5955674572,32.6612646787,149,62.6555310618,11.8870745836,29.8,38.92,90.33,0,0.611921605659205
New Zealand,2003,100,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,106.9122780308,37.4497771823,166,57.9147693458,11.6853193488,29.88,41.04,90.92,0,0.779428616160536
New Zealand,2004,72.2176398776,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,110.621570911,42.0874439538,158,58.7998188406,11.6401444914,31.08,40.88,90.5,0,0.97668474014612
New Zealand,2005,61.910687754,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,120.6206424608,35.384120721,153,58.0197132616,13.4413632482,31.79,40.92,89.54,0,1.03625046644233
New Zealand,2006,90.9400414705,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,129.276708365,40.1557073331,151,59.56690237,12.0645190369,31.59,39.67,86.25,0,1.45074324425071
New Zealand,2007,51.9183169161,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,134.6104076128,34.5816060029,152,58.371154546,12.5305776909,33.04,39.5,86.34,0,1.49585856808808
New Zealand,2008,44.8618087507,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,144.4080699515,18.1645169721,147,64.3370583861,13.621409019,31.79,39,85.04,0,1.73674853536034
New Zealand,2009,41.4404887954,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,142.1182091028,29.2629131501,143,55.1621887371,9.2851097746,30.92,33.5,87.79,0,1.92001971363248
New Zealand,2010,45.7598867814,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,142.327876911,NA,137,58.2264169493,NA,33.89,33.63,87.97,0,2.0863869543019
New Zealand,2011,43.2127064982,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,NA,NA,144,59.1804577919,NA,36.72,35.14,87.5399999999999,0,1.95945958217934
New Zealand,2012,48.1001977322,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,NA,30.0069435463,141,57.0275713655,10.1141476941,37.17,36,87.75,0,2.04493197786329
New Zealand,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
New Zealand,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
New Zealand,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
New Zealand,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
New Zealand,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
New Zealand,2018,,0.37069387755102,16.6398406374502,-0.2820873,1.83166666666667,,0,0,,,,,,,,,,,
Norway,1986,NA,0.86,NA,1.20774,6.81,NA,0,0,1.39,53.1644764767,12.845192668,149,70.5590010878,16.8210282639,42.46,34.11,87.74,0,NA
Norway,1987,NA,1.41,NA,0.0861263,6.66,NA,0,0,1.36,59.6651309313,12.6159534948,139,65.7335696003,81.142107769,40.54,30.33,86.67,0,NA
Norway,1988,NA,1.31,NA,-0.246703,7.57,NA,0,0,1.19,61.2207190657,15.4619525677,128,65.5076767397,30.5602963232,39.71,31.61,87.08,0,NA
Norway,1989,80.343105839,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,62.3732951378,24.6363893499,122,71.1639983913,51.5341349071,41.33,34.61,85.74,0,NA
Norway,1990,100,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,61.6553756701,21.8127246221,112,72.5895500493,56.7549042608,41.93,33.51,84.42,0,NA
Norway,1991,99.835343954,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,55.9451047796,18.0493601186,103,70.6760141605,57.3248868038,43.59,34.86,87.26,0,NA
Norway,1992,65.2049786578,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,55.0994781655,13.6354839852,115,67.6676591731,51.1203784669,43.42,28.44,81.5,0,NA
Norway,1993,87.0833796022,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,53.5151975684,22.69974331,120,68.048982932,60.7548680837,42.8,25.67,79.83,0,NA
Norway,1994,88.9556320398,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,53.5302030777,28.6784558903,132,68.7284269702,49.8629706407,42.75,26.42,80.22,0,NA
Norway,1995,100,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,54.8271042981,29.3282521976,151,68.3265083208,54.9183192044,42.76,29.84,81.75,0,NA
Norway,1996,95.6981775612,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,56.9231513184,34.7837946329,158,71.1215115436,62.2328368118,43.87,38.64,86.5,0,NA
Norway,1997,100,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,62.0787786816,41.2194662247,196,73.0635647721,68.8508287775,46.92,40.9,87.75,0,NA
Norway,1998,100,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,68.9574034209,30.1111496204,214,72.0219018013,85.7804196901,47.6,46.79,88.34,0,NA
Norway,1999,98.029968854,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,67.1772401223,39.2516412695,195,70.0079244624,78.3213385511,45.01,43.58,86.17,0,NA
Norway,2000,99.3435370237,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,64.3424635549,38.3935232105,191,74.6217552255,91.761788947,45,46.92,85.33,0,NA
Norway,2001,97.4869435009,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,96.2898787857,39.921898598,188,73.2663933247,76.0708496604,46.79,46.67,90.72,0,NA
Norway,2002,100,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,102.586341598,32.837121455,180,67.6470230057,56.865928749,45.92,46.88,89.67,0,NA
Norway,2003,100,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,106.884675074,41.9317544859,160,66.58368388,50.9697621693,46.92,46.14,88.83,0,NA
Norway,2004,85.6723843016,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,105.3810670742,53.4994705492,166,69.0489965942,64.7141346248,48.46,48,88.13,0,NA
Norway,2005,62.1420447722,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,107.0109849851,61.8933896916,191,70.8507839847,74.1733818802,47.97,48.42,88.38,0,NA
Norway,2006,74.961540985,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,97.5738857551,81.3061049108,195,72.3886748232,100.7070644562,47.62,48,88.38,0,NA
Norway,2007,77.6172813423,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,107.5338924302,88.5343147124,208,73.1939463653,114.9094841964,47.08,47.84,88.83,0,NA
Norway,2008,75.4509727851,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,120.0145852045,31.5850953642,209,74.9385118486,186.2291247933,46.5,47.34,88.54,0.007633588,NA
Norway,2009,50.8242430688,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,128.0599481911,58.810219221,190,67.1312237159,91.4003950919,44.58,44.33,87.88,0,NA
Norway,2010,38.8106720902,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,128.3895649918,68.9077363719,195,68.409579748,71.8014597937,46.67,45.67,88.75,0,NA
Norway,2011,43.3589485289,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,125.7819470317,44.3507765198,194,69.8320148511,83.6397254431,45.87,45.84,88,0.003846154,NA
Norway,2012,55.2263034307,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,123.4233483789,47.6285201375,184,68.3054274776,49.2687121795,46.29,46.16,88,0.003831418,NA
Norway,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Norway,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Norway,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Norway,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
Norway,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
Norway,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
Poland,1986,NA,0.86,NA,1.20774,6.81,NA,0,0,1.39,NA,NA,NA,NA,NA,17.54,21.34,50.83,0,NA
Poland,1987,NA,1.41,NA,0.0861263,6.66,NA,0,0,1.36,NA,NA,NA,NA,NA,17.21,23.33,53.25,0,NA
Poland,1988,NA,1.31,NA,-0.246703,7.57,NA,0,0,1.19,NA,NA,NA,NA,NA,18.55,23.04,55.83,0,NA
Poland,1989,NA,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,NA,NA,NA,NA,NA,22.84,20.88,60.09,0,NA
Poland,1990,NA,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,18.8646536473,NA,NA,45.2796760148,NA,24.92,15.24,63.16,0,NA
Poland,1991,NA,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,21.4143370074,NA,NA,44.1824853967,NA,29.08,15.91,63.49,0,NA
Poland,1992,NA,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,19.364910596,NA,9,41.3942877008,NA,31.96,13.14,65.76,0,NA
Poland,1993,NA,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,19.1079809727,NA,22,40.5221838845,NA,33.67,19.86,73.41,0,NA
Poland,1994,NA,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,16.6512280436,NA,44,40.7398253604,NA,33.33,23.13,77.33,0,NA
Poland,1995,NA,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,16.5276500437,3.2111271081,65,43.6783943508,60.6700831031,34.5,25.89,79.13,0,NA
Poland,1996,NA,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,18.8424523795,5.2354252819,83,45.475648274,66.2049825107,36.42,28.46,80.75,0,NA
Poland,1997,NA,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,20.5751390259,7.6262681082,143,50.4738450924,61.1852736974,38.66,32.99,83.38,0,NA
Poland,1998,NA,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,22.3666800331,11.7329965958,198,56.6605452514,43.3651483776,40.5,34.83,86.58,0,NA
Poland,1999,NA,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,25.2342019599,17.4270649739,221,54.0215391059,36.3305238124,38.75,35.42,81.74,0,NA
Poland,2000,NA,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,26.4817704623,18.1977840249,225,60.7907024063,65.4090219848,37.55,35.38,75.25,0,NA
Poland,2001,95.8011191886,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,23.6076125119,13.6555099119,230,58.0751947178,39.1167194854,38.21,34.75,77.96,0,NA
Poland,2002,100,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,12.894734258,14.2844468349,202,60.9244563092,11.4252321054,39.25,34.38,78.25,0,NA
Poland,2003,99.4893717759,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,13.3531835968,17.0193550329,188,69.4373056872,20.9723213796,39.25,35.38,76.58,0,NA
Poland,2004,76.8130252186,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,26.279496968,27.6480859004,211,71.2131669707,25.2448395306,38.66,37.13,74.21,0,NA
Poland,2005,54.8050011695,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,27.1181905927,30.7147571909,234,70.2749609276,27.907865391,37.55,37.26,75.01,0,NA
Poland,2006,61.9507482263,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,31.2023286073,43.1663343994,253,77.7913937246,35.7635691436,39,39.21,75.62,0,NA
Poland,2007,63.247822062,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,37.1141078052,49.3000288261,352,80.6620046227,42.6088057756,38.21,39.17,74.71,0,NA
Poland,2008,60.0620829086,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,47.2648823663,17.0125147646,432,80.7544540767,56.9164357314,35.79,37.63,79.59,0,NA
Poland,2009,37.3281855389,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,47.0325927265,34.3253406009,470,75.2259132726,37.5117488542,32.08,33.83,80.62,0,NA
Poland,2010,26.1644127446,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,48.7488038791,39.7866750489,570,82.1083832596,36.4117709181,35,35.84,79.96,0.003831418,NA
Poland,2011,30.6290187574,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,51.3892213046,26.1420226693,757,87.0833341311,52.8515150325,33.79,35.21,78.8,0,NA
Poland,2012,32.5245557762,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,50.1042720229,35.45726145,844,89.3292712865,33.9490445716,35.55,35.24,76.54,0,NA
Poland,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Poland,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Poland,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Poland,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
Poland,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
Poland,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
Portugal,1986,NA,0.86,NA,1.20774,6.81,NA,0,0,1.39,55.8267830348,NA,NA,54.0132510547,NA,38.26,26,71.25,0,NA
Portugal,1987,NA,1.41,NA,0.0861263,6.66,NA,0,0,1.36,50.9687683621,NA,NA,59.5684156598,NA,38.13,26.96,71.09,0,NA
Portugal,1988,NA,1.31,NA,-0.246703,7.57,NA,0,0,1.19,48.3341228307,NA,NA,63.1915685574,NA,39.71,32.55,75.83,0,NA
Portugal,1989,NA,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,45.6559211072,NA,NA,64.8608141002,NA,38.83,28.37,73.08,0,NA
Portugal,1990,NA,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,44.5900834226,NA,NA,65.0475085583,NA,39.05,26.44,70.43,0,NA
Portugal,1991,NA,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,49.164443857,NA,NA,60.35912871,NA,39.82,23.25,69.92,0,NA
Portugal,1992,NA,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,52.5527763992,NA,NA,56.300326526,NA,41.66,23.92,72.58,0,NA
Portugal,1993,86.2276740848,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,55.6391285136,NA,183,54.1685401539,NA,40.79,26.94,73.83,0,NA
Portugal,1994,96.9184227925,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,56.8870728653,NA,195,57.1702836527,NA,41.13,25.79,75.83,0,NA
Portugal,1995,100,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,62.6078212753,NA,169,59.9070322422,NA,41,29.06,77.42,0,NA
Portugal,1996,95.4021870882,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,69.3845707588,NA,158,60.2082250457,NA,40.38,32.21,84.91,0,NA
Portugal,1997,98.6259185908,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,77.0568718247,33.2804314386,148,62.287314658,51.0523835098,39.21,36.2,87.92,0,NA
Portugal,1998,97.1381649569,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,88.4328433598,50.7768336028,135,63.810683201,79.7782984401,38.34,38.91,90.58,0,NA
Portugal,1999,100,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,NA,53.4636554029,125,63.2931829069,56.0000522394,34.71,37.74,90.17,0,NA
Portugal,2000,99.8749102681,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,NA,51.2685570944,111,67.4233901255,91.6015457306,32.67,38,89.58,0,NA
Portugal,2001,98.5064119311,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,114.9582924733,38.1237188992,99,65.0640677962,58.8851307388,33.59,36.55,88.97,0,NA
Portugal,2002,99.4623235881,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,118.9878128811,31.9196645628,60,62.1610538054,52.6544654204,34.42,35.72,86.92,0,NA
Portugal,2003,98.6120184703,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,120.5973439328,35.331751783,57,60.4382672081,41.0079893983,35.47,35.17,86.29,0,NA
Portugal,2004,80.8359649083,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,121.0928060185,37.1274017996,55,62.762980667,52.8426953271,36.41,36.3,83.5,0.003816794,NA
Portugal,2005,52.5169684233,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,124.6944904305,33.9441804654,51,62.571805728,53.3436110456,35.37,36.33,83.83,0,NA
Portugal,2006,72.9218109962,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,133.4223846482,49.9538975516,51,68.0730362337,63.3830489161,34.21,35.34,84.08,0,NA
Portugal,2007,96.3570720074,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,142.2483886309,55.0605427459,52,69.6530798312,103.9044895686,36.08,35.76,83.75,0,NA
Portugal,2008,83.4697692843,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,151.6761244046,26.2877956634,55,71.9633280633,110.2100556914,34.67,35.49,83.21,0,NA
Portugal,2009,61.0448697308,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,159.8323698865,40.307246578,54,61.0822773378,45.5683927888,30.52,33.76,82.04,0,NA
Portugal,2010,56.0116766706,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,155.3289012496,34.4085250391,52,67.3048494043,65.4310966173,32.92,30.51,79.01,0,NA
Portugal,2011,77.2012057141,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,156.196483535,25.1903323377,51,72.863880571,57.7818666884,35.08,30.88,73.92,0,NA
Portugal,2012,79.6334073857,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,152.8563565989,30.2812735246,49,75.928961471,40.348805477,34.37,30,72.33,0,NA
Portugal,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Portugal,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Portugal,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Portugal,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
Portugal,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
Portugal,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
South Africa,1986,NA,0.86,NA,1.20774,6.81,NA,0,0,1.39,70.4604022322,125.0206131046,536,50.6789207267,5.0507331433,27.59,19.72,49.34,0,-0.766784668489136
South Africa,1987,NA,1.41,NA,0.0861263,6.66,NA,0,0,1.36,71.0886441646,129.2076930387,734,49.0138017844,7.1325912589,32.08,21.96,51.41,0,-0.780702665964283
South Africa,1988,NA,1.31,NA,-0.246703,7.57,NA,0,0,1.19,72.9254879125,106.6403948748,754,50.0908120399,3.4911944518,32.7,28.32,57.01,0,-0.813192073864255
South Africa,1989,NA,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,75.441638496,112.8278291511,736,46.5910228472,5.0875049308,32.37,29.33,58.42,0,-0.857096159146662
South Africa,1990,NA,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,78.4724571948,118.4464176311,740,41.6826381154,6.02461249,33,28.83,56.92,0,-1.76080393420825
South Africa,1991,NA,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,NA,149.0233862029,698,38.0508115531,4.3738518836,33.29,29.33,55.84,0,-1.7794521312462
South Africa,1992,NA,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,99.3761596256,121.9261346336,642,37.487458401,4.4150109299,34.42,27.72,64.25,0,-1.76348386870592
South Africa,1993,NA,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,105.0228762042,161.639438088,615,39.12332188,3.64562399,35.04,26.5,64.75,0,-1.70667156005638
South Africa,1994,NA,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,111.0089413642,185.7022325674,600,40.7689532941,5.1466453394,34.55,27.33,71.66,0,-1.5668312478381
South Africa,1995,NA,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,116.0001418767,178.4310249167,612,43.6109386915,5.7492828312,34,27.62,74.99,0,-1.39567256016954
South Africa,1996,NA,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,116.7189033912,163.6572328879,599,46.6673284894,11.0305808881,33.66,30.91,74.92,0,-1.2515128148015
South Africa,1997,NA,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,113.3613609115,150.7606379706,615,46.8452618839,18.2877176155,35.13,32.63,74.66,0,-0.980854948786129
South Africa,1998,NA,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,115.1679270749,122.3272303774,650,48.896617642,32.2085262006,36.17,33.5,72.43,0,-0.727739517318209
South Africa,1999,NA,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,131.0482394193,190.1014429095,652,46.8618860909,28.0353526732,36.93,32.52,67.08,0,-0.541284525156457
South Africa,2000,94.488313688,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,130.312222875,149.8225367255,604,51.4377739548,34.5088484484,36.92,36.38,65.08,0,-0.293903970366745
South Africa,2001,100,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,138.7925028259,121.3596932089,510,54.8016334271,23.9790826067,36.5,37.17,68.46,0,-0.109153990158035
South Africa,2002,99.7697092509,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,110.7183676706,157.5984218287,429,59.7646362953,26.201528486,35.66,36.33,63.58,0,0.07033939490226
South Africa,2003,100,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,115.8622017115,148.7805870771,390,51.4018310924,18.8145869578,37.46,35.91,64.45,0,0.25145853636244
South Africa,2004,90.5007068809,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,126.9323460813,193.5836197946,369,51.078034136,18.9298600718,39.5,36.04,70.59,0,0.558474148534197
South Africa,2005,49.8341708808,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,138.1594291341,213.0987055321,348,53.1491153903,20.2641800042,39.84,36.3,70.63,0,0.737758264490406
South Africa,2006,69.3151769088,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,156.9762121988,261.83046944,359,60.2772643253,24.4279829691,39.42,37.7,69.25,0,0.926717560956423
South Africa,2007,44.3834309255,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,160.124784844,276.6006789056,374,63.6830872879,31.1191835663,38.96,38.04,68.83,0,1.1075617203641
South Africa,2008,53.1505790409,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,140.3498764691,168.3231334404,367,72.8653902408,41.9799996677,37.35,37.8,67.63,0,1.25157421833593
South Africa,2009,48.3220335458,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,145.9411555307,269.9983909561,353,55.4182616023,27.2224373806,38.17,31.8,68.01,0,1.38502481498423
South Africa,2010,45.6672908918,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,148.9813957396,246.438960388,352,55.988992754,29.9699078002,40.46,32.5,67.14,0,1.54536316765916
South Africa,2011,43.799228017,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,139.6023093216,189.4816017495,347,60.1126317485,28.6210852967,38.42,33.96,66.71,0,2.10497813816715
South Africa,2012,45.5208155959,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,146.4798013326,229.0334582622,338,60.8997154449,24.9926464367,38.67,33.84,65.96,0,2.40551526929968
South Africa,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
South Africa,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
South Africa,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
South Africa,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
South Africa,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
South Africa,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
Spain,1986,NA,0.86,NA,1.20774,6.81,NA,0,0,1.39,64.2528092056,37.967097581,636,35.3974101433,16.6124895768,39.21,38.97,73.09,0,NA
Spain,1987,NA,1.41,NA,0.0861263,6.66,NA,0,0,1.36,67.2839508519,43.2613702837,642,36.3646225041,29.7132588313,40.46,41.31,73.42,0,NA
Spain,1988,NA,1.31,NA,-0.246703,7.57,NA,0,0,1.19,73.7000926193,46.5050897582,691,36.75434858,15.0601804669,39.54,41.85,73.83,0,NA
Spain,1989,85.8502391273,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,77.426086219,56.6034778577,866,37.4187119447,16.889750692,38.5,35.48,73,0,NA
Spain,1990,100,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,76.4607583787,57.8233952374,906,35.6429965831,14.6204284225,37.62,32.72,69.5,0,NA
Spain,1991,100,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,77.9391834521,64.0810002537,1221,35.5113418968,13.0661546599,37.16,28,67.49,0.022988506,NA
Spain,1992,78.4301587223,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,76.2154824459,48.3882299033,1131,36.0125333265,12.5072891373,37.95,28,76.67,0.045801527,NA
Spain,1993,93.9524165323,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,74.458583476,69.7933241087,1075,36.9930776908,12.4194556098,36.76,25.73,73.84,0.01532567,NA
