Date,Australia,Austria,Belgium,Canada,China,Czech Rep.,Denmark,Finland,France,Germany,Greece,Hungary,India,Italy,Ireland,Japan,Mexico,Netherlands,New Zealand,Norway,Poland,Portugal,South Africa,South Korea,Spain,Sweden,Switzerland,UK,US
01/01/1985,NA,58.328,NA,72.604,NA,NA,NA,NA,NA,60.056,NA,NA,NA,NA,53.31,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.306,103.438,89.601
02/01/1985,NA,58.049,NA,72.682,NA,NA,NA,NA,NA,59.594,NA,NA,NA,NA,53.111,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.091,102.126,88.848
03/01/1985,NA,57.526,NA,72.837,NA,NA,NA,NA,NA,59.63,NA,NA,NA,NA,53.158,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.032,101.928,89.262
04/01/1985,NA,57.703,NA,72.423,NA,NA,NA,NA,NA,59.592,NA,NA,NA,NA,53.369,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.075,102.659,89.013
07/01/1985,NA,57.268,NA,71.731,NA,NA,NA,NA,NA,59.375,NA,NA,NA,NA,53.243,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.765,101.05,89.936
08/01/1985,NA,58.172,NA,72.521,NA,NA,NA,NA,NA,59.829,NA,NA,NA,NA,53.767,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.928,102.332,90.159
09/01/1985,NA,58.142,NA,73.127,NA,NA,NA,NA,NA,59.723,NA,NA,NA,NA,53.82,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.795,102.419,90.074
10/01/1985,NA,58.296,NA,72.93,NA,NA,NA,NA,NA,59.943,NA,NA,NA,NA,54.343,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.084,101.409,90.016
11/01/1985,NA,58.048,NA,72.569,NA,NA,NA,NA,NA,59.4,NA,NA,NA,NA,53.983,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.939,99.869,89.458
14/01/1985,NA,57.501,NA,72.746,NA,NA,NA,NA,NA,58.599,NA,NA,NA,NA,53.452,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.496,97.096,89.347
15/01/1985,NA,57.573,NA,72.52,NA,NA,NA,NA,NA,58.585,NA,NA,NA,NA,53.36,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.432,98.371,89.963
16/01/1985,NA,57.473,NA,72.411,NA,NA,NA,NA,NA,58.586,NA,NA,NA,NA,53.034,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.436,98.483,89.851
17/01/1985,NA,57.683,NA,72.26,NA,NA,NA,NA,NA,58.837,NA,NA,NA,NA,53.15,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.386,97.917,90.016
18/01/1985,NA,57.682,NA,72.195,NA,NA,NA,NA,NA,59.036,NA,NA,NA,NA,53.245,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.384,98.825,90.462
21/01/1985,NA,57.765,NA,72.318,NA,NA,NA,NA,NA,59.247,NA,NA,NA,NA,53.364,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.465,99.168,90.462
22/01/1985,NA,57.753,NA,72.444,NA,NA,NA,NA,NA,59.213,NA,NA,NA,NA,53.481,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.531,99.379,91.189
23/01/1985,NA,57.563,NA,72.173,NA,NA,NA,NA,NA,58.642,NA,NA,NA,NA,53.28,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.261,97.899,91.497
24/01/1985,NA,57.845,NA,72.996,NA,NA,NA,NA,NA,59.155,NA,NA,NA,NA,53.639,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.612,97.542,92.277
25/01/1985,NA,57.657,NA,73.312,NA,NA,NA,NA,NA,58.892,NA,NA,NA,NA,53.332,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.627,97.536,91.969
28/01/1985,NA,57.729,NA,73.42,NA,NA,NA,NA,NA,58.952,NA,NA,NA,NA,53.535,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.553,94.674,91.969
29/01/1985,NA,57.736,NA,73.018,NA,NA,NA,NA,NA,58.512,NA,NA,NA,NA,53.042,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.477,96.187,91.969
30/01/1985,NA,57.809,NA,73.667,NA,NA,NA,NA,NA,58.755,NA,NA,NA,NA,53.262,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.289,99.187,92.134
31/01/1985,NA,57.74,NA,73.666,NA,NA,NA,NA,58.559,58.967,NA,NA,NA,NA,53.321,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.284,99.953,91.662
01/02/1985,NA,57.5,NA,73.231,NA,NA,NA,NA,58.308,58.621,NA,NA,NA,NA,52.96,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.897,99.011,90.993
04/02/1985,NA,56.861,NA,72.462,NA,NA,NA,NA,58.566,56.988,NA,NA,NA,NA,52.511,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.222,97.843,90.716
05/02/1985,NA,56.655,NA,72.189,NA,NA,NA,NA,58.052,56.752,NA,NA,NA,NA,52.279,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.235,97.503,90.939
06/02/1985,NA,56.636,NA,72.181,NA,NA,NA,NA,58.006,56.869,NA,NA,NA,NA,52.96,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.257,97.722,90.435
07/02/1985,NA,56.584,NA,71.821,NA,NA,NA,NA,57.489,56.456,NA,NA,NA,NA,52.668,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.963,99.158,90.212
08/02/1985,NA,56.291,NA,71.272,NA,NA,NA,NA,57.102,56.037,NA,NA,NA,NA,52.43,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.71,98.02,90.381
11/02/1985,NA,55.979,NA,71.25,NA,NA,NA,NA,56.897,55.33,NA,NA,NA,NA,52.106,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.44,95.948,90.323
12/02/1985,NA,55.656,NA,70.941,NA,NA,NA,NA,56.547,54.585,NA,NA,NA,NA,51.814,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.277,95.085,90.323
13/02/1985,NA,55.33,NA,70.673,NA,NA,NA,NA,55.965,54.509,NA,NA,NA,NA,51.747,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.165,95.085,90.381
14/02/1985,NA,55.456,NA,70.728,NA,NA,NA,NA,56.22,55.276,NA,NA,NA,NA,51.885,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.226,96.803,90.716
15/02/1985,NA,55.775,NA,71.365,NA,NA,NA,NA,56.606,55.973,NA,NA,NA,NA,52.395,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.502,98.845,90.323
18/02/1985,NA,55.532,NA,70.691,NA,NA,NA,NA,56.17,55.14,NA,NA,NA,NA,51.965,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.189,96.519,90.323
19/02/1985,NA,55.052,NA,70.439,NA,NA,NA,NA,55.815,54.836,NA,NA,NA,NA,51.674,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.262,96.519,90.408
20/02/1985,NA,54.739,NA,69.582,NA,NA,NA,NA,55.497,54.356,NA,NA,NA,NA,51.409,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.11,96.094,89.667
21/02/1985,NA,54.452,NA,67.563,NA,NA,NA,NA,55.069,53.744,NA,NA,NA,NA,51.119,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.013,95.504,88.985
22/02/1985,NA,53.798,NA,66.889,NA,NA,NA,NA,54.519,52.96,NA,NA,NA,NA,50.774,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.663,94.593,88.427
25/02/1985,NA,52.808,NA,65.691,NA,NA,NA,NA,53.354,51.693,NA,NA,NA,NA,49.714,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.783,92.617,88.289
26/02/1985,NA,53.429,NA,66.081,NA,NA,NA,NA,53.337,52.216,NA,NA,NA,NA,49.939,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.988,92.728,88.566
27/02/1985,NA,54.728,NA,67.092,NA,NA,NA,NA,55.038,54.469,NA,NA,NA,NA,51.528,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.754,97.175,87.785
28/02/1985,NA,54.458,NA,66.319,NA,NA,NA,NA,54.859,54.13,NA,NA,NA,NA,51.414,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.521,96.387,87.62
01/03/1985,NA,54.176,NA,66.133,NA,NA,NA,NA,54.824,54.006,NA,NA,NA,NA,51.344,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.288,95.25,87.902
04/03/1985,NA,53.984,NA,66.094,NA,NA,NA,NA,54.735,53.804,NA,NA,NA,NA,51.197,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.254,95.128,87.533
05/03/1985,NA,53.17,NA,65.325,NA,NA,NA,NA,53.998,52.393,NA,NA,NA,NA,50.422,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.698,93.97,87.902
06/03/1985,NA,53.868,NA,65.777,NA,NA,NA,NA,54.756,53.454,NA,NA,NA,NA,51.434,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.799,95.542,87.647
07/03/1985,NA,53.671,NA,65.334,NA,NA,NA,NA,54.339,52.704,NA,NA,NA,NA,51.254,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.084,95.182,87.506
08/03/1985,NA,53.298,NA,65.202,NA,NA,NA,NA,54.275,52.538,NA,NA,NA,NA,51.356,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.066,95.53,88.644
11/03/1985,NA,54.423,NA,66.179,NA,NA,NA,NA,54.945,53.798,NA,NA,NA,NA,53.028,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.428,98.02,88.612
12/03/1985,NA,54.423,NA,66.442,NA,NA,NA,NA,55.148,53.854,NA,NA,NA,NA,53.034,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,97.783,88.33
13/03/1985,NA,54.124,NA,66.122,NA,NA,NA,NA,55.223,53.705,NA,NA,NA,NA,53.127,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.662,97.04,87.734
14/03/1985,NA,53.578,NA,66.05,NA,NA,NA,NA,54.795,53.287,NA,NA,NA,NA,52.565,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.321,96.431,87.62
15/03/1985,NA,53.856,NA,66.143,NA,NA,NA,NA,55.2,53.387,NA,NA,NA,NA,52.623,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.375,97.334,87.533
18/03/1985,NA,54.338,NA,66.489,NA,NA,NA,NA,55.609,54.007,NA,NA,NA,NA,53.285,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.743,99.475,87.137
19/03/1985,NA,55.353,NA,66.662,NA,NA,NA,NA,56.982,55.262,NA,NA,NA,NA,54.34,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.52,102.296,87.246
20/03/1985,NA,55.584,NA,67.085,NA,NA,NA,NA,57.194,56.016,NA,NA,NA,NA,54.759,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.866,103.897,87.647
21/03/1985,NA,56.385,NA,67.418,NA,NA,NA,NA,58.108,56.682,NA,NA,NA,NA,55.932,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.367,107.708,88.102
22/03/1985,NA,56.301,NA,67.682,NA,NA,NA,NA,58.143,56.768,NA,NA,NA,NA,55.569,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.236,106.201,87.793
25/03/1985,NA,55.879,NA,67.244,NA,NA,NA,NA,57.756,56.519,NA,NA,NA,NA,55.337,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.039,106.084,87.961
26/03/1985,NA,56.382,NA,67.686,NA,NA,NA,NA,58.219,57.007,NA,NA,NA,NA,56.043,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.341,107.209,88.416
27/03/1985,NA,58.117,NA,68.916,NA,NA,NA,NA,59.605,58.705,NA,NA,NA,NA,57.883,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.378,112.736,88.02
28/03/1985,NA,57.776,NA,68.47,NA,NA,NA,NA,59.691,58.773,NA,NA,NA,NA,58.039,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.277,112.003,88.503
29/03/1985,NA,58.658,NA,69.296,NA,NA,NA,NA,60.731,59.816,NA,NA,NA,NA,58.928,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.956,113.274,88.985
01/04/1985,NA,58.077,NA,69.174,NA,NA,NA,NA,60.353,59.091,NA,NA,NA,NA,58.213,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.338,111.368,88.985
02/04/1985,NA,57.386,NA,68.757,NA,NA,NA,NA,59.729,58.383,NA,NA,NA,NA,57.565,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.27,110.002,88.758
03/04/1985,NA,57.671,NA,68.849,NA,NA,NA,NA,60.347,58.751,NA,NA,NA,NA,57.747,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.45,110.416,88.585
04/04/1985,NA,57.024,NA,68.544,NA,NA,NA,NA,59.704,58.139,NA,NA,NA,NA,57.175,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.897,108.869,88.53
05/04/1985,NA,57.024,NA,68.544,NA,NA,NA,NA,59.704,58.139,NA,NA,NA,NA,57.175,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.897,108.869,88.53
08/04/1985,NA,57.024,NA,68.544,NA,NA,NA,NA,59.704,58.139,NA,NA,NA,NA,57.175,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.897,108.869,88.416
09/04/1985,NA,57.682,NA,69.277,NA,NA,NA,NA,60.168,58.485,NA,NA,NA,NA,57.712,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.183,109.996,88.985
10/04/1985,NA,57.639,NA,68.954,NA,NA,NA,NA,60.818,58.9,NA,NA,NA,NA,58.629,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.394,111.173,89.413
11/04/1985,NA,58.63,NA,69.629,NA,NA,NA,NA,61.564,60.042,NA,NA,NA,NA,59.779,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.124,114.779,90.237
12/04/1985,NA,59.14,NA,70.477,NA,NA,NA,NA,62.142,60.661,NA,NA,NA,NA,60.619,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.664,116.155,90.178
15/04/1985,NA,59.655,NA,70.395,NA,NA,NA,NA,62.602,61.453,NA,NA,NA,NA,61.213,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.262,118.512,90.492
16/04/1985,NA,59.567,NA,70.982,NA,NA,NA,NA,62.589,61.484,NA,NA,NA,NA,61.544,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.383,118.651,91.116
17/04/1985,NA,59.599,NA,71.153,NA,NA,NA,NA,62.835,61.454,NA,NA,NA,NA,61.637,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.31,118.977,90.92
18/04/1985,NA,60.647,NA,71.211,NA,NA,NA,NA,63.581,62.19,NA,NA,NA,NA,62.314,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.699,120.89,91.771
19/04/1985,NA,60.854,NA,71.336,NA,NA,NA,NA,63.828,62.728,NA,NA,NA,NA,62.721,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.409,120.842,91.771
22/04/1985,NA,60.033,NA,71.35,NA,NA,NA,NA,62.947,61.865,NA,NA,NA,NA,62.037,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.925,119.441,91.799
23/04/1985,NA,58.944,NA,71.268,NA,NA,NA,NA,61.954,60.632,NA,NA,NA,NA,60.651,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.16,116.92,91.116
24/04/1985,NA,58.103,NA,70.707,NA,NA,NA,NA,60.636,59.605,NA,NA,NA,NA,60.048,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.085,113.731,91.116
25/04/1985,NA,57.382,NA,70.403,NA,NA,NA,NA,60.508,59.119,NA,NA,NA,NA,59.291,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.724,111.565,90.524
26/04/1985,NA,58.012,NA,70.176,NA,NA,NA,NA,60.637,59.246,NA,NA,NA,NA,59.395,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.885,112.677,90.606
29/04/1985,NA,58.459,NA,70.006,NA,NA,NA,NA,61.111,59.62,NA,NA,NA,NA,59.543,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.831,114.061,89.95
30/04/1985,NA,58.812,NA,69.817,NA,NA,NA,NA,61.757,59.874,NA,NA,NA,NA,60.267,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.032,115.356,90.237
01/05/1985,NA,57.656,NA,69.674,NA,NA,NA,NA,60.839,58.997,NA,NA,NA,NA,59.394,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.466,113.445,91.033
02/05/1985,NA,57.35,NA,69.813,NA,NA,NA,NA,60.613,58.55,NA,NA,NA,NA,59.19,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.322,113.112,90.92
03/05/1985,NA,56.446,NA,69.852,NA,NA,NA,NA,59.347,57.828,NA,NA,NA,NA,58.424,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.482,112.007,91.375
06/05/1985,NA,56.446,NA,69.852,NA,NA,NA,NA,59.395,57.828,NA,NA,NA,NA,58.424,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.482,112.007,91.489
07/05/1985,NA,57.291,NA,69.927,NA,NA,NA,NA,60.382,58.77,NA,NA,NA,NA,59.459,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.078,111.909,91.575
08/05/1985,NA,56.862,NA,69.934,NA,NA,NA,NA,59.911,58.48,NA,NA,NA,NA,58.145,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.837,110.409,90.947
09/05/1985,NA,57.907,NA,69.546,NA,NA,NA,NA,61.48,59.973,NA,NA,NA,NA,59.669,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.811,112.911,91.402
10/05/1985,NA,58.076,NA,70.095,NA,NA,NA,NA,61.286,59.877,NA,NA,NA,NA,59.645,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.552,112.934,92.199
13/05/1985,NA,58.984,NA,70.902,NA,NA,NA,NA,62.279,61.057,NA,NA,NA,NA,60.782,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.355,115.217,92.199
14/05/1985,NA,59.714,NA,70.573,NA,NA,NA,NA,63.13,61.667,NA,NA,NA,NA,61.329,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.645,117.085,92.995
15/05/1985,NA,59.137,NA,71.161,NA,NA,NA,NA,62.798,61.152,NA,NA,NA,NA,61.131,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.407,116.09,93.023
16/05/1985,NA,58.849,NA,71.02,NA,NA,NA,NA,62.181,60.707,NA,NA,NA,NA,60.896,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.807,115.176,93.364
17/05/1985,NA,58.98,NA,71.266,NA,NA,NA,NA,62.567,61.304,NA,NA,NA,NA,61.234,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.337,115.923,93.25
20/05/1985,NA,59.861,NA,71.368,NA,NA,NA,NA,63.55,62.174,NA,NA,NA,NA,62.451,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.853,118.606,94.903
21/05/1985,NA,59.176,NA,71.229,NA,NA,NA,NA,62.953,61.707,NA,NA,NA,NA,61.889,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.344,117.788,94.616
22/05/1985,NA,58.847,NA,71.04,NA,NA,NA,NA,62.296,61.289,NA,NA,NA,NA,61.648,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.25,117.199,94.534
23/05/1985,NA,58.896,NA,72.254,NA,NA,NA,NA,62.269,61.244,NA,NA,NA,NA,61.698,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.377,117.212,94.307
24/05/1985,NA,58.811,NA,72.028,NA,NA,NA,NA,61.988,60.966,NA,NA,NA,NA,61.428,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.104,116.98,94.675
27/05/1985,NA,58.811,NA,72.028,NA,NA,NA,NA,61.988,60.966,NA,NA,NA,NA,61.428,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.104,116.98,94.646
28/05/1985,NA,58.286,NA,72.23,NA,NA,NA,NA,61.636,60.536,NA,NA,NA,NA,61.048,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.798,116.191,95.586
29/05/1985,NA,59.064,NA,72.525,NA,NA,NA,NA,62.241,61.321,NA,NA,NA,NA,61.886,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.325,117.829,95.385
30/05/1985,NA,58.991,NA,72.718,NA,NA,NA,NA,62.323,61.296,NA,NA,NA,NA,61.956,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.124,118.939,95.754
31/05/1985,NA,59.332,NA,72.904,NA,NA,NA,NA,62.608,61.755,NA,NA,NA,NA,62.774,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.36,120.523,96.296
03/06/1985,NA,59.528,NA,73.218,NA,NA,NA,NA,62.848,61.907,NA,NA,NA,NA,63.053,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.506,121.942,97.659
04/06/1985,NA,59.68,NA,73.657,NA,NA,NA,NA,62.786,62.003,NA,NA,NA,NA,63.34,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.48,120.708,97.686
05/06/1985,NA,59.156,NA,73.656,NA,NA,NA,NA,62.433,61.533,NA,NA,NA,NA,62.737,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.291,118.666,98.967
06/06/1985,NA,59.586,NA,74.264,NA,NA,NA,NA,62.754,61.883,NA,NA,NA,NA,63.257,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.49,120.035,98.594
07/06/1985,NA,59.022,NA,73.852,NA,NA,NA,NA,62.292,61.369,NA,NA,NA,NA,62.835,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.131,119.857,96.809
10/06/1985,NA,58.726,NA,72.764,NA,NA,NA,NA,61.581,60.896,NA,NA,NA,NA,61.799,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.852,118.26,96.977
11/06/1985,NA,58.95,NA,73.124,NA,NA,NA,NA,61.928,61.193,NA,NA,NA,NA,62.184,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.041,119.081,97.49
12/06/1985,NA,59.214,NA,73.657,NA,NA,NA,NA,61.916,61.206,NA,NA,NA,NA,62.468,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.032,119.81,97.49
13/06/1985,NA,58.784,NA,72.895,NA,NA,NA,NA,61.532,60.902,NA,NA,NA,NA,62.086,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.888,112.683,96.723
14/06/1985,NA,59.1,NA,72.836,NA,NA,NA,NA,62.543,61.775,NA,NA,NA,NA,62.977,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.483,114.923,98.085
17/06/1985,NA,59.427,NA,72.881,NA,NA,NA,NA,62.167,61.663,NA,NA,NA,NA,62.986,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.411,114.789,98.112
18/06/1985,NA,60.095,NA,74.172,NA,NA,NA,NA,62.421,62.432,NA,NA,NA,NA,63.871,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.909,116.896,98.512
19/06/1985,NA,60.376,NA,73.82,NA,NA,NA,NA,62.701,62.88,NA,NA,NA,NA,64.341,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.013,118.356,97.717
20/06/1985,NA,59.218,NA,73.103,NA,NA,NA,NA,61.696,61.69,NA,NA,NA,NA,63.445,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.481,115.423,97.149
21/06/1985,NA,59.518,NA,72.92,NA,NA,NA,NA,61.882,61.912,NA,NA,NA,NA,63.84,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.531,116.281,96.014
24/06/1985,NA,59.322,NA,72.625,NA,NA,NA,NA,61.749,61.755,NA,NA,NA,NA,63.613,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.502,116.036,95.387
25/06/1985,NA,59.297,NA,72.733,NA,NA,NA,NA,61.904,61.794,NA,NA,NA,NA,63.614,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.501,115.636,95.019
26/06/1985,NA,59.864,NA,72.763,NA,NA,NA,NA,62.26,62.099,NA,NA,NA,NA,64.06,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.938,116.806,94.792
27/06/1985,NA,59.534,NA,72.651,NA,NA,NA,NA,62.202,61.904,NA,NA,NA,NA,63.935,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.563,116.421,95.7
28/06/1985,NA,60.016,NA,73.588,NA,NA,NA,NA,62.958,62.667,NA,NA,NA,NA,64.468,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,117.998,96.468
01/07/1985,NA,59.767,NA,73.459,NA,NA,NA,NA,62.897,62.467,NA,NA,NA,NA,64.069,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.798,118.063,96.836
02/07/1985,NA,58.636,NA,73.714,NA,NA,NA,NA,63.043,62.419,NA,NA,NA,NA,64.936,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.991,118.286,96.777
03/07/1985,NA,58.784,NA,73.537,NA,NA,NA,NA,63.224,62.714,NA,NA,NA,NA,65.361,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.872,118.809,96.581
04/07/1985,NA,58.925,NA,73.545,NA,NA,NA,NA,63.237,63.015,NA,NA,NA,NA,65.197,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.889,119.465,96.693
05/07/1985,NA,59.362,NA,73.364,NA,NA,NA,NA,63.617,63.588,NA,NA,NA,NA,65.692,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.262,121.01,98.312
