Date,Australia,Austria,Belgium,Canada,China,Czech Rep.,Denmark,Finland,France,Germany,Greece,Hungary,India,Italy,Ireland,Japan,Mexico,Netherlands,New Zealand,Norway,Poland,Portugal,South Africa,South Korea,Spain,Sweden,Switzerland,UK,US
28/05/1992,94.138,108.609,117.547,89.715,NA,NA,16.153,128.599,120.097,107.498,NA,NA,NA,168.159,125.747,0.731,NA,104.938,61.907,NA,NA,NA,NA,NA,193.87,18.102,57.741,195.355,108.482
29/05/1992,94.442,110.125,119.11,89.676,NA,NA,16.51,129.593,121.909,108.853,NA,NA,NA,169.902,127.793,0.745,NA,106.394,61.68,NA,NA,NA,NA,NA,196.478,18.452,58.28,198.141,108.718
01/06/1992,94.23,109.92,118.977,89.456,NA,NA,16.53,129.5,121.376,108.659,NA,NA,NA,169.473,127.606,0.746,NA,106.03,61.532,NA,NA,NA,NA,NA,196.262,18.407,58.143,197.374,108.282
02/06/1992,95.022,110.207,119.159,89.696,NA,NA,16.527,129.256,121.663,108.68,NA,NA,NA,169.583,127.513,0.744,NA,106.056,61.851,NA,NA,NA,NA,NA,196.644,18.44,58.122,197.473,108.55
03/06/1992,95.671,110.228,119.295,90.108,NA,NA,16.236,127.654,120.524,108.85,NA,NA,NA,167.498,126.491,0.745,NA,106.034,62.213,NA,NA,NA,NA,NA,195.874,18.177,57.892,194.919,108.617
04/06/1992,96.231,110.491,119.249,90.293,NA,NA,16.189,128.539,120.6,109.131,NA,NA,NA,166.559,126.701,0.746,NA,106.558,62.721,NA,NA,NA,NA,NA,196.306,18.182,58.209,195.767,108.617
05/06/1992,95.998,110.761,119.874,91.214,NA,NA,16.303,129.125,121.261,109.878,NA,NA,NA,167.918,127.359,0.75,NA,107.359,62.675,NA,NA,NA,NA,NA,196.844,18.348,58.874,196.603,108.886
08/06/1992,96.319,110.833,119.975,91.07,NA,NA,16.297,128.781,121.223,109.788,NA,NA,NA,166.526,127.28,0.748,NA,107.189,63.08,NA,NA,NA,NA,NA,192.707,18.364,58.826,195.794,108.852
09/06/1992,96.003,110.823,119.952,90.944,NA,NA,16.296,128.833,121.035,109.938,NA,NA,NA,165.415,127.444,0.744,NA,107.385,63.464,NA,NA,NA,NA,NA,190.842,18.331,58.623,195.393,108.718
10/06/1992,96.227,110.53,119.549,90.681,NA,NA,16.299,127.31,120.853,109.736,NA,NA,NA,166.716,126.575,0.745,NA,107.202,63.121,NA,NA,NA,NA,NA,190.4,18.282,58.749,195.859,108.55
11/06/1992,96.352,111.901,120.713,91.461,NA,NA,16.394,128.338,121.46,110.551,NA,NA,NA,167.501,127.648,0.75,NA,108.266,63.006,NA,NA,NA,NA,NA,191.489,18.396,59.348,197.372,108.718
12/06/1992,96.112,112.155,120.879,92.261,NA,NA,16.413,129.283,121.731,110.732,NA,NA,NA,167.416,128.063,0.751,NA,108.348,63.1,NA,NA,NA,NA,NA,191.498,18.418,59.418,198.311,109.053
15/06/1992,96.474,112.482,121.289,92.131,NA,NA,16.489,129.795,121.778,110.939,NA,NA,NA,167.014,128.105,0.751,NA,108.629,63.062,NA,NA,NA,NA,NA,191.709,18.48,59.841,198.256,109.087
16/06/1992,95.614,112.755,120.993,92.268,NA,NA,16.396,129.875,122.506,111.199,NA,NA,NA,167.406,128.799,0.751,NA,108.927,63.235,NA,NA,NA,NA,NA,190.331,18.532,60.187,198.689,109.389
17/06/1992,95.182,112.079,120.69,91.874,NA,NA,16.303,129.169,121.892,110.454,NA,NA,NA,167.223,128.388,0.751,NA,108.321,62.508,NA,NA,NA,NA,NA,190.281,18.479,59.63,198.054,109.523
18/06/1992,96.23,112.75,121.27,92.141,NA,NA,16.408,130.284,122.306,111.359,NA,NA,NA,167.54,129.509,0.754,NA,109.061,62.998,NA,NA,NA,NA,NA,192.533,18.618,59.871,199.216,109.791
19/06/1992,95.896,112.552,121.129,91.701,NA,NA,16.395,129.665,121.944,110.945,NA,NA,NA,168.189,129.286,0.754,NA,108.793,63.376,NA,NA,NA,NA,NA,192.596,18.576,59.705,198.635,109.422
22/06/1992,95.357,112.673,121.24,91.72,NA,NA,16.387,130.033,122.043,111.109,NA,NA,NA,169.234,129.409,0.753,NA,109.021,63.488,NA,NA,NA,NA,NA,193.491,18.553,59.65,198.31,109.422
23/06/1992,95.516,112.959,121.1,91.622,NA,NA,16.417,130.23,122.05,110.909,NA,NA,NA,169.386,129.71,0.752,NA,108.754,63.249,NA,NA,NA,NA,NA,194.199,18.528,59.601,198.044,109.355
24/06/1992,96.349,113.194,122.246,92.008,NA,NA,16.577,131.524,123.156,111.799,NA,NA,NA,169.913,130.377,0.757,NA,109.833,63.526,NA,NA,NA,NA,NA,195.468,18.715,59.872,199.464,109.691
25/06/1992,96.271,113.953,123.472,92.099,NA,NA,16.773,132.37,124.295,112.563,NA,NA,NA,171.342,131.511,0.765,NA,110.443,63.621,NA,NA,NA,NA,NA,197.432,18.864,60.417,201.506,110.16
26/06/1992,95.764,114.485,123.681,92.115,NA,NA,16.868,134.629,124.55,112.786,NA,NA,NA,172.331,131.847,0.766,NA,110.692,63.785,NA,NA,NA,NA,NA,197.672,18.94,60.78,201.985,110.093
29/06/1992,95.302,115.563,125.389,91.917,NA,NA,17.045,136.656,126.441,114.455,NA,NA,NA,174.709,133.137,0.768,NA,112.367,63.891,NA,NA,NA,NA,NA,199.582,19.035,61.625,203.464,110.362
30/06/1992,94.626,115.098,125.155,91.692,NA,NA,16.955,134.954,125.822,114.072,NA,NA,NA,173.893,132.806,0.764,NA,111.768,64.085,NA,NA,NA,NA,NA,197.928,18.976,61.42,203.143,110.194
01/07/1992,94.749,116.09,125.646,91.327,NA,NA,17.036,136,126.188,114.48,NA,NA,NA,173.065,133.529,0.771,NA,112.321,63.743,NA,NA,NA,NA,NA,197.56,19.048,61.823,204.689,110.462
02/07/1992,94.862,115.971,126.161,92.647,NA,NA,17.091,135.978,126.745,114.909,NA,NA,NA,171.372,134.009,0.773,NA,112.877,64.283,NA,NA,NA,NA,NA,197.283,19.176,62.152,206.248,111.805
03/07/1992,95.601,115.746,126.023,92.87,NA,NA,17.081,135.489,126.893,115.044,NA,NA,NA,171.948,133.482,0.775,NA,112.59,64.829,NA,NA,NA,NA,NA,196.342,19.079,62.3,206.193,111.805
06/07/1992,95.48,116.206,126.882,93.09,NA,NA,17.161,135.933,127.059,115.268,NA,NA,NA,172.41,134.049,0.775,NA,112.965,65.117,NA,NA,NA,NA,NA,198.269,19.144,62.489,206.117,112.04
07/07/1992,95.847,117.352,127.73,94.213,NA,NA,17.32,137.338,128.452,116.494,NA,NA,NA,175.155,135.861,0.776,NA,114.021,65.358,NA,NA,NA,NA,NA,199.751,19.334,62.863,207.719,112.275
08/07/1992,95.336,117.6,128.11,94.597,NA,NA,17.343,137.429,128.646,116.536,NA,NA,NA,175.687,136.101,0.774,NA,114.186,65.832,NA,NA,NA,NA,NA,200.39,19.349,62.828,206.648,111.973
09/07/1992,94.795,116.421,126.294,94.37,NA,NA,17.125,135.233,126.516,114.793,NA,NA,NA,173.208,134.091,0.77,NA,112.512,65.802,NA,NA,NA,NA,NA,197.414,18.983,61.535,204.416,111.973
10/07/1992,95.099,117.901,127.85,94.325,NA,NA,17.272,136.472,127.991,116.622,NA,NA,NA,175.408,134.732,0.77,NA,114.102,66.423,NA,NA,NA,NA,NA,199.676,19.29,62.249,207.543,111.838
13/07/1992,94.701,119.159,128.648,93.822,NA,NA,17.422,137.56,129.492,117.489,NA,NA,NA,176.936,136.847,0.774,NA,115.067,66.545,NA,NA,NA,NA,NA,201.831,19.371,63.241,207.352,111.503
14/07/1992,94.188,118.258,128.335,93.568,NA,NA,17.293,136.721,128.518,116.704,NA,NA,NA,175.099,135.74,0.773,NA,114.229,67.034,NA,NA,NA,NA,NA,199.931,19.281,62.603,205.763,111.503
15/07/1992,94.456,119.09,129.275,94.141,NA,NA,17.399,136.895,128.898,117.721,NA,NA,NA,175.624,136.691,0.773,NA,115.108,66.211,NA,NA,NA,NA,NA,199.985,19.429,62.938,207.046,112.006
16/07/1992,94.643,119.474,129.132,94.673,NA,NA,17.411,139.909,129,118.05,NA,NA,NA,176.167,136.613,0.772,NA,115.336,66.239,NA,NA,NA,NA,NA,199.962,19.48,63.548,208.291,112.241
17/07/1992,94.992,120.998,130.063,94.395,NA,NA,17.547,140.622,129.202,119.023,NA,NA,NA,176.086,136.085,0.777,NA,116.089,66.471,NA,NA,NA,NA,NA,200.634,19.586,64.355,208.937,112.006
20/07/1992,93.723,118.438,128.508,94.581,NA,NA,17.103,139.472,126.92,116.831,NA,NA,NA,170.271,135.677,0.772,NA,114.402,65.111,NA,NA,NA,NA,NA,194.635,19.12,64.129,205.129,112.039
21/07/1992,95.609,118.06,127.957,94.489,NA,NA,17.074,138.287,126.357,116.85,NA,NA,NA,169.037,134.538,0.774,NA,113.748,66.034,NA,NA,NA,NA,NA,191.333,19.052,63.575,204.596,112.107
22/07/1992,95.669,117.897,127.561,95.095,NA,NA,17.099,137.464,126.421,116.853,NA,NA,NA,170.375,134.475,0.767,NA,113.833,66.284,NA,NA,NA,NA,NA,191.984,19.007,63.74,204.129,112.442
23/07/1992,96.855,117.925,127.902,95.773,NA,NA,17.091,137.791,127.182,117.367,NA,NA,NA,172.155,135.127,0.771,NA,114.367,66.666,NA,NA,NA,NA,NA,191.569,19.048,63.978,205.202,113.415
24/07/1992,96.315,117.122,126.499,95.443,NA,NA,16.937,136.498,125.207,116.239,NA,NA,NA,169.253,134.125,0.765,NA,113.084,66.585,NA,NA,NA,NA,NA,188.949,18.848,63.602,203.876,113.348
27/07/1992,95.719,118.107,127.531,95.97,NA,NA,17.096,137.445,126.945,117.425,NA,NA,NA,171.549,135.332,0.765,NA,114.409,66.45,NA,NA,NA,NA,NA,191.751,19.071,64.442,205.539,113.717
28/07/1992,96.215,118.908,128.397,96.839,NA,NA,17.217,138.481,126.953,118.305,NA,NA,NA,173.034,136.186,0.768,NA,115.072,66.497,NA,NA,NA,NA,NA,194.7,19.161,64.88,206.934,114.187
29/07/1992,97.039,118.554,128.152,97.017,NA,NA,17.04,138.235,125.737,117.366,NA,NA,NA,171.597,134.864,0.767,NA,114.308,66.434,NA,NA,NA,NA,NA,194.194,19.006,64.18,205.084,114.422
30/07/1992,98.167,118.619,127.351,97.41,NA,NA,17.004,137.059,125.736,117.402,NA,NA,NA,170.044,134.507,0.768,NA,114.286,66.658,NA,NA,NA,NA,NA,193.886,18.946,64.051,204.373,113.684
31/07/1992,97.628,118.621,126.834,97.267,NA,NA,16.908,136.915,125.407,117.155,NA,NA,NA,170.297,134.441,0.769,NA,114.077,66.418,NA,NA,NA,NA,NA,192.304,18.938,64.147,203.121,113.482
03/08/1992,97.964,118.868,126.773,97.448,NA,NA,16.89,133.993,126.327,117.289,NA,NA,NA,173.686,134.721,0.768,NA,114.341,66.489,NA,NA,NA,NA,NA,193.289,18.836,64.154,204.101,113.415
04/08/1992,97.196,119.162,127.785,96.953,NA,NA,16.975,134.064,127.153,117.694,NA,NA,NA,176.652,135.36,0.771,NA,114.551,66.966,NA,NA,NA,NA,NA,194.929,18.91,64.22,203.333,113.952
05/08/1992,97.142,118.934,127.541,97.663,NA,NA,16.954,134.046,127.252,117.529,NA,NA,NA,175.575,134.624,0.769,NA,114.422,66.547,NA,NA,NA,NA,NA,194.674,18.92,63.999,202.249,114.086
06/08/1992,96.984,118.652,127.25,97.026,NA,NA,16.947,133.658,126.721,117.311,NA,NA,NA,175.962,135.089,0.764,NA,114.264,66.589,NA,NA,NA,NA,NA,194.132,18.847,63.624,201.606,113.986
07/08/1992,96.864,119.748,128.805,98.15,NA,NA,17.134,136.246,128.547,118.893,NA,NA,NA,177.893,135.745,0.764,NA,115.717,66.488,NA,NA,NA,NA,NA,197.174,19.04,64.434,204.188,114.657
10/08/1992,97.241,119.713,128.928,98.337,NA,NA,17.136,136.019,128.213,118.836,NA,NA,NA,177.476,135.911,0.761,NA,115.497,66.062,NA,NA,NA,NA,NA,196.779,19.034,64.254,203.923,115.06
11/08/1992,95.897,119.19,128.56,99.422,NA,NA,17.052,136.262,127.483,118.343,NA,NA,NA,176.373,135.317,0.763,NA,115.144,65.938,NA,NA,NA,NA,NA,195.512,18.943,63.882,203.032,115.227
12/08/1992,93.846,120.015,128.926,98.703,NA,NA,17.088,136.198,127.683,119.001,NA,NA,NA,176.346,135.703,0.767,NA,115.645,65.171,NA,NA,NA,NA,NA,195.848,18.936,64.098,203.223,115.026
13/08/1992,93.327,120.294,129.15,97.938,NA,NA,17.039,134.784,127.882,119.273,NA,NA,NA,175.097,135.683,0.771,NA,115.965,65.149,NA,NA,NA,NA,NA,194.661,18.726,64.008,203.158,114.355
14/08/1992,93.259,119.661,128.728,97.968,NA,NA,17.001,133.96,128.212,118.642,NA,NA,NA,173.197,135.492,0.781,NA,115.713,65.307,NA,NA,NA,NA,NA,193.341,18.74,63.772,203.366,114.522
17/08/1992,95.129,120.012,129.143,97.245,NA,NA,17.086,133.134,128.44,119.853,NA,NA,NA,176.261,136.562,0.786,NA,116.383,65.742,NA,NA,NA,NA,NA,196,18.651,64.114,204.746,114.254
18/08/1992,94.227,120.414,129.696,96.905,NA,NA,17.09,133.585,128.41,120.188,NA,NA,NA,176.503,137.014,0.785,NA,116.79,65.533,NA,NA,NA,NA,NA,196.253,18.552,64.228,205.242,114.824
19/08/1992,95.685,120.757,129.892,97.427,NA,NA,17.059,133.313,128.581,120.411,NA,NA,NA,176.439,137.268,0.784,NA,116.991,65.781,NA,NA,NA,NA,NA,196.02,18.349,64.633,205.516,114.791
20/08/1992,94.821,121.16,130.516,98.413,NA,NA,17.089,133.702,129.651,121.116,NA,NA,NA,176.994,137.691,0.785,NA,117.467,65.82,NA,NA,NA,NA,NA,196.094,18.482,65.151,206.19,114.992
21/08/1992,94.685,121.721,131.595,98.09,NA,NA,17.07,134.406,130.361,122.446,NA,NA,NA,177.926,137.582,0.784,NA,118.523,65.928,NA,NA,NA,NA,NA,196.094,18.396,65.831,206.468,114.489
24/08/1992,91.129,125.228,134.207,97.402,NA,NA,17.456,137.384,132.159,125.202,NA,NA,NA,180.94,141.533,0.795,NA,121.334,65.508,NA,NA,NA,NA,NA,200.386,18.374,67.761,209.527,113.28
25/08/1992,90.353,125.584,134.554,97.184,NA,NA,17.364,136.723,131.515,125.867,NA,NA,NA,180.745,141.05,0.798,NA,121.603,65.282,NA,NA,NA,NA,NA,198.325,18.31,67.578,207.943,112.911
26/08/1992,90.713,125.204,133.676,97.09,NA,NA,17.318,134.942,131.25,125.004,NA,NA,NA,179.909,140.042,0.796,NA,120.997,65.505,NA,NA,NA,NA,NA,196.034,18.475,66.973,206.376,113.314
27/08/1992,91.547,125.21,133.418,96.859,NA,NA,17.463,135.917,130.896,124.859,NA,NA,NA,179.261,139.682,0.796,NA,120.653,65.511,NA,NA,NA,NA,NA,193.806,19.04,66.909,205.695,113.616
28/08/1992,91.846,125.144,133.215,96.628,NA,NA,17.413,135.713,131.635,124.888,NA,NA,NA,178.386,139.811,0.802,NA,120.739,65.454,NA,NA,NA,NA,NA,194.151,19.017,67.283,205.219,113.683
31/08/1992,90.433,125.144,133.001,97.149,NA,NA,17.472,135.361,131.305,125.112,NA,NA,NA,178.522,139.811,0.796,NA,120.799,65.268,NA,NA,NA,NA,NA,192.2,18.757,67.353,205.219,113.716
01/09/1992,91.408,126.413,134.097,97.546,NA,NA,17.524,136.258,132.709,126.248,NA,NA,NA,179.783,140.995,0.797,NA,121.906,65.117,NA,NA,NA,NA,NA,193.203,18.913,68.446,206.644,114.186
02/09/1992,91.399,126.661,134.549,97.625,NA,NA,17.485,137.048,132.964,126.413,NA,NA,NA,179.583,141.214,0.799,NA,122.335,64.926,NA,NA,NA,NA,NA,193.716,19.169,68.233,209.301,114.403
03/09/1992,90.889,124.76,132.986,97.564,NA,NA,17.292,134.101,132.353,124.605,NA,NA,NA,177.375,139.827,0.792,NA,120.624,64.698,NA,NA,NA,NA,NA,192.96,19.002,66.842,210.209,114.403
04/09/1992,91.26,125.356,134.399,98.142,NA,NA,17.558,134.716,133.493,125.265,NA,NA,NA,178.351,141.747,0.801,NA,121.689,65.367,NA,NA,NA,NA,NA,197.562,19.121,67.604,212.518,115.524
07/09/1992,91.618,125.646,135.223,97.937,NA,NA,17.706,135.662,134.971,126.328,NA,NA,NA,178.459,141.713,0.805,NA,121.814,66.025,NA,NA,NA,NA,NA,199.365,19.233,67.724,212.444,115.524
08/09/1992,91.233,126.662,136.361,98.057,NA,NA,17.922,120.884,135.895,127.593,NA,NA,NA,178.505,143.314,0.807,NA,123.011,65.367,NA,NA,NA,NA,NA,200.665,18.928,68.932,212.522,116.5
09/09/1992,90.94,124.892,134.184,96.287,NA,NA,17.604,117.338,133.545,125.573,NA,NA,NA,175.182,141.439,0.804,NA,121.109,65.519,NA,NA,NA,NA,NA,195.838,18.501,68.214,207.986,116.283
10/09/1992,91.904,125.083,134.32,95.073,NA,NA,17.506,114.965,133.839,125.8,NA,NA,NA,175.653,141.862,0.806,NA,121.354,66.112,NA,NA,NA,NA,NA,193.968,18.342,68.073,209.34,116.356
11/09/1992,90.789,121.667,130.518,94.829,NA,NA,17.136,114.791,130.123,122.39,NA,NA,NA,169.904,138.064,0.796,NA,118.042,65.923,NA,NA,NA,NA,NA,188.255,17.91,66.047,203.357,115.777
14/09/1992,94.13,119.742,129.355,95.681,NA,NA,17.104,113.374,128.994,120.739,NA,NA,NA,165.855,137.166,0.799,NA,116.805,67.711,NA,NA,NA,NA,NA,187.332,17.884,64.64,202.887,116.211
15/09/1992,92.004,119.683,129.322,94.388,NA,NA,17.083,111.155,129.17,120.537,NA,NA,NA,159.564,137.524,0.799,NA,116.973,65.894,NA,NA,NA,NA,NA,186.519,17.224,65.468,198.41,115.56
16/09/1992,89.649,117.069,127.525,92.227,NA,NA,16.682,107.586,126.307,118.718,NA,NA,NA,150.397,133.783,0.791,NA,115.241,65.706,NA,NA,NA,NA,NA,173.3,16.776,65.239,191.646,115.488
17/09/1992,92.239,121.46,129.922,93.229,NA,NA,17.023,111.909,128.27,121.746,NA,NA,NA,155.251,131.8,0.794,NA,118.065,66.097,NA,NA,NA,NA,NA,171.486,17.209,67.315,189.96,115.56
18/09/1992,92.195,120.372,128.491,93.385,NA,NA,16.727,108.565,127.029,120.637,NA,NA,NA,152.024,132.104,0.792,NA,117.279,65.664,NA,NA,NA,NA,NA,170.345,17.335,66.769,186.818,115.452
21/09/1992,91.675,121.213,129.484,90.97,NA,NA,16.915,112.794,128.269,121.721,NA,NA,NA,152.581,129.611,0.798,NA,118.421,65.318,NA,NA,NA,NA,NA,173.254,16.691,66.847,182.6,115.415
22/09/1992,90.641,120.684,128.813,90.999,NA,NA,16.619,110.458,128.627,120.915,NA,NA,NA,153.577,130.279,0.817,NA,118.178,64.687,NA,NA,NA,NA,NA,166.509,16.773,67.107,183.709,114.765
23/09/1992,90.516,120.595,128.585,90.517,NA,NA,16.55,108.571,128.048,120.647,NA,NA,NA,152.59,127.194,0.824,NA,117.325,65.147,NA,NA,NA,NA,NA,175.252,16.739,67.147,184.753,114.367
24/09/1992,90.769,122.098,129.491,90.385,NA,NA,16.606,110.929,128.266,121.823,NA,NA,NA,152.541,127.859,0.824,NA,118.237,64.845,NA,NA,NA,NA,NA,169.416,16.914,67.739,185.191,114.909
25/09/1992,91.585,122.095,129.863,91.211,NA,NA,16.782,110.877,131.465,121.669,NA,NA,NA,152.92,129.067,0.826,NA,118.467,65.124,NA,NA,NA,NA,NA,166.768,17.05,68.094,185.511,115.488
28/09/1992,91.346,124.588,132.665,90.439,NA,NA,17.138,113.474,133.861,124.119,NA,NA,NA,154.773,130.008,0.832,NA,121.126,65.16,NA,NA,NA,NA,NA,170.172,17.273,69.427,187.301,115.849
29/09/1992,89.839,126.858,135.067,88.262,NA,NA,17.384,116.079,134.599,126.265,NA,NA,NA,156.602,130.71,0.83,NA,123.393,64.981,NA,NA,NA,NA,NA,174.287,17.491,70.615,191.464,115.849
30/09/1992,90.233,128.442,135.956,89.598,NA,NA,17.453,116.1,135.924,127.705,NA,NA,NA,152.138,134.502,0.828,NA,124.459,64.926,NA,NA,NA,NA,NA,173.788,18.23,71.352,192.304,115.849
01/10/1992,89.196,127.752,135.968,89.557,NA,NA,17.412,114.857,135.219,127.573,NA,NA,NA,153.159,130.982,0.827,NA,123.828,64.984,NA,NA,NA,NA,NA,169.43,18.231,70.896,187.279,117.006
02/10/1992,91.274,128.457,136.755,89.182,NA,NA,17.475,115.576,136.923,128.852,NA,NA,NA,151.683,133.329,0.834,NA,125.412,66.656,NA,NA,NA,NA,NA,169.627,18.161,70.947,184.87,116.789
05/10/1992,91.567,130.023,138.588,89.551,NA,NA,17.482,115.796,135.71,129.546,NA,NA,NA,143.834,131.914,0.832,NA,126.074,66.129,NA,NA,NA,NA,NA,169.121,18.025,72.128,179.954,116.97
06/10/1992,91.377,128.306,136.381,90.007,NA,NA,17.128,115.35,133.691,127.26,NA,NA,NA,139.607,129.436,0.831,NA,123.792,66.036,NA,NA,NA,NA,NA,164.417,17.904,71.029,181.885,116.427
07/10/1992,91.14,126.951,135.745,90.326,NA,NA,17.024,115.667,134.029,126.413,NA,NA,NA,137.693,129.603,0.828,NA,122.71,65.61,NA,NA,NA,NA,NA,160.55,17.798,70.424,183.023,115.09
08/10/1992,92.211,124.027,133.114,90.709,NA,NA,16.767,113.889,130.746,123.266,NA,NA,NA,138.296,126.281,0.818,NA,120.288,65.793,NA,NA,NA,NA,NA,156.26,17.555,68.427,181.449,115.487
09/10/1992,90.863,123.186,132.183,89.777,NA,NA,16.87,112.311,130.584,122.247,NA,NA,NA,140.174,124.776,0.813,NA,119.549,65.271,NA,NA,NA,NA,NA,160.264,17.451,67.641,182.426,114.583
12/10/1992,92.275,123.734,133.047,90.584,NA,NA,16.912,112.151,130.751,122.871,NA,NA,NA,141.709,126.204,0.82,NA,120.152,65.915,NA,NA,NA,NA,NA,162.997,17.502,67.728,184.045,114.583
13/10/1992,92.886,124.219,133.698,90.3,NA,NA,17.156,111.804,131.715,123.387,NA,NA,NA,140.78,127.932,0.817,NA,121.157,66.741,NA,NA,NA,NA,NA,164.834,17.518,67.925,186.113,114.656
14/10/1992,92.339,124.733,134.434,88.796,NA,NA,17.131,112.96,131.393,124.01,NA,NA,NA,141.066,128.606,0.82,NA,121.427,66.33,NA,NA,NA,NA,NA,165.455,17.561,68.218,185.52,114.656
15/10/1992,92.985,125.579,135.461,89.632,NA,NA,17.265,114.894,134.032,125.31,NA,NA,NA,141.998,130.049,0.824,NA,122.54,66.779,NA,NA,NA,NA,NA,166.552,17.576,68.825,185.965,114.547
16/10/1992,91.353,124.153,133.56,89.79,NA,NA,17.036,112.957,131.587,123.254,NA,NA,NA,142.243,128.482,0.829,NA,120.405,66.376,NA,NA,NA,NA,NA,162.623,17.272,67.717,184.084,113.932
19/10/1992,92.373,122.604,133.195,89.4,NA,NA,17.208,112.926,131.115,123.08,NA,NA,NA,142.552,127.362,0.829,NA,120.448,66.487,NA,NA,NA,NA,NA,166.089,17.264,67.79,179.628,113.245
20/10/1992,90.872,120.491,130.183,89.764,NA,NA,16.974,111.023,128.901,120.211,NA,NA,NA,140.601,126.777,0.813,NA,117.881,65.734,NA,NA,NA,NA,NA,163.648,17.061,65.733,181.002,111.799
21/10/1992,91.325,121.399,132.491,89.925,NA,NA,17.175,111.455,131.034,120.995,NA,NA,NA,141.39,128.274,0.814,NA,118.776,65.665,NA,NA,NA,NA,NA,167.6,17.126,66.251,181.178,112.341
22/10/1992,92.147,121.728,132.023,89.701,NA,NA,17.122,111.084,130.412,120.571,NA,NA,NA,142.946,128.843,0.823,NA,118.335,65.706,NA,NA,NA,NA,NA,165.573,17.128,66.147,182.224,112.811
23/10/1992,90.16,120.08,129.937,89.653,NA,NA,16.938,109.927,129.495,119.139,NA,NA,NA,143.219,127.321,0.816,NA,116.758,65.581,NA,NA,NA,NA,NA,165.184,17.062,65.694,182.513,112.088
26/10/1992,91.026,120.009,129.6,90.024,NA,NA,16.923,110.232,128.517,118.708,NA,NA,NA,144.415,125.537,0.816,NA,116.523,65.777,NA,NA,NA,NA,NA,166.446,16.961,65.721,179.367,112.088
27/10/1992,89.697,120.293,130.293,91.912,NA,NA,16.951,111.235,128.953,118.914,NA,NA,NA,143.79,126.837,0.814,NA,116.731,65.385,NA,NA,NA,NA,NA,166.323,16.914,65.608,179.072,112.522
28/10/1992,87.053,119.43,129.567,91.626,NA,NA,16.939,110.97,128.557,118.352,NA,NA,NA,145.331,126.171,0.814,NA,116.411,64.743,NA,NA,NA,NA,NA,165.233,16.873,65.566,179.51,112.63
29/10/1992,86.858,119.632,129.502,91.974,NA,NA,16.886,110.916,128.751,118.109,NA,NA,NA,148.293,126.458,0.81,NA,116.094,64.236,NA,NA,NA,NA,NA,165.907,16.929,65.489,178.051,113.064
30/10/1992,88.107,119.038,129.102,91.608,NA,NA,16.77,110.477,128.395,117.942,NA,NA,NA,147.981,125.62,0.811,NA,116.073,63.996,NA,NA,NA,NA,NA,164.509,16.823,65.157,177.602,112.341
02/11/1992,86.419,116.983,126.796,91.001,NA,NA,16.557,108.533,126.311,115.858,NA,NA,NA,145.983,122.146,0.807,NA,113.958,63.372,NA,NA,NA,NA,NA,161.391,16.507,64.362,172.7,111.726
03/11/1992,87.942,116.928,127.39,90.579,NA,NA,16.694,108.774,127.18,116.411,NA,NA,NA,145.286,122.914,0.819,NA,114.627,64.497,NA,NA,NA,NA,NA,158.561,16.62,64.646,175.158,111.763
04/11/1992,88.076,116.876,127.668,90.265,NA,NA,16.755,109.531,127.39,116.033,NA,NA,NA,145.719,122.377,0.815,NA,114.147,64.434,NA,NA,NA,NA,NA,158.77,16.637,64.228,175.124,111.654
05/11/1992,88.176,116.368,127.294,89.489,NA,NA,16.598,108.725,126.79,115.267,NA,NA,NA,143.974,122.092,0.814,NA,113.437,64.325,NA,NA,NA,NA,NA,156.343,16.54,63.534,174.817,111.762
06/11/1992,88.506,115.617,126.935,87.953,NA,NA,16.547,108.529,125.647,114.318,NA,NA,NA,143.385,120.981,0.812,NA,112.345,64.561,NA,NA,NA,NA,NA,156.549,16.468,62.813,175.296,111.003
09/11/1992,87.458,116.618,127.369,87.377,NA,NA,16.785,108.669,125.848,114.952,NA,NA,NA,144.245,120.898,0.811,NA,112.98,63.854,NA,NA,NA,NA,NA,157.707,16.537,63.06,174.254,110.75
10/11/1992,87.332,115.603,126.754,87.568,NA,NA,16.627,109.484,125.504,114.235,NA,NA,NA,143.874,120.05,0.806,NA,112.503,64.359,NA,NA,NA,NA,NA,155.864,16.27,62.554,173.598,111.473
11/11/1992,87.925,116.382,127.373,87.919,NA,NA,16.776,110.313,126.305,115.141,NA,NA,NA,145.398,121.192,0.809,NA,113.272,64.6,NA,NA,NA,NA,NA,157.083,16.384,62.771,175.219,111.473
12/11/1992,87.674,116.161,127.007,88.833,NA,NA,16.798,110.541,126.673,114.906,NA,NA,NA,145.738,121.294,0.81,NA,113.286,64.543,NA,NA,NA,NA,NA,157.729,16.053,62.465,174.205,112.485
13/11/1992,88.446,117.483,127.87,88.522,NA,NA,16.868,110.407,128.275,116.129,NA,NA,NA,148.138,122.782,0.81,NA,114.701,64.999,NA,NA,NA,NA,NA,160.367,16.293,63.365,175.725,112.196
16/11/1992,87.236,115.674,125.976,86.496,NA,NA,16.618,107.865,126.131,114.389,NA,NA,NA,145.734,121.078,0.804,NA,112.965,63.985,NA,NA,NA,NA,NA,158.436,16.009,62.189,170.956,111.581
